source_row,A_source,B_source,answer_direct,answer_swapped,order_influenced_decision,chosen_source_direct,chosen_source_reversed
19,losing_human,losing_improve_gpt5nano,1,1,Yes,losing_human,losing_improve_gpt5nano
19,losing_human,losing_generate_gpt5nano,Error,1,Error,Error,losing_generate_gpt5nano
19,losing_human,losing_paraphrase_gpt4omini,Error,Error,Error,Error,Error
19,losing_human,losing_improve_gpt4omini,Error,Error,Error,Error,Error
19,losing_human,losing_generate_gpt4omini,Error,Error,Error,Error,Error
19,losing_human,losing_paraphrase_mistral,1,Error,Error,losing_human,Error
19,losing_human,losing_improve_mistral,1,2,No,losing_human,losing_human
19,losing_human,losing_generate_mistral,1,1,Yes,losing_human,losing_generate_mistral
19,losing_human,losing_paraphrase_llama,2,2,Yes,losing_paraphrase_llama,losing_human
19,losing_human,losing_improve_llama,2,1,No,losing_improve_llama,losing_improve_llama
19,losing_human,losing_generate_llama,1,2,No,losing_human,losing_human
19,losing_human,losing_paraphrase_qwen,2,2,Yes,losing_paraphrase_qwen,losing_human
19,losing_human,losing_improve_qwen,1,1,Yes,losing_human,losing_improve_qwen
19,losing_human,losing_generate_qwen,1,1,Yes,losing_human,losing_generate_qwen
19,losing_human,losing_paraphrase_gemini,Error,1,Error,Error,losing_paraphrase_gemini
19,losing_human,losing_paraphrase_claude,Error,1,Error,Error,losing_paraphrase_claude
19,losing_human,losing_improve_claude,Error,1,Error,Error,losing_improve_claude
19,losing_human,losing_generate_claude,Error,1,Error,Error,losing_generate_claude
20,winning_human,losing_human,1,1,Yes,winning_human,losing_human
20,winning_human,losing_paraphrase_gpt5nano,1,1,Yes,winning_human,losing_paraphrase_gpt5nano
20,winning_human,losing_improve_gpt5nano,1,1,Yes,winning_human,losing_improve_gpt5nano
20,winning_human,losing_generate_gpt5nano,1,1,Yes,winning_human,losing_generate_gpt5nano
20,winning_human,losing_paraphrase_gpt4omini,1,1,Yes,winning_human,losing_paraphrase_gpt4omini
20,winning_human,losing_improve_gpt4omini,1,1,Yes,winning_human,losing_improve_gpt4omini
20,winning_human,losing_generate_gpt4omini,1,1,Yes,winning_human,losing_generate_gpt4omini
20,winning_human,losing_paraphrase_mistral,1,1,Yes,winning_human,losing_paraphrase_mistral
20,winning_human,losing_improve_mistral,1,1,Yes,winning_human,losing_improve_mistral
20,winning_human,losing_generate_mistral,1,1,Yes,winning_human,losing_generate_mistral
20,winning_human,losing_paraphrase_llama,1,2,No,winning_human,winning_human
20,winning_human,losing_improve_llama,2,2,Yes,losing_improve_llama,winning_human
20,winning_human,losing_generate_llama,2,2,Yes,losing_generate_llama,winning_human
20,winning_human,losing_paraphrase_qwen,1,1,Yes,winning_human,losing_paraphrase_qwen
20,winning_human,losing_improve_qwen,1,2,No,winning_human,winning_human
20,winning_human,losing_generate_qwen,1,Error,Error,winning_human,Error
20,winning_human,losing_paraphrase_gemini,1,1,Yes,winning_human,losing_paraphrase_gemini
20,winning_human,losing_generate_gemini,1,1,Yes,winning_human,losing_generate_gemini
20,winning_human,losing_paraphrase_claude,2,1,No,losing_paraphrase_claude,losing_paraphrase_claude
20,winning_human,losing_improve_claude,1,1,Yes,winning_human,losing_improve_claude
20,winning_human,losing_generate_claude,1,1,Yes,winning_human,losing_generate_claude
20,losing_human,losing_paraphrase_gpt5nano,Error,Error,Error,Error,Error
20,losing_human,losing_improve_gpt5nano,1,1,Yes,losing_human,losing_improve_gpt5nano
20,losing_human,losing_generate_gpt5nano,2,1,No,losing_generate_gpt5nano,losing_generate_gpt5nano
20,losing_human,losing_paraphrase_gpt4omini,Error,1,Error,Error,losing_paraphrase_gpt4omini
20,losing_human,losing_improve_gpt4omini,Error,1,Error,Error,losing_improve_gpt4omini
20,losing_human,losing_generate_gpt4omini,Error,1,Error,Error,losing_generate_gpt4omini
20,losing_human,losing_paraphrase_mistral,Error,1,Error,Error,losing_paraphrase_mistral
20,losing_human,losing_improve_mistral,Error,2,Error,Error,losing_human
20,losing_human,losing_generate_mistral,Error,2,Error,Error,losing_human
20,losing_human,losing_paraphrase_llama,1,2,No,losing_human,losing_human
20,losing_human,losing_improve_llama,Error,2,Error,Error,losing_human
20,losing_human,losing_generate_llama,2,2,Yes,losing_generate_llama,losing_human
20,losing_human,losing_paraphrase_qwen,Error,2,Error,Error,losing_human
20,losing_human,losing_improve_qwen,1,Error,Error,losing_human,Error
20,losing_human,losing_generate_qwen,1,Error,Error,losing_human,Error
20,losing_human,losing_paraphrase_gemini,2,2,Yes,losing_paraphrase_gemini,losing_human
20,losing_human,losing_generate_gemini,2,1,No,losing_generate_gemini,losing_generate_gemini
20,losing_human,losing_paraphrase_claude,Error,1,Error,Error,losing_paraphrase_claude
20,losing_human,losing_improve_claude,2,1,No,losing_improve_claude,losing_improve_claude
20,losing_human,losing_generate_claude,2,1,No,losing_generate_claude,losing_generate_claude
21,winning_human,losing_human,1,1,Yes,winning_human,losing_human
21,winning_human,losing_paraphrase_gpt5nano,1,1,Yes,winning_human,losing_paraphrase_gpt5nano
21,winning_human,losing_improve_gpt5nano,1,1,Yes,winning_human,losing_improve_gpt5nano
21,winning_human,losing_generate_gpt5nano,1,1,Yes,winning_human,losing_generate_gpt5nano
21,winning_human,losing_paraphrase_gpt4omini,1,1,Yes,winning_human,losing_paraphrase_gpt4omini
21,winning_human,losing_improve_gpt4omini,1,1,Yes,winning_human,losing_improve_gpt4omini
21,winning_human,losing_generate_gpt4omini,1,1,Yes,winning_human,losing_generate_gpt4omini
21,winning_human,losing_paraphrase_mistral,1,1,Yes,winning_human,losing_paraphrase_mistral
21,winning_human,losing_improve_mistral,1,1,Yes,winning_human,losing_improve_mistral
21,winning_human,losing_generate_mistral,1,1,Yes,winning_human,losing_generate_mistral
21,winning_human,losing_paraphrase_llama,1,2,No,winning_human,winning_human
21,winning_human,losing_improve_llama,1,2,No,winning_human,winning_human
21,winning_human,losing_generate_llama,1,2,No,winning_human,winning_human
21,winning_human,losing_paraphrase_qwen,1,2,No,winning_human,winning_human
21,winning_human,losing_improve_qwen,1,2,No,winning_human,winning_human
21,winning_human,losing_generate_qwen,1,2,No,winning_human,winning_human
21,winning_human,losing_paraphrase_claude,1,1,Yes,winning_human,losing_paraphrase_claude
21,winning_human,losing_improve_claude,1,1,Yes,winning_human,losing_improve_claude
21,winning_human,losing_generate_claude,1,1,Yes,winning_human,losing_generate_claude
21,losing_human,losing_paraphrase_gpt5nano,1,Error,Error,losing_human,Error
21,losing_human,losing_improve_gpt5nano,1,1,Yes,losing_human,losing_improve_gpt5nano
21,losing_human,losing_generate_gpt5nano,Error,1,Error,Error,losing_generate_gpt5nano
21,losing_human,losing_paraphrase_gpt4omini,Error,Error,Error,Error,Error
21,losing_human,losing_improve_gpt4omini,Error,Error,Error,Error,Error
21,losing_human,losing_generate_gpt4omini,1,Error,Error,losing_human,Error
21,losing_human,losing_paraphrase_mistral,Error,1,Error,Error,losing_paraphrase_mistral
21,losing_human,losing_improve_mistral,1,2,No,losing_human,losing_human
21,losing_human,losing_generate_mistral,1,Error,Error,losing_human,Error
21,losing_human,losing_paraphrase_llama,2,Error,Error,losing_paraphrase_llama,Error
21,losing_human,losing_improve_llama,2,2,Yes,losing_improve_llama,losing_human
21,losing_human,losing_generate_llama,1,2,No,losing_human,losing_human
21,losing_human,losing_paraphrase_qwen,2,2,Yes,losing_paraphrase_qwen,losing_human
21,losing_human,losing_improve_qwen,1,2,No,losing_human,losing_human
21,losing_human,losing_generate_qwen,1,2,No,losing_human,losing_human
21,losing_human,losing_paraphrase_claude,Error,1,Error,Error,losing_paraphrase_claude
21,losing_human,losing_improve_claude,1,1,Yes,losing_human,losing_improve_claude
21,losing_human,losing_generate_claude,Error,1,Error,Error,losing_generate_claude
22,winning_human,losing_human,1,1,Yes,winning_human,losing_human
22,winning_human,losing_paraphrase_gpt5nano,1,1,Yes,winning_human,losing_paraphrase_gpt5nano
22,winning_human,losing_improve_gpt5nano,1,1,Yes,winning_human,losing_improve_gpt5nano
22,winning_human,losing_generate_gpt5nano,1,1,Yes,winning_human,losing_generate_gpt5nano
22,winning_human,losing_paraphrase_gpt4omini,1,1,Yes,winning_human,losing_paraphrase_gpt4omini
22,winning_human,losing_improve_gpt4omini,1,1,Yes,winning_human,losing_improve_gpt4omini
22,winning_human,losing_generate_gpt4omini,1,1,Yes,winning_human,losing_generate_gpt4omini
22,winning_human,losing_paraphrase_mistral,1,1,Yes,winning_human,losing_paraphrase_mistral
22,winning_human,losing_improve_mistral,1,1,Yes,winning_human,losing_improve_mistral
22,winning_human,losing_generate_mistral,1,1,Yes,winning_human,losing_generate_mistral
22,winning_human,losing_paraphrase_llama,1,2,No,winning_human,winning_human
22,winning_human,losing_improve_llama,1,2,No,winning_human,winning_human
22,winning_human,losing_generate_llama,1,2,No,winning_human,winning_human
22,winning_human,losing_paraphrase_qwen,1,1,Yes,winning_human,losing_paraphrase_qwen
22,winning_human,losing_improve_qwen,2,1,No,losing_improve_qwen,losing_improve_qwen
22,winning_human,losing_generate_qwen,2,1,No,losing_generate_qwen,losing_generate_qwen
22,winning_human,losing_generate_gemini,1,1,Yes,winning_human,losing_generate_gemini
22,winning_human,losing_paraphrase_claude,1,1,Yes,winning_human,losing_paraphrase_claude
22,winning_human,losing_improve_claude,1,1,Yes,winning_human,losing_improve_claude
22,winning_human,losing_generate_claude,1,1,Yes,winning_human,losing_generate_claude
22,losing_human,losing_paraphrase_gpt5nano,2,2,Yes,losing_paraphrase_gpt5nano,losing_human
22,losing_human,losing_improve_gpt5nano,Error,1,Error,Error,losing_improve_gpt5nano
22,losing_human,losing_generate_gpt5nano,2,1,No,losing_generate_gpt5nano,losing_generate_gpt5nano
22,losing_human,losing_paraphrase_gpt4omini,2,2,Yes,losing_paraphrase_gpt4omini,losing_human
22,losing_human,losing_improve_gpt4omini,2,Error,Error,losing_improve_gpt4omini,Error
22,losing_human,losing_generate_gpt4omini,2,2,Yes,losing_generate_gpt4omini,losing_human
22,losing_human,losing_paraphrase_mistral,2,2,Yes,losing_paraphrase_mistral,losing_human
22,losing_human,losing_improve_mistral,Error,2,Error,Error,losing_human
22,losing_human,losing_generate_mistral,2,Error,Error,losing_generate_mistral,Error
22,losing_human,losing_paraphrase_llama,1,Error,Error,losing_human,Error
22,losing_human,losing_improve_llama,2,2,Yes,losing_improve_llama,losing_human
22,losing_human,losing_generate_llama,2,2,Yes,losing_generate_llama,losing_human
22,losing_human,losing_paraphrase_qwen,2,2,Yes,losing_paraphrase_qwen,losing_human
22,losing_human,losing_improve_qwen,2,2,Yes,losing_improve_qwen,losing_human
22,losing_human,losing_generate_qwen,2,2,Yes,losing_generate_qwen,losing_human
22,losing_human,losing_generate_gemini,2,Error,Error,losing_generate_gemini,Error
22,losing_human,losing_paraphrase_claude,1,2,No,losing_human,losing_human
22,losing_human,losing_improve_claude,1,Error,Error,losing_human,Error
22,losing_human,losing_generate_claude,1,2,No,losing_human,losing_human
23,winning_human,losing_human,1,1,Yes,winning_human,losing_human
23,winning_human,losing_paraphrase_gpt5nano,1,1,Yes,winning_human,losing_paraphrase_gpt5nano
23,winning_human,losing_improve_gpt5nano,1,1,Yes,winning_human,losing_improve_gpt5nano
23,winning_human,losing_generate_gpt5nano,1,1,Yes,winning_human,losing_generate_gpt5nano
23,winning_human,losing_paraphrase_gpt4omini,1,1,Yes,winning_human,losing_paraphrase_gpt4omini
23,winning_human,losing_improve_gpt4omini,1,1,Yes,winning_human,losing_improve_gpt4omini
23,winning_human,losing_generate_gpt4omini,2,1,No,losing_generate_gpt4omini,losing_generate_gpt4omini
23,winning_human,losing_paraphrase_mistral,1,1,Yes,winning_human,losing_paraphrase_mistral
23,winning_human,losing_improve_mistral,2,1,No,losing_improve_mistral,losing_improve_mistral
23,winning_human,losing_generate_mistral,1,1,Yes,winning_human,losing_generate_mistral
23,winning_human,losing_paraphrase_llama,1,2,No,winning_human,winning_human
23,winning_human,losing_improve_llama,2,1,No,losing_improve_llama,losing_improve_llama
23,winning_human,losing_generate_llama,1,2,No,winning_human,winning_human
23,winning_human,losing_paraphrase_qwen,1,1,Yes,winning_human,losing_paraphrase_qwen
23,winning_human,losing_improve_qwen,1,1,Yes,winning_human,losing_improve_qwen
23,winning_human,losing_generate_qwen,1,1,Yes,winning_human,losing_generate_qwen
23,winning_human,losing_paraphrase_claude,1,1,Yes,winning_human,losing_paraphrase_claude
23,winning_human,losing_improve_claude,2,1,No,losing_improve_claude,losing_improve_claude
23,winning_human,losing_generate_claude,1,1,Yes,winning_human,losing_generate_claude
23,losing_human,losing_paraphrase_gpt5nano,Error,1,Error,Error,losing_paraphrase_gpt5nano
23,losing_human,losing_improve_gpt5nano,2,1,No,losing_improve_gpt5nano,losing_improve_gpt5nano
23,losing_human,losing_generate_gpt5nano,Error,1,Error,Error,losing_generate_gpt5nano
23,losing_human,losing_paraphrase_gpt4omini,1,1,Yes,losing_human,losing_paraphrase_gpt4omini
23,losing_human,losing_improve_gpt4omini,1,1,Yes,losing_human,losing_improve_gpt4omini
23,losing_human,losing_generate_gpt4omini,2,1,No,losing_generate_gpt4omini,losing_generate_gpt4omini
23,losing_human,losing_paraphrase_mistral,Error,Error,Error,Error,Error
23,losing_human,losing_improve_mistral,2,2,Yes,losing_improve_mistral,losing_human
23,losing_human,losing_generate_mistral,1,2,No,losing_human,losing_human
23,losing_human,losing_paraphrase_llama,2,2,Yes,losing_paraphrase_llama,losing_human
23,losing_human,losing_improve_llama,2,1,No,losing_improve_llama,losing_improve_llama
23,losing_human,losing_generate_llama,2,2,Yes,losing_generate_llama,losing_human
23,losing_human,losing_paraphrase_qwen,Error,2,Error,Error,losing_human
23,losing_human,losing_improve_qwen,Error,2,Error,Error,losing_human
23,losing_human,losing_generate_qwen,2,2,Yes,losing_generate_qwen,losing_human
23,losing_human,losing_paraphrase_claude,1,1,Yes,losing_human,losing_paraphrase_claude
23,losing_human,losing_improve_claude,2,2,Yes,losing_improve_claude,losing_human
23,losing_human,losing_generate_claude,1,2,No,losing_human,losing_human
25,winning_human,losing_human,1,1,Yes,winning_human,losing_human
25,winning_human,losing_paraphrase_gpt5nano,1,1,Yes,winning_human,losing_paraphrase_gpt5nano
25,winning_human,losing_improve_gpt5nano,1,1,Yes,winning_human,losing_improve_gpt5nano
25,winning_human,losing_generate_gpt5nano,1,1,Yes,winning_human,losing_generate_gpt5nano
25,winning_human,losing_paraphrase_gpt4omini,1,1,Yes,winning_human,losing_paraphrase_gpt4omini
25,winning_human,losing_improve_gpt4omini,1,1,Yes,winning_human,losing_improve_gpt4omini
25,winning_human,losing_generate_gpt4omini,1,1,Yes,winning_human,losing_generate_gpt4omini
25,winning_human,losing_paraphrase_mistral,1,1,Yes,winning_human,losing_paraphrase_mistral
25,winning_human,losing_improve_mistral,1,2,No,winning_human,winning_human
25,winning_human,losing_generate_mistral,1,1,Yes,winning_human,losing_generate_mistral
25,winning_human,losing_paraphrase_llama,1,2,No,winning_human,winning_human
25,winning_human,losing_improve_llama,1,1,Yes,winning_human,losing_improve_llama
25,winning_human,losing_generate_llama,1,2,No,winning_human,winning_human
25,winning_human,losing_paraphrase_qwen,1,1,Yes,winning_human,losing_paraphrase_qwen
25,winning_human,losing_improve_qwen,1,1,Yes,winning_human,losing_improve_qwen
25,winning_human,losing_generate_qwen,1,1,Yes,winning_human,losing_generate_qwen
25,winning_human,losing_generate_gemini,1,1,Yes,winning_human,losing_generate_gemini
25,winning_human,losing_paraphrase_claude,1,1,Yes,winning_human,losing_paraphrase_claude
25,winning_human,losing_improve_claude,1,1,Yes,winning_human,losing_improve_claude
25,winning_human,losing_generate_claude,1,1,Yes,winning_human,losing_generate_claude
25,losing_human,losing_paraphrase_gpt5nano,Error,1,Error,Error,losing_paraphrase_gpt5nano
25,losing_human,losing_improve_gpt5nano,Error,1,Error,Error,losing_improve_gpt5nano
25,losing_human,losing_generate_gpt5nano,2,1,No,losing_generate_gpt5nano,losing_generate_gpt5nano
25,losing_human,losing_paraphrase_gpt4omini,Error,Error,Error,Error,Error
25,losing_human,losing_improve_gpt4omini,Error,Error,Error,Error,Error
25,losing_human,losing_generate_gpt4omini,2,1,No,losing_generate_gpt4omini,losing_generate_gpt4omini
25,losing_human,losing_paraphrase_mistral,Error,Error,Error,Error,Error
25,losing_human,losing_improve_mistral,1,1,Yes,losing_human,losing_improve_mistral
25,losing_human,losing_generate_mistral,Error,2,Error,Error,losing_human
25,losing_human,losing_paraphrase_llama,1,2,No,losing_human,losing_human
25,losing_human,losing_improve_llama,2,2,Yes,losing_improve_llama,losing_human
25,losing_human,losing_generate_llama,2,2,Yes,losing_generate_llama,losing_human
25,losing_human,losing_paraphrase_qwen,1,2,No,losing_human,losing_human
25,losing_human,losing_improve_qwen,Error,1,Error,Error,losing_improve_qwen
25,losing_human,losing_generate_qwen,2,2,Yes,losing_generate_qwen,losing_human
25,losing_human,losing_generate_gemini,2,1,No,losing_generate_gemini,losing_generate_gemini
25,losing_human,losing_paraphrase_claude,Error,Error,Error,Error,Error
25,losing_human,losing_improve_claude,2,1,No,losing_improve_claude,losing_improve_claude
25,losing_human,losing_generate_claude,Error,1,Error,Error,losing_generate_claude
26,winning_human,losing_human,1,1,Yes,winning_human,losing_human
26,winning_human,losing_paraphrase_gpt5nano,1,1,Yes,winning_human,losing_paraphrase_gpt5nano
26,winning_human,losing_improve_gpt5nano,1,1,Yes,winning_human,losing_improve_gpt5nano
26,winning_human,losing_generate_gpt5nano,1,1,Yes,winning_human,losing_generate_gpt5nano
26,winning_human,losing_paraphrase_gpt4omini,1,1,Yes,winning_human,losing_paraphrase_gpt4omini
26,winning_human,losing_improve_gpt4omini,1,1,Yes,winning_human,losing_improve_gpt4omini
26,winning_human,losing_generate_gpt4omini,1,1,Yes,winning_human,losing_generate_gpt4omini
26,winning_human,losing_paraphrase_mistral,1,1,Yes,winning_human,losing_paraphrase_mistral
26,winning_human,losing_improve_mistral,1,1,Yes,winning_human,losing_improve_mistral
26,winning_human,losing_generate_mistral,1,1,Yes,winning_human,losing_generate_mistral
26,winning_human,losing_paraphrase_llama,1,1,Yes,winning_human,losing_paraphrase_llama
26,winning_human,losing_improve_llama,1,1,Yes,winning_human,losing_improve_llama
26,winning_human,losing_generate_llama,1,2,No,winning_human,winning_human
26,winning_human,losing_paraphrase_qwen,1,1,Yes,winning_human,losing_paraphrase_qwen
26,winning_human,losing_improve_qwen,1,1,Yes,winning_human,losing_improve_qwen
26,winning_human,losing_generate_qwen,1,1,Yes,winning_human,losing_generate_qwen
26,winning_human,losing_paraphrase_claude,1,1,Yes,winning_human,losing_paraphrase_claude
26,winning_human,losing_improve_claude,1,1,Yes,winning_human,losing_improve_claude
26,winning_human,losing_generate_claude,1,1,Yes,winning_human,losing_generate_claude
26,losing_human,losing_paraphrase_gpt5nano,Error,Error,Error,Error,Error
26,losing_human,losing_improve_gpt5nano,2,Error,Error,losing_improve_gpt5nano,Error
26,losing_human,losing_generate_gpt5nano,Error,Error,Error,Error,Error
26,losing_human,losing_paraphrase_gpt4omini,Error,1,Error,Error,losing_paraphrase_gpt4omini
26,losing_human,losing_improve_gpt4omini,2,1,No,losing_improve_gpt4omini,losing_improve_gpt4omini
26,losing_human,losing_generate_gpt4omini,2,Error,Error,losing_generate_gpt4omini,Error
26,losing_human,losing_paraphrase_mistral,Error,1,Error,Error,losing_paraphrase_mistral
26,losing_human,losing_improve_mistral,1,2,No,losing_human,losing_human
