id,theme,source,rubric_source,model_used,argument_text,score
4227a025,A monarchy is preferable to any other form of government.,generate_llama,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,I accept this debate and shall prove that monarchi...,"Based on the rubric, I would assign a"
4227a025,A monarchy is preferable to any other form of government.,paraphrase_mistral,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"In this debate, I will argue that there are altern...","Based on the rubric, I would assign a"
4227a025,A monarchy is preferable to any other form of government.,improve_mistral,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"In this debate, I will argue that alternative form...",2
4227a025,A monarchy is preferable to any other form of government.,generate_mistral,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"In this debate, I advocate for the proposition tha...","Based on the rubric, I would assign a"
4227a025,A monarchy is preferable to any other form of government.,paraphrase_sonnet,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,I accept this debate and will demonstrate that oth...,2
4227a025,A monarchy is preferable to any other form of government.,improve_sonnet,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,I accept this debate and will prove that there are...,"Based on the rubric, I would assign a"
4227a025,A monarchy is preferable to any other form of government.,generate_sonnet,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,I accept this debate and will demonstrate that mul...,"Based on the rubric, I would assign a"
4227a025,A monarchy is preferable to any other form of government.,paraphrase_gemini,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,The debater accepts the debate and intends to demo...,"Based on the rubric, I would assign a"
4227a025,A monarchy is preferable to any other form of government.,improve_gemini,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,I accept this debate and will prove that other for...,2
4227a025,A monarchy is preferable to any other form of government.,generate_gemini,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"Firstly, for societies deeply rooted in spiritual ...",4
ba1c6225,Abortion is a human right.,winning_human,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion should not be legal through all trimester...,"Based on the rubric, I would assign a"
ba1c6225,Abortion is a human right.,losing_human,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Women have a moral right to decide what to do with...,4
ba1c6225,Abortion is a human right.,paraphrase_gpt5,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Women have a moral prerogative to decide what to d...,4
ba1c6225,Abortion is a human right.,improve_gpt5,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion is a fundamental human right because it s...,4
ba1c6225,Abortion is a human right.,generate_gpt5,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion is a human right because it is rooted in ...,4
ba1c6225,Abortion is a human right.,paraphrase_gpt4o,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Women possess a fundamental moral authority to det...,4
ba1c6225,Abortion is a human right.,improve_gpt4o,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Women possess an inherent moral right to govern th...,4
ba1c6225,Abortion is a human right.,generate_gpt4o,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion is a human right because it fundamentally...,4
ba1c6225,Abortion is a human right.,paraphrase_qwen,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Women possess a moral right to autonomy over their...,4
ba1c6225,Abortion is a human right.,improve_qwen,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Women have a moral right to decide what to do with...,4
ba1c6225,Abortion is a human right.,generate_qwen,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Women’s right to bodily autonomy is a fundamental ...,4
ba1c6225,Abortion is a human right.,paraphrase_llama,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Women have a fundamental right to determine what h...,4
ba1c6225,Abortion is a human right.,improve_llama,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Women have a fundamental moral right to decide wha...,4
ba1c6225,Abortion is a human right.,generate_llama,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,The right to abortion is an essential component of...,4
ba1c6225,Abortion is a human right.,paraphrase_mistral,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,The fundamental right of women to determine what h...,4
ba1c6225,Abortion is a human right.,improve_mistral,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,The fundamental moral right of women to determine ...,4
ba1c6225,Abortion is a human right.,generate_mistral,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,The fundamental principle of bodily autonomy under...,4
ba1c6225,Abortion is a human right.,paraphrase_sonnet,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Women possess a moral entitlement to make choices ...,4
ba1c6225,Abortion is a human right.,improve_sonnet,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Women have a moral right to decide what to do with...,4
ba1c6225,Abortion is a human right.,generate_sonnet,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,The right to abortion is fundamentally about bodil...,4
ba1c6225,Abortion is a human right.,paraphrase_gemini,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Women possess a moral right to make choices concer...,4
ba1c6225,Abortion is a human right.,improve_gemini,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Women possess a fundamental moral right to bodily ...,4
ba1c6225,Abortion is a human right.,generate_gemini,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,The right to control one's own body is the most fu...,4
4c715ae3,Abortion is an inalienable right.,winning_human,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"Abortion is a right, but that right, like any righ...",2
4c715ae3,Abortion is an inalienable right.,losing_human,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion is an inalienable right. Abortion is not ...,2
4c715ae3,Abortion is an inalienable right.,paraphrase_gpt5,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion is an inalienable right because no one ha...,4
4c715ae3,Abortion is an inalienable right.,improve_gpt5,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion is an inalienable right because bodily au...,4
4c715ae3,Abortion is an inalienable right.,generate_gpt5,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion is an inalienable right because it rests ...,4
4c715ae3,Abortion is an inalienable right.,paraphrase_gpt4o,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,The right to abortion is fundamental and inalienab...,4
4c715ae3,Abortion is an inalienable right.,improve_gpt4o,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion is an inalienable right. It is crucial to...,4
4c715ae3,Abortion is an inalienable right.,generate_gpt4o,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion is an inalienable right because it fundam...,4
4c715ae3,Abortion is an inalienable right.,paraphrase_qwen,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion is a fundamental right that cannot be sur...,4
4c715ae3,Abortion is an inalienable right.,improve_qwen,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion is an inalienable right. Abortion does no...,4
4c715ae3,Abortion is an inalienable right.,generate_qwen,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion is an inalienable right rooted in the fun...,4
4c715ae3,Abortion is an inalienable right.,paraphrase_llama,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion is an inherent right that cannot be taken...,3
4c715ae3,Abortion is an inalienable right.,improve_llama,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion is an inalienable right. This is because ...,4
4c715ae3,Abortion is an inalienable right.,generate_llama,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,The notion that abortion is an inalienable right s...,4
4c715ae3,Abortion is an inalienable right.,paraphrase_mistral,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion is an inherent right that cannot be surre...,2
4c715ae3,Abortion is an inalienable right.,improve_mistral,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"Abortion is an inalienable right, as defined by Mo...",2
4c715ae3,Abortion is an inalienable right.,generate_mistral,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion is an inherent and inviolable right stemm...,4
4c715ae3,Abortion is an inalienable right.,paraphrase_sonnet,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion represents a right that cannot be taken a...,"Based on the rubric, I score the argument"
4c715ae3,Abortion is an inalienable right.,improve_sonnet,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion is an inalienable right. It does not viol...,"Based on the rubric, I would assign a"
4c715ae3,Abortion is an inalienable right.,generate_sonnet,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,The right to bodily autonomy is fundamental and in...,4
4c715ae3,Abortion is an inalienable right.,paraphrase_gemini,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion is an inherent right. It does not infring...,4
4c715ae3,Abortion is an inalienable right.,improve_gemini,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion is an inalienable right. It does not viol...,4
4c715ae3,Abortion is an inalienable right.,generate_gemini,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,The right to abortion is an inalienable human righ...,4
91effc2d,Abortion is not murder.,winning_human,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"Abortion cannot be regarded as murder, because fir...",2
91effc2d,Abortion is not murder.,losing_human,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"Accepted 1. "" The fetus can only be regarding as a...","Based on the rubric, I score this argument"
91effc2d,Abortion is not murder.,paraphrase_gpt5,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Proponents of abortion-as-not-murder point out tha...,4
91effc2d,Abortion is not murder.,improve_gpt5,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion is not murder because murder presupposes ...,4
91effc2d,Abortion is not murder.,generate_gpt5,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion is not murder because murder is the inten...,4
91effc2d,Abortion is not murder.,paraphrase_gpt4o,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,1. A fetus can be considered a human being only wh...,4
91effc2d,Abortion is not murder.,improve_gpt4o,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,1. My opponent defines human life as the ability t...,4
91effc2d,Abortion is not murder.,generate_gpt4o,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion is not murder because it involves the ter...,4
91effc2d,Abortion is not murder.,paraphrase_qwen,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"Accepted 1. ""The fetus can only be regarded as a h...","Based on the rubric, I would assign a"
91effc2d,Abortion is not murder.,improve_qwen,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,The fetus can only be regarded as a human being wh...,3
91effc2d,Abortion is not murder.,generate_qwen,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,The fetus is a distinct human organism from concep...,4
91effc2d,Abortion is not murder.,paraphrase_llama,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,My opponent suggests that a fetus can only be cons...,4
91effc2d,Abortion is not murder.,improve_llama,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,The fetus can only be regarded as a human being wh...,4
91effc2d,Abortion is not murder.,generate_llama,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,The notion that a fetus only qualifies as human li...,4
91effc2d,Abortion is not murder.,paraphrase_mistral,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"The argument can be rephrased as follows:
1. ""A fe...","Based on the rubric, I would assign a"
91effc2d,Abortion is not murder.,improve_mistral,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,The fetus can only be considered as a human being ...,2
91effc2d,Abortion is not murder.,generate_mistral,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"A fetus, being a developing organism carrying huma...",4
91effc2d,Abortion is not murder.,paraphrase_gemini,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,My opponent defines a human being as a fetus that ...,4
91effc2d,Abortion is not murder.,improve_gemini,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,My opponent defines a human being as a fetus that ...,4
91effc2d,Abortion is not murder.,generate_gemini,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,The fundamental question in this debate is not *wh...,4
9485765e,Abortion is sometimes justifiable.,winning_human,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"Well, to start I was confused by the question and ...",1
9485765e,Abortion is sometimes justifiable.,losing_human,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,A fetus and an embryo are both people. They're not...,2
9485765e,Abortion is sometimes justifiable.,paraphrase_gpt5,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"Fetuses and embryos are human beings, though at di...","Based on the rubric, I would assign a"
9485765e,Abortion is sometimes justifiable.,improve_gpt5,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion is not justifiable. From the moment of co...,4
9485765e,Abortion is sometimes justifiable.,generate_gpt5,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,I argue that abortion is sometimes justifiable. Fi...,4
9485765e,Abortion is sometimes justifiable.,paraphrase_gpt4o,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Both a fetus and an embryo represent human life. W...,3
9485765e,Abortion is sometimes justifiable.,improve_gpt4o,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,A fetus and an embryo are distinct forms of human ...,4
9485765e,Abortion is sometimes justifiable.,generate_gpt4o,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion should not be considered justifiable unde...,2
9485765e,Abortion is sometimes justifiable.,paraphrase_qwen,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"A fetus and an embryo are both people, though not ...",2
9485765e,Abortion is sometimes justifiable.,improve_qwen,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,A fetus and an embryo are both people. They are no...,"Based on the rubric, I would assign a"
9485765e,Abortion is sometimes justifiable.,generate_qwen,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,A fetus and an embryo are undeniably human beings ...,4
9485765e,Abortion is sometimes justifiable.,paraphrase_llama,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,A fetus and an embryo are individuals with the sam...,3
9485765e,Abortion is sometimes justifiable.,improve_llama,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"A fetus and an embryo are both people, even if the...",2
9485765e,Abortion is sometimes justifiable.,generate_llama,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"A human being, regardless of age or stage of devel...",4
9485765e,Abortion is sometimes justifiable.,paraphrase_mistral,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,A fetus and an embryo are individuals with personh...,2
9485765e,Abortion is sometimes justifiable.,improve_mistral,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,A fetus and an embryo are individuals classified a...,3
9485765e,Abortion is sometimes justifiable.,generate_mistral,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"A fetus and an embryo, despite their size and deve...",4
9485765e,Abortion is sometimes justifiable.,paraphrase_sonnet,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Embryos and fetuses count as people. They aren't t...,2
9485765e,Abortion is sometimes justifiable.,improve_sonnet,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,A fetus and an embryo are both people. They are no...,"Based on the rubric, I would assign a"
9485765e,Abortion is sometimes justifiable.,generate_sonnet,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"Human life begins at conception, and from that mom...",4
9485765e,Abortion is sometimes justifiable.,paraphrase_gemini,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"Both fetuses and embryos are considered people, di...",2
9485765e,Abortion is sometimes justifiable.,improve_gemini,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,A fetus and an embryo are both people. They are no...,2
9485765e,Abortion is sometimes justifiable.,generate_gemini,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"From the moment of conception, a new, unique human...",4
9c7a13c6,Abortion is unconstitutional.,winning_human,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"=Definitions= 1. Created: ""to bring into existence...","Based on the rubric, I would assign a"
9c7a13c6,Abortion is unconstitutional.,losing_human,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"Thanks, Pro. __Rebuttal__ Con's argument states th...","Based on the rubric, I would assign a"
9c7a13c6,Abortion is unconstitutional.,paraphrase_gpt5,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Con maintains that abortion cannot be deemed uncon...,"Based on the rubric, I would assign a"
9c7a13c6,Abortion is unconstitutional.,improve_gpt5,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Pro claims that abortion is unconstitutional. Con ...,4
9c7a13c6,Abortion is unconstitutional.,generate_gpt5,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion is constitutional because the Constitutio...,4
9c7a13c6,Abortion is unconstitutional.,paraphrase_gpt4o,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"Thank you, Pro. __Rebuttal__ The argument presente...","Based on the rubric, I would assign a"
9c7a13c6,Abortion is unconstitutional.,improve_gpt4o,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"Thank you, Pro. __Rebuttal__ Con's argument inaccu...","Based on the rubric, I would assign a"
9c7a13c6,Abortion is unconstitutional.,generate_gpt4o,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,The assertion that abortion is unconstitutional is...,4
9c7a13c6,Abortion is unconstitutional.,paraphrase_qwen,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"Thank you, Pro. In my rebuttal, Con claims abortio...",2
9c7a13c6,Abortion is unconstitutional.,improve_qwen,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"Thanks, Pro. Con's argument asserts that abortion ...","Based on the rubric, I would assign a"
9c7a13c6,Abortion is unconstitutional.,generate_qwen,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"Thanks, Pro. Con’s argument hinges on the Constitu...",4
9c7a13c6,Abortion is unconstitutional.,paraphrase_llama,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,The original argument's claim that abortion is alw...,2
9c7a13c6,Abortion is unconstitutional.,improve_llama,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"Thanks, Pro. __Rebuttal__ Con's argument states th...","Based on the rubric, I would assign a"
9c7a13c6,Abortion is unconstitutional.,generate_llama,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Con's argument relies heavily on a narrow interpre...,4
9c7a13c6,Abortion is unconstitutional.,paraphrase_mistral,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,The counterargument posits that abortion does not ...,2
9c7a13c6,Abortion is unconstitutional.,improve_mistral,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"In response, your argument posits that the opponen...",4
9c7a13c6,Abortion is unconstitutional.,generate_mistral,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"In counterpoint, it's crucial to recognize the inc...","Based on the rubric, I would assign a"
9c7a13c6,Abortion is unconstitutional.,paraphrase_sonnet,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"Thank you, Pro. __Response__ Con claims abortion a...",2
9c7a13c6,Abortion is unconstitutional.,improve_sonnet,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"Thank you, Pro.

__Rebuttal__

Con argues that abo...",2
9c7a13c6,Abortion is unconstitutional.,generate_sonnet,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"Thank you, Pro.

__Rebuttal__

Con argues that abo...",4
9c7a13c6,Abortion is unconstitutional.,paraphrase_gemini,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,My opponent claims that abortion is always unconst...,"Based on the rubric, I would assign a"
9c7a13c6,Abortion is unconstitutional.,improve_gemini,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Con's argument states that abortion is always agai...,2
9c7a13c6,Abortion is unconstitutional.,generate_gemini,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Con's assertion that abortion is always unconstitu...,4
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,winning_human,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,The legalization of abortion in this country has r...,2
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,losing_human,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,I think it should not be band at all how many moms...,1
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,paraphrase_gpt5,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"Some argue abortion should never be banned, but I ...","Based on the rubric, I would assign a"
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,improve_gpt5,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion should be banned nationwide except to sav...,4
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,generate_gpt5,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion should be banned unless it is necessary t...,4
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,paraphrase_gpt4o,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,I believe that abortion should not be prohibited a...,3
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,improve_gpt4o,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion should be banned unless necessary to save...,4
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,generate_gpt4o,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Abortion should be banned unless it is necessary t...,4
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,paraphrase_qwen,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,I think it shouldn’t be banned at all how many mom...,1
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,improve_qwen,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,I think it should not be banned at all. How many m...,2
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,generate_qwen,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,Modern medical advancements have made childbirth a...,4
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,paraphrase_llama,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"I think abortion should be banned nationwide, exce...",3
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,improve_llama,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,I think it should not be banned at all how many mo...,2
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,generate_llama,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"With the advancements in medical technology, our u...",3
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,paraphrase_mistral,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"It should not be banned the practice of abortion, ...","Based on the rubric, I would assign a"
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,improve_mistral,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,"In my opinion, the prohibition of abortion is unne...",2
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,generate_mistral,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,The evolution of medical advancements has signific...,"Based on the rubric, I would assign a"
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,paraphrase_sonnet,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,I believe it shouldnt be banned at all how many mo...,1
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,improve_sonnet,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,I think abortion should not be banned at all. How ...,2
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,generate_sonnet,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,I support a national ban on abortion with an excep...,4
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,paraphrase_gemini,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,The speaker initially states that abortion should ...,4
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,improve_gemini,gpt4.csv,meta-llama/Meta-Llama-3-8B-Instruct-Lite,How often do we hear of mothers dying during child...,2
