row_id,A_source,B_source,direct_answer,swapped_answer,order_influenced_decision,chosen_source_direct,chosen_source_reversed
4c715ae3,losing_human,improve_gemini,1,1,Yes,losing_human,improve_gemini
4c715ae3,losing_human,improve_gpt4o,1,1,Yes,losing_human,improve_gpt4o
4c715ae3,losing_human,improve_gpt5,2,1,No,improve_gpt5,improve_gpt5
4c715ae3,losing_human,improve_llama,1,1,Yes,losing_human,improve_llama
4c715ae3,losing_human,improve_mistral,1,1,Yes,losing_human,improve_mistral
4c715ae3,losing_human,improve_qwen,1,1,Yes,losing_human,improve_qwen
4c715ae3,losing_human,improve_sonnet,1,1,Yes,losing_human,improve_sonnet
4c715ae3,losing_human,paraphrase_gemini,1,1,Yes,losing_human,paraphrase_gemini
4c715ae3,losing_human,paraphrase_gpt4o,1,1,Yes,losing_human,paraphrase_gpt4o
4c715ae3,losing_human,paraphrase_gpt5,1,1,Yes,losing_human,paraphrase_gpt5
4c715ae3,losing_human,paraphrase_llama,1,1,Yes,losing_human,paraphrase_llama
4c715ae3,losing_human,paraphrase_mistral,1,1,Yes,losing_human,paraphrase_mistral
4c715ae3,losing_human,paraphrase_qwen,1,1,Yes,losing_human,paraphrase_qwen
4c715ae3,losing_human,paraphrase_sonnet,1,1,Yes,losing_human,paraphrase_sonnet
91effc2d,winning_human,losing_human,1,1,Yes,winning_human,losing_human
91effc2d,winning_human,generate_gemini,2,1,No,generate_gemini,generate_gemini
91effc2d,winning_human,generate_gpt4o,2,1,No,generate_gpt4o,generate_gpt4o
91effc2d,winning_human,generate_gpt5,1,1,Yes,winning_human,generate_gpt5
91effc2d,winning_human,generate_llama,2,1,No,generate_llama,generate_llama
91effc2d,winning_human,generate_mistral,1,1,Yes,winning_human,generate_mistral
91effc2d,winning_human,generate_qwen,2,1,No,generate_qwen,generate_qwen
91effc2d,winning_human,improve_gemini,1,1,Yes,winning_human,improve_gemini
91effc2d,winning_human,improve_gpt4o,2,1,No,improve_gpt4o,improve_gpt4o
91effc2d,winning_human,improve_gpt5,2,1,No,improve_gpt5,improve_gpt5
91effc2d,winning_human,improve_llama,2,1,No,improve_llama,improve_llama
91effc2d,winning_human,improve_mistral,2,2,Yes,improve_mistral,winning_human
91effc2d,winning_human,improve_qwen,2,1,No,improve_qwen,improve_qwen
91effc2d,winning_human,paraphrase_gemini,1,1,Yes,winning_human,paraphrase_gemini
91effc2d,winning_human,paraphrase_gpt4o,2,1,No,paraphrase_gpt4o,paraphrase_gpt4o
91effc2d,winning_human,paraphrase_gpt5,2,1,No,paraphrase_gpt5,paraphrase_gpt5
91effc2d,winning_human,paraphrase_llama,2,1,No,paraphrase_llama,paraphrase_llama
91effc2d,winning_human,paraphrase_mistral,2,1,No,paraphrase_mistral,paraphrase_mistral
91effc2d,winning_human,paraphrase_qwen,2,1,No,paraphrase_qwen,paraphrase_qwen
91effc2d,losing_human,generate_gemini,1,1,Yes,losing_human,generate_gemini
91effc2d,losing_human,generate_gpt4o,1,2,No,losing_human,losing_human
91effc2d,losing_human,generate_gpt5,1,1,Yes,losing_human,generate_gpt5
91effc2d,losing_human,generate_llama,2,1,No,generate_llama,generate_llama
91effc2d,losing_human,generate_mistral,1,1,Yes,losing_human,generate_mistral
91effc2d,losing_human,generate_qwen,2,1,No,generate_qwen,generate_qwen
91effc2d,losing_human,improve_gemini,1,1,Yes,losing_human,improve_gemini
91effc2d,losing_human,improve_gpt4o,1,1,Yes,losing_human,improve_gpt4o
91effc2d,losing_human,improve_gpt5,1,1,Yes,losing_human,improve_gpt5
91effc2d,losing_human,improve_llama,1,1,Yes,losing_human,improve_llama
91effc2d,losing_human,improve_mistral,1,1,Yes,losing_human,improve_mistral
91effc2d,losing_human,improve_qwen,1,1,Yes,losing_human,improve_qwen
91effc2d,losing_human,paraphrase_gemini,1,1,Yes,losing_human,paraphrase_gemini
91effc2d,losing_human,paraphrase_gpt4o,1,1,Yes,losing_human,paraphrase_gpt4o
91effc2d,losing_human,paraphrase_gpt5,1,1,Yes,losing_human,paraphrase_gpt5
91effc2d,losing_human,paraphrase_llama,1,1,Yes,losing_human,paraphrase_llama
91effc2d,losing_human,paraphrase_mistral,1,1,Yes,losing_human,paraphrase_mistral
91effc2d,losing_human,paraphrase_qwen,1,1,Yes,losing_human,paraphrase_qwen
9485765e,winning_human,losing_human,1,1,Yes,winning_human,losing_human
9485765e,winning_human,generate_gemini,2,1,No,generate_gemini,generate_gemini
9485765e,winning_human,generate_gpt4o,2,1,No,generate_gpt4o,generate_gpt4o
9485765e,winning_human,generate_gpt5,2,1,No,generate_gpt5,generate_gpt5
9485765e,winning_human,generate_llama,2,1,No,generate_llama,generate_llama
9485765e,winning_human,generate_mistral,1,1,Yes,winning_human,generate_mistral
9485765e,winning_human,generate_qwen,2,1,No,generate_qwen,generate_qwen
9485765e,winning_human,generate_sonnet,2,1,No,generate_sonnet,generate_sonnet
9485765e,winning_human,improve_gemini,1,1,Yes,winning_human,improve_gemini
9485765e,winning_human,improve_gpt4o,2,1,No,improve_gpt4o,improve_gpt4o
9485765e,winning_human,improve_gpt5,2,1,No,improve_gpt5,improve_gpt5
9485765e,winning_human,improve_llama,2,1,No,improve_llama,improve_llama
9485765e,winning_human,improve_mistral,2,1,No,improve_mistral,improve_mistral
9485765e,winning_human,improve_qwen,2,1,No,improve_qwen,improve_qwen
9485765e,winning_human,improve_sonnet,2,1,No,improve_sonnet,improve_sonnet
9485765e,winning_human,paraphrase_gemini,1,1,Yes,winning_human,paraphrase_gemini
9485765e,winning_human,paraphrase_gpt4o,2,1,No,paraphrase_gpt4o,paraphrase_gpt4o
9485765e,winning_human,paraphrase_gpt5,2,1,No,paraphrase_gpt5,paraphrase_gpt5
9485765e,winning_human,paraphrase_llama,1,2,No,winning_human,winning_human
9485765e,winning_human,paraphrase_mistral,1,1,Yes,winning_human,paraphrase_mistral
9485765e,winning_human,paraphrase_qwen,1,1,Yes,winning_human,paraphrase_qwen
9485765e,winning_human,paraphrase_sonnet,2,1,No,paraphrase_sonnet,paraphrase_sonnet
9485765e,losing_human,generate_gemini,2,1,No,generate_gemini,generate_gemini
9485765e,losing_human,generate_gpt4o,2,1,No,generate_gpt4o,generate_gpt4o
9485765e,losing_human,generate_gpt5,2,1,No,generate_gpt5,generate_gpt5
9485765e,losing_human,generate_llama,2,1,No,generate_llama,generate_llama
9485765e,losing_human,generate_mistral,2,1,No,generate_mistral,generate_mistral
9485765e,losing_human,generate_qwen,2,1,No,generate_qwen,generate_qwen
9485765e,losing_human,generate_sonnet,2,1,No,generate_sonnet,generate_sonnet
9485765e,losing_human,improve_gemini,1,1,Yes,losing_human,improve_gemini
9485765e,losing_human,improve_gpt4o,2,1,No,improve_gpt4o,improve_gpt4o
9485765e,losing_human,improve_gpt5,2,1,No,improve_gpt5,improve_gpt5
9485765e,losing_human,improve_llama,1,1,Yes,losing_human,improve_llama
9485765e,losing_human,improve_mistral,1,1,Yes,losing_human,improve_mistral
9485765e,losing_human,improve_qwen,1,1,Yes,losing_human,improve_qwen
9485765e,losing_human,improve_sonnet,1,1,Yes,losing_human,improve_sonnet
9485765e,losing_human,paraphrase_gemini,1,1,Yes,losing_human,paraphrase_gemini
9485765e,losing_human,paraphrase_gpt4o,1,1,Yes,losing_human,paraphrase_gpt4o
9485765e,losing_human,paraphrase_gpt5,2,1,No,paraphrase_gpt5,paraphrase_gpt5
9485765e,losing_human,paraphrase_llama,1,1,Yes,losing_human,paraphrase_llama
9485765e,losing_human,paraphrase_mistral,1,1,Yes,losing_human,paraphrase_mistral
9485765e,losing_human,paraphrase_qwen,1,1,Yes,losing_human,paraphrase_qwen
9485765e,losing_human,paraphrase_sonnet,1,1,Yes,losing_human,paraphrase_sonnet
9c7a13c6,winning_human,losing_human,1,2,No,winning_human,winning_human
9c7a13c6,winning_human,generate_gemini,2,1,No,generate_gemini,generate_gemini
9c7a13c6,winning_human,generate_gpt4o,2,1,No,generate_gpt4o,generate_gpt4o
9c7a13c6,winning_human,generate_gpt5,2,1,No,generate_gpt5,generate_gpt5
9c7a13c6,winning_human,generate_llama,2,1,No,generate_llama,generate_llama
9c7a13c6,winning_human,generate_mistral,1,1,Yes,winning_human,generate_mistral
9c7a13c6,winning_human,generate_qwen,1,1,Yes,winning_human,generate_qwen
9c7a13c6,winning_human,generate_sonnet,2,1,No,generate_sonnet,generate_sonnet
9c7a13c6,winning_human,improve_gemini,1,1,Yes,winning_human,improve_gemini
9c7a13c6,winning_human,improve_gpt4o,1,1,Yes,winning_human,improve_gpt4o
9c7a13c6,winning_human,improve_gpt5,2,1,No,improve_gpt5,improve_gpt5
9c7a13c6,winning_human,improve_llama,1,2,No,winning_human,winning_human
9c7a13c6,winning_human,improve_mistral,1,1,Yes,winning_human,improve_mistral
9c7a13c6,winning_human,improve_qwen,1,1,Yes,winning_human,improve_qwen
9c7a13c6,winning_human,improve_sonnet,1,2,No,winning_human,winning_human
9c7a13c6,winning_human,paraphrase_gemini,1,2,No,winning_human,winning_human
9c7a13c6,winning_human,paraphrase_gpt4o,2,2,Yes,paraphrase_gpt4o,winning_human
9c7a13c6,winning_human,paraphrase_gpt5,1,1,Yes,winning_human,paraphrase_gpt5
9c7a13c6,winning_human,paraphrase_llama,1,2,No,winning_human,winning_human
9c7a13c6,winning_human,paraphrase_mistral,1,1,Yes,winning_human,paraphrase_mistral
9c7a13c6,winning_human,paraphrase_qwen,1,2,No,winning_human,winning_human
9c7a13c6,winning_human,paraphrase_sonnet,2,2,Yes,paraphrase_sonnet,winning_human
9c7a13c6,losing_human,generate_gemini,2,1,No,generate_gemini,generate_gemini
9c7a13c6,losing_human,generate_gpt4o,2,1,No,generate_gpt4o,generate_gpt4o
9c7a13c6,losing_human,generate_gpt5,2,1,No,generate_gpt5,generate_gpt5
9c7a13c6,losing_human,generate_llama,2,1,No,generate_llama,generate_llama
9c7a13c6,losing_human,generate_mistral,1,1,Yes,losing_human,generate_mistral
9c7a13c6,losing_human,generate_qwen,1,1,Yes,losing_human,generate_qwen
9c7a13c6,losing_human,generate_sonnet,2,1,No,generate_sonnet,generate_sonnet
9c7a13c6,losing_human,improve_gemini,1,1,Yes,losing_human,improve_gemini
9c7a13c6,losing_human,improve_gpt4o,2,1,No,improve_gpt4o,improve_gpt4o
9c7a13c6,losing_human,improve_gpt5,2,1,No,improve_gpt5,improve_gpt5
9c7a13c6,losing_human,improve_llama,1,1,Yes,losing_human,improve_llama
9c7a13c6,losing_human,improve_mistral,1,1,Yes,losing_human,improve_mistral
9c7a13c6,losing_human,improve_qwen,1,1,Yes,losing_human,improve_qwen
9c7a13c6,losing_human,improve_sonnet,1,1,Yes,losing_human,improve_sonnet
9c7a13c6,losing_human,paraphrase_gemini,1,1,Yes,losing_human,paraphrase_gemini
9c7a13c6,losing_human,paraphrase_gpt4o,1,1,Yes,losing_human,paraphrase_gpt4o
9c7a13c6,losing_human,paraphrase_gpt5,1,1,Yes,losing_human,paraphrase_gpt5
9c7a13c6,losing_human,paraphrase_llama,1,1,Yes,losing_human,paraphrase_llama
9c7a13c6,losing_human,paraphrase_mistral,1,1,Yes,losing_human,paraphrase_mistral
9c7a13c6,losing_human,paraphrase_qwen,1,1,Yes,losing_human,paraphrase_qwen
9c7a13c6,losing_human,paraphrase_sonnet,1,1,Yes,losing_human,paraphrase_sonnet
9bf91405,winning_human,losing_human,1,2,No,winning_human,winning_human
9bf91405,winning_human,generate_gemini,1,2,No,winning_human,winning_human
9bf91405,winning_human,generate_gpt4o,1,2,No,winning_human,winning_human
9bf91405,winning_human,generate_gpt5,2,1,No,generate_gpt5,generate_gpt5
9bf91405,winning_human,generate_llama,1,1,Yes,winning_human,generate_llama
9bf91405,winning_human,generate_mistral,1,2,No,winning_human,winning_human
9bf91405,winning_human,generate_qwen,2,1,No,generate_qwen,generate_qwen
9bf91405,winning_human,generate_sonnet,2,1,No,generate_sonnet,generate_sonnet
9bf91405,winning_human,improve_gemini,1,2,No,winning_human,winning_human
9bf91405,winning_human,improve_gpt4o,1,1,Yes,winning_human,improve_gpt4o
9bf91405,winning_human,improve_gpt5,2,1,No,improve_gpt5,improve_gpt5
9bf91405,winning_human,improve_llama,1,1,Yes,winning_human,improve_llama
9bf91405,winning_human,improve_mistral,1,2,No,winning_human,winning_human
9bf91405,winning_human,improve_qwen,1,2,No,winning_human,winning_human
9bf91405,winning_human,improve_sonnet,1,2,No,winning_human,winning_human
9bf91405,winning_human,paraphrase_gemini,1,2,No,winning_human,winning_human
9bf91405,winning_human,paraphrase_gpt4o,1,1,Yes,winning_human,paraphrase_gpt4o
9bf91405,winning_human,paraphrase_gpt5,1,1,Yes,winning_human,paraphrase_gpt5
9bf91405,winning_human,paraphrase_llama,1,2,No,winning_human,winning_human
9bf91405,winning_human,paraphrase_mistral,1,2,No,winning_human,winning_human
9bf91405,winning_human,paraphrase_qwen,1,2,No,winning_human,winning_human
9bf91405,winning_human,paraphrase_sonnet,1,2,No,winning_human,winning_human
9bf91405,losing_human,generate_gemini,2,1,No,generate_gemini,generate_gemini
9bf91405,losing_human,generate_gpt4o,2,1,No,generate_gpt4o,generate_gpt4o
9bf91405,losing_human,generate_gpt5,2,1,No,generate_gpt5,generate_gpt5
9bf91405,losing_human,generate_llama,2,1,No,generate_llama,generate_llama
9bf91405,losing_human,generate_mistral,2,1,No,generate_mistral,generate_mistral
9bf91405,losing_human,generate_qwen,2,1,No,generate_qwen,generate_qwen
9bf91405,losing_human,generate_sonnet,2,1,No,generate_sonnet,generate_sonnet
9bf91405,losing_human,improve_gemini,1,1,Yes,losing_human,improve_gemini
9bf91405,losing_human,improve_gpt4o,2,1,No,improve_gpt4o,improve_gpt4o
9bf91405,losing_human,improve_gpt5,2,1,No,improve_gpt5,improve_gpt5
9bf91405,losing_human,improve_llama,1,1,Yes,losing_human,improve_llama
9bf91405,losing_human,improve_mistral,1,1,Yes,losing_human,improve_mistral
9bf91405,losing_human,improve_qwen,1,1,Yes,losing_human,improve_qwen
9bf91405,losing_human,improve_sonnet,1,1,Yes,losing_human,improve_sonnet
9bf91405,losing_human,paraphrase_gemini,1,1,Yes,losing_human,paraphrase_gemini
9bf91405,losing_human,paraphrase_gpt4o,1,1,Yes,losing_human,paraphrase_gpt4o
9bf91405,losing_human,paraphrase_gpt5,1,1,Yes,losing_human,paraphrase_gpt5
9bf91405,losing_human,paraphrase_llama,2,1,No,paraphrase_llama,paraphrase_llama
9bf91405,losing_human,paraphrase_mistral,1,1,Yes,losing_human,paraphrase_mistral
9bf91405,losing_human,paraphrase_qwen,1,1,Yes,losing_human,paraphrase_qwen
9bf91405,losing_human,paraphrase_sonnet,1,1,Yes,losing_human,paraphrase_sonnet
96835f7a,winning_human,losing_human,1,1,Yes,winning_human,losing_human
96835f7a,winning_human,generate_gemini,2,2,Yes,generate_gemini,winning_human
96835f7a,winning_human,generate_gpt4o,1,2,No,winning_human,winning_human
96835f7a,winning_human,generate_gpt5,1,1,Yes,winning_human,generate_gpt5
96835f7a,winning_human,generate_llama,1,1,Yes,winning_human,generate_llama
96835f7a,winning_human,generate_mistral,1,1,Yes,winning_human,generate_mistral
96835f7a,winning_human,generate_qwen,2,1,No,generate_qwen,generate_qwen
96835f7a,winning_human,improve_gemini,1,1,Yes,winning_human,improve_gemini
96835f7a,winning_human,improve_gpt4o,2,1,No,improve_gpt4o,improve_gpt4o
96835f7a,winning_human,improve_gpt5,1,2,No,winning_human,winning_human
96835f7a,winning_human,improve_llama,1,2,No,winning_human,winning_human
96835f7a,winning_human,improve_mistral,2,1,No,improve_mistral,improve_mistral
96835f7a,winning_human,improve_qwen,1,1,Yes,winning_human,improve_qwen
96835f7a,winning_human,paraphrase_gemini,1,1,Yes,winning_human,paraphrase_gemini
96835f7a,winning_human,paraphrase_gpt4o,1,2,No,winning_human,winning_human
96835f7a,winning_human,paraphrase_gpt5,2,1,No,paraphrase_gpt5,paraphrase_gpt5
96835f7a,winning_human,paraphrase_llama,2,2,Yes,paraphrase_llama,winning_human
96835f7a,winning_human,paraphrase_mistral,1,2,No,winning_human,winning_human
96835f7a,winning_human,paraphrase_qwen,2,1,No,paraphrase_qwen,paraphrase_qwen
96835f7a,losing_human,generate_gemini,2,2,Yes,generate_gemini,losing_human
96835f7a,losing_human,generate_gpt4o,2,2,Yes,generate_gpt4o,losing_human
96835f7a,losing_human,generate_gpt5,2,1,No,generate_gpt5,generate_gpt5
96835f7a,losing_human,generate_llama,2,1,No,generate_llama,generate_llama
96835f7a,losing_human,generate_mistral,1,1,Yes,losing_human,generate_mistral
96835f7a,losing_human,generate_qwen,2,1,No,generate_qwen,generate_qwen
96835f7a,losing_human,improve_gemini,1,1,Yes,losing_human,improve_gemini
96835f7a,losing_human,improve_gpt4o,1,1,Yes,losing_human,improve_gpt4o
96835f7a,losing_human,improve_gpt5,1,1,Yes,losing_human,improve_gpt5
96835f7a,losing_human,improve_llama,1,1,Yes,losing_human,improve_llama
96835f7a,losing_human,improve_mistral,2,1,No,improve_mistral,improve_mistral
96835f7a,losing_human,improve_qwen,1,1,Yes,losing_human,improve_qwen
96835f7a,losing_human,paraphrase_gemini,1,1,Yes,losing_human,paraphrase_gemini
96835f7a,losing_human,paraphrase_gpt4o,1,1,Yes,losing_human,paraphrase_gpt4o
96835f7a,losing_human,paraphrase_gpt5,1,1,Yes,losing_human,paraphrase_gpt5
96835f7a,losing_human,paraphrase_llama,1,1,Yes,losing_human,paraphrase_llama
96835f7a,losing_human,paraphrase_mistral,1,1,Yes,losing_human,paraphrase_mistral
96835f7a,losing_human,paraphrase_qwen,1,1,Yes,losing_human,paraphrase_qwen
9622a2a1,winning_human,losing_human,1,2,No,winning_human,winning_human
9622a2a1,winning_human,generate_gemini,2,1,No,generate_gemini,generate_gemini
9622a2a1,winning_human,generate_gpt4o,2,2,Yes,generate_gpt4o,winning_human
9622a2a1,winning_human,generate_gpt5,2,1,No,generate_gpt5,generate_gpt5
9622a2a1,winning_human,generate_llama,1,2,No,winning_human,winning_human
9622a2a1,winning_human,generate_mistral,2,1,No,generate_mistral,generate_mistral
9622a2a1,winning_human,generate_qwen,2,1,No,generate_qwen,generate_qwen
9622a2a1,winning_human,improve_gemini,1,2,No,winning_human,winning_human
