source_row,proposition,A_source,B_source,answer_direct,answer_swapped,order_influenced_decision,chosen_source_normal,chosen_source_swap
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_text,losing_generate_gemini,2,2,Yes,losing_generate_gemini,losing_text
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_text,losing_generate_gpt4omini,2,2,Yes,losing_generate_gpt4omini,losing_text
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_text,losing_generate_gpt5nano,2,2,Yes,losing_generate_gpt5nano,losing_text
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_text,losing_generate_llama,2,2,Yes,losing_generate_llama,losing_text
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_text,losing_generate_mistral,2,2,Yes,losing_generate_mistral,losing_text
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_text,losing_generate_qwen,2,2,Yes,losing_generate_qwen,losing_text
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_text,losing_improve_claude,2,1,No,losing_improve_claude,losing_improve_claude
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_text,losing_improve_gemini,2,1,No,losing_improve_gemini,losing_improve_gemini
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_text,losing_improve_gpt4omini,2,1,No,losing_improve_gpt4omini,losing_improve_gpt4omini
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_text,losing_improve_gpt5nano,2,1,No,losing_improve_gpt5nano,losing_improve_gpt5nano
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_text,losing_improve_llama,2,2,Yes,losing_improve_llama,losing_text
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_text,losing_improve_mistral,2,2,Yes,losing_improve_mistral,losing_text
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_text,losing_improve_qwen,2,2,Yes,losing_improve_qwen,losing_text
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_text,losing_paraphrase_claude,2,1,No,losing_paraphrase_claude,losing_paraphrase_claude
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_text,losing_paraphrase_gemini,1,2,No,losing_text,losing_text
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_text,losing_paraphrase_gpt4omini,1,1,Yes,losing_text,losing_paraphrase_gpt4omini
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_text,losing_paraphrase_gpt5nano,1,1,Yes,losing_text,losing_paraphrase_gpt5nano
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_text,losing_paraphrase_llama,1,2,No,losing_text,losing_text
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_text,losing_paraphrase_mistral,1,1,Yes,losing_text,losing_paraphrase_mistral
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_text,losing_paraphrase_qwen,2,2,Yes,losing_paraphrase_qwen,losing_text
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,winning_text,losing_text,2,1,No,losing_text,losing_text
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,winning_text,losing_generate_claude,2,2,Yes,losing_generate_claude,winning_text
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,winning_text,losing_generate_gemini,2,2,Yes,losing_generate_gemini,winning_text
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,winning_text,losing_generate_gpt4omini,2,2,Yes,losing_generate_gpt4omini,winning_text
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,winning_text,losing_generate_gpt5nano,2,2,Yes,losing_generate_gpt5nano,winning_text
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,winning_text,losing_generate_llama,2,2,Yes,losing_generate_llama,winning_text
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,winning_text,losing_generate_mistral,2,2,Yes,losing_generate_mistral,winning_text
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,winning_text,losing_generate_qwen,2,1,No,losing_generate_qwen,losing_generate_qwen
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,winning_text,losing_improve_claude,2,1,No,losing_improve_claude,losing_improve_claude
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,winning_text,losing_improve_gemini,2,1,No,losing_improve_gemini,losing_improve_gemini
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,winning_text,losing_improve_gpt4omini,2,1,No,losing_improve_gpt4omini,losing_improve_gpt4omini
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,winning_text,losing_improve_gpt5nano,2,2,Yes,losing_improve_gpt5nano,winning_text
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,winning_text,losing_improve_llama,2,2,Yes,losing_improve_llama,winning_text
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,winning_text,losing_improve_mistral,2,2,Yes,losing_improve_mistral,winning_text
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,winning_text,losing_improve_qwen,2,1,No,losing_improve_qwen,losing_improve_qwen
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,winning_text,losing_paraphrase_claude,2,1,No,losing_paraphrase_claude,losing_paraphrase_claude
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,winning_text,losing_paraphrase_gemini,1,2,No,winning_text,winning_text
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,winning_text,losing_paraphrase_gpt4omini,2,1,No,losing_paraphrase_gpt4omini,losing_paraphrase_gpt4omini
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,winning_text,losing_paraphrase_gpt5nano,2,2,Yes,losing_paraphrase_gpt5nano,winning_text
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,winning_text,losing_paraphrase_llama,2,1,No,losing_paraphrase_llama,losing_paraphrase_llama
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,winning_text,losing_paraphrase_mistral,2,1,No,losing_paraphrase_mistral,losing_paraphrase_mistral
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,winning_text,losing_paraphrase_qwen,2,2,Yes,losing_paraphrase_qwen,winning_text
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,losing_text,losing_generate_claude,2,2,Yes,losing_generate_claude,losing_text
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,losing_text,losing_generate_gemini,2,2,Yes,losing_generate_gemini,losing_text
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,losing_text,losing_generate_gpt4omini,1,2,No,losing_text,losing_text
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,losing_text,losing_generate_gpt5nano,2,2,Yes,losing_generate_gpt5nano,losing_text
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,losing_text,losing_generate_llama,2,2,Yes,losing_generate_llama,losing_text
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,losing_text,losing_generate_mistral,2,2,Yes,losing_generate_mistral,losing_text
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,losing_text,losing_generate_qwen,1,1,Yes,losing_text,losing_generate_qwen
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,losing_text,losing_improve_claude,1,1,Yes,losing_text,losing_improve_claude
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,losing_text,losing_improve_gemini,1,1,Yes,losing_text,losing_improve_gemini
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,losing_text,losing_improve_gpt4omini,1,1,Yes,losing_text,losing_improve_gpt4omini
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,losing_text,losing_improve_gpt5nano,1,1,Yes,losing_text,losing_improve_gpt5nano
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,losing_text,losing_improve_llama,1,1,Yes,losing_text,losing_improve_llama
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,losing_text,losing_improve_mistral,1,1,Yes,losing_text,losing_improve_mistral
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,losing_text,losing_improve_qwen,1,1,Yes,losing_text,losing_improve_qwen
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,losing_text,losing_paraphrase_claude,1,1,Yes,losing_text,losing_paraphrase_claude
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,losing_text,losing_paraphrase_gemini,1,2,No,losing_text,losing_text
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,losing_text,losing_paraphrase_gpt4omini,1,1,Yes,losing_text,losing_paraphrase_gpt4omini
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,losing_text,losing_paraphrase_gpt5nano,1,1,Yes,losing_text,losing_paraphrase_gpt5nano
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,losing_text,losing_paraphrase_llama,1,1,Yes,losing_text,losing_paraphrase_llama
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,losing_text,losing_paraphrase_mistral,1,1,Yes,losing_text,losing_paraphrase_mistral
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,losing_text,losing_paraphrase_qwen,1,1,Yes,losing_text,losing_paraphrase_qwen
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,winning_text,losing_text,2,1,No,losing_text,losing_text
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,winning_text,losing_generate_claude,2,1,No,losing_generate_claude,losing_generate_claude
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,winning_text,losing_generate_gemini,2,1,No,losing_generate_gemini,losing_generate_gemini
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,winning_text,losing_generate_gpt4omini,2,1,No,losing_generate_gpt4omini,losing_generate_gpt4omini
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,winning_text,losing_generate_gpt5nano,2,2,Yes,losing_generate_gpt5nano,winning_text
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,winning_text,losing_generate_llama,2,2,Yes,losing_generate_llama,winning_text
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,winning_text,losing_generate_mistral,2,1,No,losing_generate_mistral,losing_generate_mistral
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,winning_text,losing_generate_qwen,2,1,No,losing_generate_qwen,losing_generate_qwen
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,winning_text,losing_improve_claude,2,1,No,losing_improve_claude,losing_improve_claude
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,winning_text,losing_improve_gemini,2,1,No,losing_improve_gemini,losing_improve_gemini
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,winning_text,losing_improve_gpt4omini,2,1,No,losing_improve_gpt4omini,losing_improve_gpt4omini
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,winning_text,losing_improve_gpt5nano,2,2,Yes,losing_improve_gpt5nano,winning_text
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,winning_text,losing_improve_llama,2,1,No,losing_improve_llama,losing_improve_llama
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,winning_text,losing_improve_mistral,2,1,No,losing_improve_mistral,losing_improve_mistral
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,winning_text,losing_improve_qwen,2,1,No,losing_improve_qwen,losing_improve_qwen
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,winning_text,losing_paraphrase_claude,2,1,No,losing_paraphrase_claude,losing_paraphrase_claude
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,winning_text,losing_paraphrase_gemini,2,2,Yes,losing_paraphrase_gemini,winning_text
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,winning_text,losing_paraphrase_gpt4omini,2,2,Yes,losing_paraphrase_gpt4omini,winning_text
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,winning_text,losing_paraphrase_gpt5nano,2,1,No,losing_paraphrase_gpt5nano,losing_paraphrase_gpt5nano
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,winning_text,losing_paraphrase_llama,2,2,Yes,losing_paraphrase_llama,winning_text
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,winning_text,losing_paraphrase_mistral,2,1,No,losing_paraphrase_mistral,losing_paraphrase_mistral
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,winning_text,losing_paraphrase_qwen,2,1,No,losing_paraphrase_qwen,losing_paraphrase_qwen
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,losing_text,losing_generate_claude,2,2,Yes,losing_generate_claude,losing_text
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,losing_text,losing_generate_gemini,2,2,Yes,losing_generate_gemini,losing_text
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,losing_text,losing_generate_gpt4omini,2,2,Yes,losing_generate_gpt4omini,losing_text
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,losing_text,losing_generate_gpt5nano,2,2,Yes,losing_generate_gpt5nano,losing_text
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,losing_text,losing_generate_llama,2,2,Yes,losing_generate_llama,losing_text
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,losing_text,losing_generate_mistral,2,2,Yes,losing_generate_mistral,losing_text
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,losing_text,losing_generate_qwen,2,2,Yes,losing_generate_qwen,losing_text
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,losing_text,losing_improve_claude,2,1,No,losing_improve_claude,losing_improve_claude
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,losing_text,losing_improve_gemini,2,1,No,losing_improve_gemini,losing_improve_gemini
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,losing_text,losing_improve_gpt4omini,2,2,Yes,losing_improve_gpt4omini,losing_text
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,losing_text,losing_improve_gpt5nano,2,2,Yes,losing_improve_gpt5nano,losing_text
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,losing_text,losing_improve_llama,2,2,Yes,losing_improve_llama,losing_text
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,losing_text,losing_improve_mistral,2,1,No,losing_improve_mistral,losing_improve_mistral
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,losing_text,losing_improve_qwen,2,2,Yes,losing_improve_qwen,losing_text
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,losing_text,losing_paraphrase_claude,1,1,Yes,losing_text,losing_paraphrase_claude
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,losing_text,losing_paraphrase_gemini,2,2,Yes,losing_paraphrase_gemini,losing_text
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,losing_text,losing_paraphrase_gpt4omini,1,1,Yes,losing_text,losing_paraphrase_gpt4omini
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,losing_text,losing_paraphrase_gpt5nano,1,1,Yes,losing_text,losing_paraphrase_gpt5nano
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,losing_text,losing_paraphrase_llama,2,2,Yes,losing_paraphrase_llama,losing_text
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,losing_text,losing_paraphrase_mistral,1,1,Yes,losing_text,losing_paraphrase_mistral
53224857-de66-4568-a5a1-1fcde510bf49,askacademia_train,losing_text,losing_paraphrase_qwen,1,1,Yes,losing_text,losing_paraphrase_qwen
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,winning_text,losing_text,2,2,Yes,losing_text,winning_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,winning_text,losing_generate_claude,2,2,Yes,losing_generate_claude,winning_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,winning_text,losing_generate_gemini,2,2,Yes,losing_generate_gemini,winning_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,winning_text,losing_generate_gpt4omini,2,2,Yes,losing_generate_gpt4omini,winning_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,winning_text,losing_generate_gpt5nano,2,2,Yes,losing_generate_gpt5nano,winning_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,winning_text,losing_generate_llama,2,2,Yes,losing_generate_llama,winning_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,winning_text,losing_generate_mistral,2,2,Yes,losing_generate_mistral,winning_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,winning_text,losing_generate_qwen,2,1,No,losing_generate_qwen,losing_generate_qwen
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,winning_text,losing_improve_claude,2,1,No,losing_improve_claude,losing_improve_claude
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,winning_text,losing_improve_gemini,2,2,Yes,losing_improve_gemini,winning_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,winning_text,losing_improve_gpt4omini,2,2,Yes,losing_improve_gpt4omini,winning_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,winning_text,losing_improve_gpt5nano,2,2,Yes,losing_improve_gpt5nano,winning_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,winning_text,losing_improve_llama,2,2,Yes,losing_improve_llama,winning_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,winning_text,losing_improve_mistral,2,2,Yes,losing_improve_mistral,winning_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,winning_text,losing_improve_qwen,2,2,Yes,losing_improve_qwen,winning_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,winning_text,losing_paraphrase_claude,2,2,Yes,losing_paraphrase_claude,winning_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,winning_text,losing_paraphrase_gemini,1,1,Yes,winning_text,losing_paraphrase_gemini
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,winning_text,losing_paraphrase_gpt4omini,2,2,Yes,losing_paraphrase_gpt4omini,winning_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,winning_text,losing_paraphrase_gpt5nano,2,2,Yes,losing_paraphrase_gpt5nano,winning_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,winning_text,losing_paraphrase_llama,2,2,Yes,losing_paraphrase_llama,winning_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,winning_text,losing_paraphrase_mistral,2,2,Yes,losing_paraphrase_mistral,winning_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,winning_text,losing_paraphrase_qwen,2,2,Yes,losing_paraphrase_qwen,winning_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,losing_text,losing_generate_claude,2,2,Yes,losing_generate_claude,losing_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,losing_text,losing_generate_gemini,2,2,Yes,losing_generate_gemini,losing_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,losing_text,losing_generate_gpt4omini,2,2,Yes,losing_generate_gpt4omini,losing_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,losing_text,losing_generate_gpt5nano,2,2,Yes,losing_generate_gpt5nano,losing_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,losing_text,losing_generate_llama,2,2,Yes,losing_generate_llama,losing_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,losing_text,losing_generate_mistral,2,2,Yes,losing_generate_mistral,losing_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,losing_text,losing_generate_qwen,2,2,Yes,losing_generate_qwen,losing_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,losing_text,losing_improve_claude,2,1,No,losing_improve_claude,losing_improve_claude
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,losing_text,losing_improve_gemini,2,1,No,losing_improve_gemini,losing_improve_gemini
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,losing_text,losing_improve_gpt4omini,2,2,Yes,losing_improve_gpt4omini,losing_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,losing_text,losing_improve_gpt5nano,2,1,No,losing_improve_gpt5nano,losing_improve_gpt5nano
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,losing_text,losing_improve_llama,2,2,Yes,losing_improve_llama,losing_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,losing_text,losing_improve_mistral,2,1,No,losing_improve_mistral,losing_improve_mistral
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,losing_text,losing_improve_qwen,2,2,Yes,losing_improve_qwen,losing_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,losing_text,losing_paraphrase_claude,1,1,Yes,losing_text,losing_paraphrase_claude
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,losing_text,losing_paraphrase_gemini,2,2,Yes,losing_paraphrase_gemini,losing_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,losing_text,losing_paraphrase_gpt4omini,1,1,Yes,losing_text,losing_paraphrase_gpt4omini
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,losing_text,losing_paraphrase_gpt5nano,2,2,Yes,losing_paraphrase_gpt5nano,losing_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,losing_text,losing_paraphrase_llama,2,2,Yes,losing_paraphrase_llama,losing_text
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,losing_text,losing_paraphrase_mistral,1,1,Yes,losing_text,losing_paraphrase_mistral
5201d75b-940f-454e-af9e-412ca80b0f22,askacademia_train,losing_text,losing_paraphrase_qwen,1,1,Yes,losing_text,losing_paraphrase_qwen
a4f335ee-4bbf-4484-a311-ef7665f17d1b,askacademia_train,winning_text,losing_text,2,2,Yes,losing_text,winning_text
a4f335ee-4bbf-4484-a311-ef7665f17d1b,askacademia_train,winning_text,losing_generate_claude,2,2,Yes,losing_generate_claude,winning_text
a4f335ee-4bbf-4484-a311-ef7665f17d1b,askacademia_train,winning_text,losing_generate_gemini,2,2,Yes,losing_generate_gemini,winning_text
a4f335ee-4bbf-4484-a311-ef7665f17d1b,askacademia_train,winning_text,losing_generate_gpt4omini,2,2,Yes,losing_generate_gpt4omini,winning_text
a4f335ee-4bbf-4484-a311-ef7665f17d1b,askacademia_train,winning_text,losing_generate_gpt5nano,2,2,Yes,losing_generate_gpt5nano,winning_text
a4f335ee-4bbf-4484-a311-ef7665f17d1b,askacademia_train,winning_text,losing_generate_llama,2,2,Yes,losing_generate_llama,winning_text
a4f335ee-4bbf-4484-a311-ef7665f17d1b,askacademia_train,winning_text,losing_generate_mistral,2,2,Yes,losing_generate_mistral,winning_text
a4f335ee-4bbf-4484-a311-ef7665f17d1b,askacademia_train,winning_text,losing_generate_qwen,2,2,Yes,losing_generate_qwen,winning_text
a4f335ee-4bbf-4484-a311-ef7665f17d1b,askacademia_train,winning_text,losing_improve_claude,2,2,Yes,losing_improve_claude,winning_text
a4f335ee-4bbf-4484-a311-ef7665f17d1b,askacademia_train,winning_text,losing_improve_gemini,2,2,Yes,losing_improve_gemini,winning_text
a4f335ee-4bbf-4484-a311-ef7665f17d1b,askacademia_train,winning_text,losing_improve_gpt4omini,2,2,Yes,losing_improve_gpt4omini,winning_text
a4f335ee-4bbf-4484-a311-ef7665f17d1b,askacademia_train,winning_text,losing_improve_gpt5nano,2,2,Yes,losing_improve_gpt5nano,winning_text
