id,proposition,argument_type,score
9485765e,Abortion is sometimes justifiable.,generate_gpt5,5
9485765e,Abortion is sometimes justifiable.,paraphrase_gpt4o,3
9485765e,Abortion is sometimes justifiable.,improve_gpt4o,4
9485765e,Abortion is sometimes justifiable.,generate_gpt4o,5
9485765e,Abortion is sometimes justifiable.,paraphrase_mistral,2
9485765e,Abortion is sometimes justifiable.,improve_mistral,3
9485765e,Abortion is sometimes justifiable.,generate_mistral,4
9485765e,Abortion is sometimes justifiable.,paraphrase_llama,3
9485765e,Abortion is sometimes justifiable.,improve_llama,4
9485765e,Abortion is sometimes justifiable.,generate_llama,5
9485765e,Abortion is sometimes justifiable.,paraphrase_qwen,2
9485765e,Abortion is sometimes justifiable.,improve_qwen,2
9485765e,Abortion is sometimes justifiable.,generate_qwen,5
9485765e,Abortion is sometimes justifiable.,paraphrase_gemini,2
9485765e,Abortion is sometimes justifiable.,improve_gemini,3
9485765e,Abortion is sometimes justifiable.,generate_gemini,5
9485765e,Abortion is sometimes justifiable.,paraphrase_sonnet,2
9485765e,Abortion is sometimes justifiable.,improve_sonnet,2
9485765e,Abortion is sometimes justifiable.,generate_sonnet,5
9c7a13c6,Abortion is unconstitutional.,winning_text,2
9c7a13c6,Abortion is unconstitutional.,losing_text,1
9c7a13c6,Abortion is unconstitutional.,paraphrase_gpt5,5
9c7a13c6,Abortion is unconstitutional.,improve_gpt5,5
9c7a13c6,Abortion is unconstitutional.,generate_gpt5,5
9c7a13c6,Abortion is unconstitutional.,paraphrase_gpt4o,2
9c7a13c6,Abortion is unconstitutional.,improve_gpt4o,5
9c7a13c6,Abortion is unconstitutional.,generate_gpt4o,5
9c7a13c6,Abortion is unconstitutional.,paraphrase_mistral,1
9c7a13c6,Abortion is unconstitutional.,improve_mistral,1
9c7a13c6,Abortion is unconstitutional.,generate_mistral,3
9c7a13c6,Abortion is unconstitutional.,paraphrase_llama,4
9c7a13c6,Abortion is unconstitutional.,improve_llama,2
9c7a13c6,Abortion is unconstitutional.,generate_llama,5
9c7a13c6,Abortion is unconstitutional.,paraphrase_qwen,1
9c7a13c6,Abortion is unconstitutional.,improve_qwen,3
9c7a13c6,Abortion is unconstitutional.,generate_qwen,5
9c7a13c6,Abortion is unconstitutional.,paraphrase_gemini,2
9c7a13c6,Abortion is unconstitutional.,improve_gemini,3
9c7a13c6,Abortion is unconstitutional.,generate_gemini,5
9c7a13c6,Abortion is unconstitutional.,paraphrase_sonnet,2
9c7a13c6,Abortion is unconstitutional.,improve_sonnet,3
9c7a13c6,Abortion is unconstitutional.,generate_sonnet,5
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,winning_text,4
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,losing_text,1
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,paraphrase_gpt5,4
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,improve_gpt5,5
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,generate_gpt5,5
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,paraphrase_gpt4o,2
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,improve_gpt4o,4
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,generate_gpt4o,4
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,paraphrase_mistral,1
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,improve_mistral,2
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,generate_mistral,3
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,paraphrase_llama,2
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,improve_llama,2
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,generate_llama,5
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,paraphrase_qwen,1
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,improve_qwen,1
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,generate_qwen,5
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,paraphrase_gemini,3
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,improve_gemini,1
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,generate_gemini,3
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,paraphrase_sonnet,1
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,improve_sonnet,1
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,generate_sonnet,4
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,winning_text,3
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,losing_text,4
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,paraphrase_gpt5,5
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,improve_gpt5,5
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,generate_gpt5,5
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,paraphrase_gpt4o,4
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,improve_gpt4o,4
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,generate_gpt4o,4
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,paraphrase_mistral,4
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,improve_mistral,4
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,generate_mistral,2
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,paraphrase_llama,3
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,improve_llama,4
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,generate_llama,3
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,paraphrase_qwen,5
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,improve_qwen,4
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,generate_qwen,4
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,paraphrase_gemini,5
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,improve_gemini,4
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,generate_gemini,5
9622a2a1,Abortion should be illegal.,winning_text,4
9622a2a1,Abortion should be illegal.,losing_text,1
9622a2a1,Abortion should be illegal.,paraphrase_gpt5,5
9622a2a1,Abortion should be illegal.,improve_gpt5,5
9622a2a1,Abortion should be illegal.,generate_gpt5,5
9622a2a1,Abortion should be illegal.,paraphrase_gpt4o,2
9622a2a1,Abortion should be illegal.,improve_gpt4o,4
9622a2a1,Abortion should be illegal.,generate_gpt4o,4
9622a2a1,Abortion should be illegal.,paraphrase_mistral,3
9622a2a1,Abortion should be illegal.,improve_mistral,4
9622a2a1,Abortion should be illegal.,generate_mistral,3
9622a2a1,Abortion should be illegal.,paraphrase_llama,2
9622a2a1,Abortion should be illegal.,improve_llama,2
9622a2a1,Abortion should be illegal.,generate_llama,4
9622a2a1,Abortion should be illegal.,paraphrase_qwen,2
9622a2a1,Abortion should be illegal.,improve_qwen,2
9622a2a1,Abortion should be illegal.,generate_qwen,4
9622a2a1,Abortion should be illegal.,paraphrase_gemini,2
9622a2a1,Abortion should be illegal.,improve_gemini,3
9622a2a1,Abortion should be illegal.,generate_gemini,5
a3a76a3f,Abortion should be legal.,winning_text,2
a3a76a3f,Abortion should be legal.,losing_text,2
a3a76a3f,Abortion should be legal.,paraphrase_gpt5,5
a3a76a3f,Abortion should be legal.,improve_gpt5,5
a3a76a3f,Abortion should be legal.,generate_gpt5,5
a3a76a3f,Abortion should be legal.,paraphrase_gpt4o,4
a3a76a3f,Abortion should be legal.,improve_gpt4o,5
a3a76a3f,Abortion should be legal.,generate_gpt4o,5
a3a76a3f,Abortion should be legal.,paraphrase_mistral,3
a3a76a3f,Abortion should be legal.,improve_mistral,4
a3a76a3f,Abortion should be legal.,generate_mistral,2
a3a76a3f,Abortion should be legal.,paraphrase_llama,2
a3a76a3f,Abortion should be legal.,improve_llama,3
a3a76a3f,Abortion should be legal.,generate_llama,1
a3a76a3f,Abortion should be legal.,paraphrase_qwen,3
a3a76a3f,Abortion should be legal.,improve_qwen,4
a3a76a3f,Abortion should be legal.,generate_qwen,4
a3a76a3f,Abortion should be legal.,paraphrase_gemini,3
a3a76a3f,Abortion should be legal.,improve_gemini,5
a3a76a3f,Abortion should be legal.,generate_gemini,5
0df62ee3,Affirmative action should be illegal.,winning_text,3
0df62ee3,Affirmative action should be illegal.,losing_text,2
0df62ee3,Affirmative action should be illegal.,paraphrase_gpt5,5
0df62ee3,Affirmative action should be illegal.,improve_gpt5,5
0df62ee3,Affirmative action should be illegal.,generate_gpt5,5
0df62ee3,Affirmative action should be illegal.,paraphrase_gpt4o,2
0df62ee3,Affirmative action should be illegal.,improve_gpt4o,5
0df62ee3,Affirmative action should be illegal.,generate_gpt4o,4
0df62ee3,Affirmative action should be illegal.,paraphrase_mistral,2
0df62ee3,Affirmative action should be illegal.,improve_mistral,3
0df62ee3,Affirmative action should be illegal.,generate_mistral,5
0df62ee3,Affirmative action should be illegal.,paraphrase_llama,3
0df62ee3,Affirmative action should be illegal.,improve_llama,4
0df62ee3,Affirmative action should be illegal.,generate_llama,2
0df62ee3,Affirmative action should be illegal.,paraphrase_qwen,2
0df62ee3,Affirmative action should be illegal.,improve_qwen,4
0df62ee3,Affirmative action should be illegal.,generate_qwen,5
0df62ee3,Affirmative action should be illegal.,paraphrase_gemini,4
0df62ee3,Affirmative action should be illegal.,improve_gemini,4
0df62ee3,Affirmative action should be illegal.,generate_gemini,5
0df62ee3,Affirmative action should be illegal.,paraphrase_sonnet,2
0df62ee3,Affirmative action should be illegal.,improve_sonnet,2
0df62ee3,Affirmative action should be illegal.,generate_sonnet,5
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,winning_text,4
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,losing_text,4
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,paraphrase_gpt5,4
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,improve_gpt5,4
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,generate_gpt5,1
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,paraphrase_gpt4o,4
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,improve_gpt4o,4
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,generate_gpt4o,3
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,paraphrase_mistral,3
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,improve_mistral,3
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,generate_mistral,3
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,paraphrase_llama,4
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,improve_llama,3
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,generate_llama,3
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,paraphrase_qwen,4
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,improve_qwen,3
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,generate_qwen,3
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,paraphrase_gemini,4
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,improve_gemini,4
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,generate_gemini,5
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,winning_text,2
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,losing_text,4
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,paraphrase_gpt5,5
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,improve_gpt5,5
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,generate_gpt5,5
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,paraphrase_gpt4o,3
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,improve_gpt4o,5
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,generate_gpt4o,5
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,paraphrase_mistral,3
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,improve_mistral,2
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,generate_mistral,4
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,paraphrase_llama,4
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,improve_llama,4
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,generate_llama,4
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,paraphrase_qwen,3
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,improve_qwen,4
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,generate_qwen,4
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,paraphrase_gemini,3
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,improve_gemini,3
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,generate_gemini,5
07fc7243,Any law that contradicts the Consitution is not legal.,winning_text,5
07fc7243,Any law that contradicts the Consitution is not legal.,losing_text,3
07fc7243,Any law that contradicts the Consitution is not legal.,paraphrase_gpt5,5
07fc7243,Any law that contradicts the Consitution is not legal.,improve_gpt5,5
07fc7243,Any law that contradicts the Consitution is not legal.,generate_gpt5,5
07fc7243,Any law that contradicts the Consitution is not legal.,paraphrase_gpt4o,3
07fc7243,Any law that contradicts the Consitution is not legal.,improve_gpt4o,4
07fc7243,Any law that contradicts the Consitution is not legal.,generate_gpt4o,2
07fc7243,Any law that contradicts the Consitution is not legal.,paraphrase_mistral,4
07fc7243,Any law that contradicts the Consitution is not legal.,improve_mistral,3
07fc7243,Any law that contradicts the Consitution is not legal.,generate_mistral,1
07fc7243,Any law that contradicts the Consitution is not legal.,paraphrase_llama,3
07fc7243,Any law that contradicts the Consitution is not legal.,improve_llama,1
07fc7243,Any law that contradicts the Consitution is not legal.,generate_llama,1
07fc7243,Any law that contradicts the Consitution is not legal.,paraphrase_qwen,2
07fc7243,Any law that contradicts the Consitution is not legal.,improve_qwen,2
07fc7243,Any law that contradicts the Consitution is not legal.,generate_qwen,2
07fc7243,Any law that contradicts the Consitution is not legal.,paraphrase_gemini,4
07fc7243,Any law that contradicts the Consitution is not legal.,improve_gemini,3
07fc7243,Any law that contradicts the Consitution is not legal.,generate_gemini,4
07fc7243,Any law that contradicts the Consitution is not legal.,paraphrase_sonnet,3
07fc7243,Any law that contradicts the Consitution is not legal.,improve_sonnet,4
07fc7243,Any law that contradicts the Consitution is not legal.,generate_sonnet,5
751ea99b,Argentina deserves the Falkland Islands.,winning_text,2
751ea99b,Argentina deserves the Falkland Islands.,losing_text,5
751ea99b,Argentina deserves the Falkland Islands.,paraphrase_gpt5,5
751ea99b,Argentina deserves the Falkland Islands.,improve_gpt5,5
751ea99b,Argentina deserves the Falkland Islands.,generate_gpt5,5
751ea99b,Argentina deserves the Falkland Islands.,paraphrase_gpt4o,5
751ea99b,Argentina deserves the Falkland Islands.,improve_gpt4o,4
751ea99b,Argentina deserves the Falkland Islands.,generate_gpt4o,5
751ea99b,Argentina deserves the Falkland Islands.,paraphrase_mistral,4
751ea99b,Argentina deserves the Falkland Islands.,improve_mistral,3
751ea99b,Argentina deserves the Falkland Islands.,generate_mistral,3
751ea99b,Argentina deserves the Falkland Islands.,paraphrase_llama,3
751ea99b,Argentina deserves the Falkland Islands.,improve_llama,5
751ea99b,Argentina deserves the Falkland Islands.,generate_llama,2
751ea99b,Argentina deserves the Falkland Islands.,paraphrase_qwen,5
751ea99b,Argentina deserves the Falkland Islands.,improve_qwen,3
751ea99b,Argentina deserves the Falkland Islands.,generate_qwen,5
751ea99b,Argentina deserves the Falkland Islands.,paraphrase_gemini,3
751ea99b,Argentina deserves the Falkland Islands.,improve_gemini,5
751ea99b,Argentina deserves the Falkland Islands.,generate_gemini,5
751ea99b,Argentina deserves the Falkland Islands.,paraphrase_sonnet,4
751ea99b,Argentina deserves the Falkland Islands.,improve_sonnet,4
751ea99b,Argentina deserves the Falkland Islands.,generate_sonnet,5
63193c03,Automatic weapons should be legalized.,winning_text,3
63193c03,Automatic weapons should be legalized.,losing_text,3
63193c03,Automatic weapons should be legalized.,paraphrase_gpt5,4
63193c03,Automatic weapons should be legalized.,improve_gpt5,5
63193c03,Automatic weapons should be legalized.,generate_gpt5,5
63193c03,Automatic weapons should be legalized.,paraphrase_gpt4o,4
63193c03,Automatic weapons should be legalized.,improve_gpt4o,5
63193c03,Automatic weapons should be legalized.,generate_gpt4o,3
63193c03,Automatic weapons should be legalized.,paraphrase_mistral,3
63193c03,Automatic weapons should be legalized.,improve_mistral,4
63193c03,Automatic weapons should be legalized.,generate_mistral,5
63193c03,Automatic weapons should be legalized.,paraphrase_llama,5
63193c03,Automatic weapons should be legalized.,improve_llama,5
63193c03,Automatic weapons should be legalized.,generate_llama,3
63193c03,Automatic weapons should be legalized.,paraphrase_qwen,3
63193c03,Automatic weapons should be legalized.,improve_qwen,5
63193c03,Automatic weapons should be legalized.,generate_qwen,5
63193c03,Automatic weapons should be legalized.,paraphrase_gemini,4
63193c03,Automatic weapons should be legalized.,improve_gemini,4
63193c03,Automatic weapons should be legalized.,generate_gemini,5
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,winning_text,2
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,losing_text,1
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,paraphrase_gpt5,4
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,improve_gpt5,5
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,generate_gpt5,5
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,paraphrase_gpt4o,4
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,improve_gpt4o,5
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,generate_gpt4o,5
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,paraphrase_mistral,2
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,improve_mistral,3
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,generate_mistral,1
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,paraphrase_llama,2
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,improve_llama,2
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,generate_llama,2
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,paraphrase_qwen,2
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,improve_qwen,1
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,generate_qwen,1
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,paraphrase_gemini,1
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,improve_gemini,4
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,generate_gemini,5
5a00e12b,Banning gay marriage is unconstitutional.,winning_text,5
5a00e12b,Banning gay marriage is unconstitutional.,losing_text,2
5a00e12b,Banning gay marriage is unconstitutional.,paraphrase_gpt5,5
5a00e12b,Banning gay marriage is unconstitutional.,improve_gpt5,4
5a00e12b,Banning gay marriage is unconstitutional.,generate_gpt5,1
5a00e12b,Banning gay marriage is unconstitutional.,paraphrase_gpt4o,2
5a00e12b,Banning gay marriage is unconstitutional.,improve_gpt4o,5
5a00e12b,Banning gay marriage is unconstitutional.,generate_gpt4o,4
5a00e12b,Banning gay marriage is unconstitutional.,paraphrase_mistral,2
5a00e12b,Banning gay marriage is unconstitutional.,improve_mistral,3
5a00e12b,Banning gay marriage is unconstitutional.,generate_mistral,1
5a00e12b,Banning gay marriage is unconstitutional.,paraphrase_llama,4
5a00e12b,Banning gay marriage is unconstitutional.,improve_llama,3
5a00e12b,Banning gay marriage is unconstitutional.,generate_llama,2
5a00e12b,Banning gay marriage is unconstitutional.,paraphrase_qwen,4
5a00e12b,Banning gay marriage is unconstitutional.,improve_qwen,3
5a00e12b,Banning gay marriage is unconstitutional.,generate_qwen,3
5a00e12b,Banning gay marriage is unconstitutional.,paraphrase_gemini,2
5a00e12b,Banning gay marriage is unconstitutional.,improve_gemini,4
5a00e12b,Banning gay marriage is unconstitutional.,generate_gemini,5
5a00e12b,Banning gay marriage is unconstitutional.,paraphrase_sonnet,3
5a00e12b,Banning gay marriage is unconstitutional.,improve_sonnet,3
5a00e12b,Banning gay marriage is unconstitutional.,generate_sonnet,5
22d32312,Barack Obama is not Black.,winning_text,5
22d32312,Barack Obama is not Black.,losing_text,2
22d32312,Barack Obama is not Black.,paraphrase_gpt5,4
22d32312,Barack Obama is not Black.,improve_gpt5,5
22d32312,Barack Obama is not Black.,generate_gpt5,5
22d32312,Barack Obama is not Black.,paraphrase_gpt4o,4
22d32312,Barack Obama is not Black.,improve_gpt4o,5
22d32312,Barack Obama is not Black.,generate_gpt4o,4
22d32312,Barack Obama is not Black.,paraphrase_mistral,3
22d32312,Barack Obama is not Black.,improve_mistral,3
22d32312,Barack Obama is not Black.,generate_mistral,4
22d32312,Barack Obama is not Black.,paraphrase_llama,4
22d32312,Barack Obama is not Black.,improve_llama,3
22d32312,Barack Obama is not Black.,generate_llama,2
22d32312,Barack Obama is not Black.,paraphrase_qwen,3
22d32312,Barack Obama is not Black.,improve_qwen,3
22d32312,Barack Obama is not Black.,generate_qwen,4
22d32312,Barack Obama is not Black.,paraphrase_gemini,3
