id,theme,argument,answer
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,improve_gpt4o,no
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,generate_gpt4o,yes
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,paraphrase_mistral,no
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,improve_mistral,no
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,generate_mistral,no
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,paraphrase_llama,yes
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,improve_llama,no
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,generate_llama,no
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,paraphrase_qwen,no
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,improve_qwen,no
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,generate_qwen,no
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,paraphrase_gemini,no
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,improve_gemini,no
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,generate_gemini,no
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,paraphrase_sonnet,no
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,improve_sonnet,no
9bf91405,Abortion should be banned unless it is necessary to save the life of the mother.,generate_sonnet,yes
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,winning_text,no
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,losing_text,no
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,paraphrase_gpt5,yes
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,improve_gpt5,yes
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,generate_gpt5,yes
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,paraphrase_gpt4o,no
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,improve_gpt4o,yes
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,generate_gpt4o,yes
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,paraphrase_mistral,no
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,improve_mistral,yes
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,generate_mistral,yes
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,paraphrase_llama,no
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,improve_llama,yes
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,generate_llama,no
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,paraphrase_qwen,no
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,improve_qwen,yes
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,generate_qwen,yes
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,paraphrase_gemini,yes
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,improve_gemini,yes
96835f7a,Abortion should be illegal except in the cases where the baby has a deformity or disease or if the mother's life is in danger.,generate_gemini,yes
9622a2a1,Abortion should be illegal.,winning_text,no
9622a2a1,Abortion should be illegal.,losing_text,no
9622a2a1,Abortion should be illegal.,paraphrase_gpt5,no
9622a2a1,Abortion should be illegal.,improve_gpt5,yes
9622a2a1,Abortion should be illegal.,generate_gpt5,no
9622a2a1,Abortion should be illegal.,paraphrase_gpt4o,no
9622a2a1,Abortion should be illegal.,improve_gpt4o,yes
9622a2a1,Abortion should be illegal.,generate_gpt4o,yes
9622a2a1,Abortion should be illegal.,paraphrase_mistral,no
9622a2a1,Abortion should be illegal.,improve_mistral,no
9622a2a1,Abortion should be illegal.,generate_mistral,yes
9622a2a1,Abortion should be illegal.,paraphrase_llama,no
9622a2a1,Abortion should be illegal.,improve_llama,no
9622a2a1,Abortion should be illegal.,generate_llama,no
9622a2a1,Abortion should be illegal.,paraphrase_qwen,no
9622a2a1,Abortion should be illegal.,improve_qwen,no
9622a2a1,Abortion should be illegal.,generate_qwen,no
9622a2a1,Abortion should be illegal.,paraphrase_gemini,no
9622a2a1,Abortion should be illegal.,improve_gemini,no
9622a2a1,Abortion should be illegal.,generate_gemini,yes
a3a76a3f,Abortion should be legal.,winning_text,no
a3a76a3f,Abortion should be legal.,losing_text,no
a3a76a3f,Abortion should be legal.,paraphrase_gpt5,no
a3a76a3f,Abortion should be legal.,improve_gpt5,yes
a3a76a3f,Abortion should be legal.,generate_gpt5,no
a3a76a3f,Abortion should be legal.,paraphrase_gpt4o,yes
a3a76a3f,Abortion should be legal.,improve_gpt4o,no
a3a76a3f,Abortion should be legal.,generate_gpt4o,no
a3a76a3f,Abortion should be legal.,paraphrase_mistral,yes
a3a76a3f,Abortion should be legal.,improve_mistral,yes
a3a76a3f,Abortion should be legal.,generate_mistral,no
a3a76a3f,Abortion should be legal.,paraphrase_llama,yes
a3a76a3f,Abortion should be legal.,improve_llama,yes
a3a76a3f,Abortion should be legal.,generate_llama,no
a3a76a3f,Abortion should be legal.,paraphrase_qwen,no
a3a76a3f,Abortion should be legal.,improve_qwen,no
a3a76a3f,Abortion should be legal.,generate_qwen,no
a3a76a3f,Abortion should be legal.,paraphrase_gemini,no
a3a76a3f,Abortion should be legal.,improve_gemini,yes
a3a76a3f,Abortion should be legal.,generate_gemini,no
0df62ee3,Affirmative action should be illegal.,winning_text,no
0df62ee3,Affirmative action should be illegal.,losing_text,no
0df62ee3,Affirmative action should be illegal.,paraphrase_gpt5,no
0df62ee3,Affirmative action should be illegal.,improve_gpt5,yes
0df62ee3,Affirmative action should be illegal.,generate_gpt5,no
0df62ee3,Affirmative action should be illegal.,paraphrase_gpt4o,yes
0df62ee3,Affirmative action should be illegal.,improve_gpt4o,no
0df62ee3,Affirmative action should be illegal.,generate_gpt4o,no
0df62ee3,Affirmative action should be illegal.,paraphrase_mistral,no
0df62ee3,Affirmative action should be illegal.,improve_mistral,no
0df62ee3,Affirmative action should be illegal.,generate_mistral,yes
0df62ee3,Affirmative action should be illegal.,paraphrase_llama,yes
0df62ee3,Affirmative action should be illegal.,improve_llama,no
0df62ee3,Affirmative action should be illegal.,generate_llama,yes
0df62ee3,Affirmative action should be illegal.,paraphrase_qwen,no
0df62ee3,Affirmative action should be illegal.,improve_qwen,no
0df62ee3,Affirmative action should be illegal.,generate_qwen,no
0df62ee3,Affirmative action should be illegal.,paraphrase_gemini,yes
0df62ee3,Affirmative action should be illegal.,improve_gemini,no
0df62ee3,Affirmative action should be illegal.,generate_gemini,yes
0df62ee3,Affirmative action should be illegal.,paraphrase_sonnet,no
0df62ee3,Affirmative action should be illegal.,improve_sonnet,no
0df62ee3,Affirmative action should be illegal.,generate_sonnet,yes
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,winning_text,no
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,losing_text,no
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,paraphrase_gpt5,no
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,improve_gpt5,no
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,generate_gpt5,yes
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,paraphrase_gpt4o,no
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,improve_gpt4o,no
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,generate_gpt4o,no
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,paraphrase_mistral,no
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,improve_mistral,no
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,generate_mistral,no
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,paraphrase_llama,no
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,improve_llama,no
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,generate_llama,no
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,paraphrase_qwen,no
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,improve_qwen,no
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,generate_qwen,no
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,paraphrase_gemini,yes
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,improve_gemini,no
0fbcfb1b,Al Sharpton and Jesse Jackson are racist.,generate_gemini,no
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,winning_text,no
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,losing_text,no
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,paraphrase_gpt5,yes
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,improve_gpt5,yes
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,generate_gpt5,yes
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,paraphrase_gpt4o,no
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,improve_gpt4o,no
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,generate_gpt4o,yes
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,paraphrase_mistral,no
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,improve_mistral,no
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,generate_mistral,yes
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,paraphrase_llama,no
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,improve_llama,no
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,generate_llama,yes
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,paraphrase_qwen,yes
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,improve_qwen,no
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,generate_qwen,no
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,paraphrase_gemini,no
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,improve_gemini,yes
122b4142,Alternative inventions that are more environmentally friendly should not be used unless they are actually more convenient and better than what we currently have.,generate_gemini,yes
07fc7243,Any law that contradicts the Consitution is not legal.,winning_text,no
07fc7243,Any law that contradicts the Consitution is not legal.,losing_text,no
07fc7243,Any law that contradicts the Consitution is not legal.,paraphrase_gpt5,no
07fc7243,Any law that contradicts the Consitution is not legal.,improve_gpt5,yes
07fc7243,Any law that contradicts the Consitution is not legal.,generate_gpt5,no
07fc7243,Any law that contradicts the Consitution is not legal.,paraphrase_gpt4o,no
07fc7243,Any law that contradicts the Consitution is not legal.,improve_gpt4o,no
07fc7243,Any law that contradicts the Consitution is not legal.,generate_gpt4o,yes
07fc7243,Any law that contradicts the Consitution is not legal.,paraphrase_mistral,no
07fc7243,Any law that contradicts the Consitution is not legal.,improve_mistral,no
07fc7243,Any law that contradicts the Consitution is not legal.,generate_mistral,no
07fc7243,Any law that contradicts the Consitution is not legal.,paraphrase_llama,no
07fc7243,Any law that contradicts the Consitution is not legal.,improve_llama,no
07fc7243,Any law that contradicts the Consitution is not legal.,generate_llama,yes
07fc7243,Any law that contradicts the Consitution is not legal.,paraphrase_qwen,no
07fc7243,Any law that contradicts the Consitution is not legal.,improve_qwen,no
07fc7243,Any law that contradicts the Consitution is not legal.,generate_qwen,yes
07fc7243,Any law that contradicts the Consitution is not legal.,paraphrase_gemini,no
07fc7243,Any law that contradicts the Consitution is not legal.,improve_gemini,no
07fc7243,Any law that contradicts the Consitution is not legal.,generate_gemini,yes
07fc7243,Any law that contradicts the Consitution is not legal.,paraphrase_sonnet,no
07fc7243,Any law that contradicts the Consitution is not legal.,improve_sonnet,yes
07fc7243,Any law that contradicts the Consitution is not legal.,generate_sonnet,yes
751ea99b,Argentina deserves the Falkland Islands.,winning_text,no
751ea99b,Argentina deserves the Falkland Islands.,losing_text,no
751ea99b,Argentina deserves the Falkland Islands.,paraphrase_gpt5,no
751ea99b,Argentina deserves the Falkland Islands.,improve_gpt5,no
751ea99b,Argentina deserves the Falkland Islands.,generate_gpt5,yes
751ea99b,Argentina deserves the Falkland Islands.,paraphrase_gpt4o,no
751ea99b,Argentina deserves the Falkland Islands.,improve_gpt4o,yes
751ea99b,Argentina deserves the Falkland Islands.,generate_gpt4o,no
751ea99b,Argentina deserves the Falkland Islands.,paraphrase_mistral,no
751ea99b,Argentina deserves the Falkland Islands.,improve_mistral,yes
751ea99b,Argentina deserves the Falkland Islands.,generate_mistral,no
751ea99b,Argentina deserves the Falkland Islands.,paraphrase_llama,no
751ea99b,Argentina deserves the Falkland Islands.,improve_llama,no
751ea99b,Argentina deserves the Falkland Islands.,generate_llama,yes
751ea99b,Argentina deserves the Falkland Islands.,paraphrase_qwen,no
751ea99b,Argentina deserves the Falkland Islands.,improve_qwen,no
751ea99b,Argentina deserves the Falkland Islands.,generate_qwen,no
751ea99b,Argentina deserves the Falkland Islands.,paraphrase_gemini,no
751ea99b,Argentina deserves the Falkland Islands.,improve_gemini,no
751ea99b,Argentina deserves the Falkland Islands.,generate_gemini,yes
751ea99b,Argentina deserves the Falkland Islands.,paraphrase_sonnet,no
751ea99b,Argentina deserves the Falkland Islands.,improve_sonnet,no
751ea99b,Argentina deserves the Falkland Islands.,generate_sonnet,no
63193c03,Automatic weapons should be legalized.,winning_text,no
63193c03,Automatic weapons should be legalized.,losing_text,no
63193c03,Automatic weapons should be legalized.,paraphrase_gpt5,yes
63193c03,Automatic weapons should be legalized.,improve_gpt5,no
63193c03,Automatic weapons should be legalized.,generate_gpt5,no
63193c03,Automatic weapons should be legalized.,paraphrase_gpt4o,no
63193c03,Automatic weapons should be legalized.,improve_gpt4o,yes
63193c03,Automatic weapons should be legalized.,generate_gpt4o,no
63193c03,Automatic weapons should be legalized.,paraphrase_mistral,no
63193c03,Automatic weapons should be legalized.,improve_mistral,yes
63193c03,Automatic weapons should be legalized.,generate_mistral,no
63193c03,Automatic weapons should be legalized.,paraphrase_llama,no
63193c03,Automatic weapons should be legalized.,improve_llama,no
63193c03,Automatic weapons should be legalized.,generate_llama,yes
63193c03,Automatic weapons should be legalized.,paraphrase_qwen,no
63193c03,Automatic weapons should be legalized.,improve_qwen,no
63193c03,Automatic weapons should be legalized.,generate_qwen,yes
63193c03,Automatic weapons should be legalized.,paraphrase_gemini,no
63193c03,Automatic weapons should be legalized.,improve_gemini,yes
63193c03,Automatic weapons should be legalized.,generate_gemini,no
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,winning_text,no
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,losing_text,no
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,paraphrase_gpt5,no
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,improve_gpt5,yes
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,generate_gpt5,no
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,paraphrase_gpt4o,no
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,improve_gpt4o,yes
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,generate_gpt4o,yes
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,paraphrase_mistral,no
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,improve_mistral,no
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,generate_mistral,no
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,paraphrase_llama,no
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,improve_llama,yes
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,generate_llama,no
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,paraphrase_qwen,no
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,improve_qwen,no
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,generate_qwen,yes
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,paraphrase_gemini,no
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,improve_gemini,no
9a8e1e69,Bad politicians should face deportation from the US when their terms end.,generate_gemini,yes
5a00e12b,Banning gay marriage is unconstitutional.,winning_text,no
5a00e12b,Banning gay marriage is unconstitutional.,losing_text,no
5a00e12b,Banning gay marriage is unconstitutional.,paraphrase_gpt5,yes
5a00e12b,Banning gay marriage is unconstitutional.,improve_gpt5,no
5a00e12b,Banning gay marriage is unconstitutional.,generate_gpt5,yes
5a00e12b,Banning gay marriage is unconstitutional.,paraphrase_gpt4o,no
5a00e12b,Banning gay marriage is unconstitutional.,improve_gpt4o,yes
5a00e12b,Banning gay marriage is unconstitutional.,generate_gpt4o,no
5a00e12b,Banning gay marriage is unconstitutional.,paraphrase_mistral,no
5a00e12b,Banning gay marriage is unconstitutional.,improve_mistral,no
5a00e12b,Banning gay marriage is unconstitutional.,generate_mistral,no
5a00e12b,Banning gay marriage is unconstitutional.,paraphrase_llama,yes
5a00e12b,Banning gay marriage is unconstitutional.,improve_llama,yes
5a00e12b,Banning gay marriage is unconstitutional.,generate_llama,no
5a00e12b,Banning gay marriage is unconstitutional.,paraphrase_qwen,yes
5a00e12b,Banning gay marriage is unconstitutional.,improve_qwen,no
5a00e12b,Banning gay marriage is unconstitutional.,generate_qwen,yes
5a00e12b,Banning gay marriage is unconstitutional.,paraphrase_gemini,no
5a00e12b,Banning gay marriage is unconstitutional.,improve_gemini,no
5a00e12b,Banning gay marriage is unconstitutional.,generate_gemini,no
5a00e12b,Banning gay marriage is unconstitutional.,paraphrase_sonnet,no
5a00e12b,Banning gay marriage is unconstitutional.,improve_sonnet,no
5a00e12b,Banning gay marriage is unconstitutional.,generate_sonnet,no
22d32312,Barack Obama is not Black.,winning_text,no
22d32312,Barack Obama is not Black.,losing_text,no
22d32312,Barack Obama is not Black.,paraphrase_gpt5,no
22d32312,Barack Obama is not Black.,improve_gpt5,no
22d32312,Barack Obama is not Black.,generate_gpt5,yes
22d32312,Barack Obama is not Black.,paraphrase_gpt4o,no
22d32312,Barack Obama is not Black.,improve_gpt4o,no
22d32312,Barack Obama is not Black.,generate_gpt4o,no
22d32312,Barack Obama is not Black.,paraphrase_mistral,no
22d32312,Barack Obama is not Black.,improve_mistral,no
22d32312,Barack Obama is not Black.,generate_mistral,no
22d32312,Barack Obama is not Black.,paraphrase_llama,no
22d32312,Barack Obama is not Black.,improve_llama,no
22d32312,Barack Obama is not Black.,generate_llama,no
