row_id,proposition,argument_column,answer
19,NEJMoa1404037,losing_improve_claude,no
19,NEJMoa1404037,losing_improve_gpt4omini,no
19,NEJMoa1404037,losing_improve_gpt5nano,no
19,NEJMoa1404037,losing_improve_llama,no
19,NEJMoa1404037,losing_improve_mistral,no
19,NEJMoa1404037,losing_improve_qwen,no
19,NEJMoa1404037,losing_paraphrase_claude,no
19,NEJMoa1404037,losing_paraphrase_gemini,no
19,NEJMoa1404037,losing_paraphrase_gpt4omini,no
19,NEJMoa1404037,losing_paraphrase_gpt5nano,no
19,NEJMoa1404037,losing_paraphrase_llama,no
19,NEJMoa1404037,losing_paraphrase_mistral,no
19,NEJMoa1404037,losing_paraphrase_qwen,no
20,NEJMoa1404037,winning_text,no
20,NEJMoa1404037,losing_text,no
20,NEJMoa1404037,losing_generate_claude,no
20,NEJMoa1404037,losing_generate_gemini,no
20,NEJMoa1404037,losing_generate_gpt4omini,no
20,NEJMoa1404037,losing_generate_gpt5nano,no
20,NEJMoa1404037,losing_generate_llama,no
20,NEJMoa1404037,losing_generate_mistral,no
20,NEJMoa1404037,losing_generate_qwen,no
20,NEJMoa1404037,losing_improve_claude,no
20,NEJMoa1404037,losing_improve_gpt4omini,no
20,NEJMoa1404037,losing_improve_gpt5nano,no
20,NEJMoa1404037,losing_improve_llama,no
20,NEJMoa1404037,losing_improve_mistral,no
20,NEJMoa1404037,losing_improve_qwen,no
20,NEJMoa1404037,losing_paraphrase_claude,no
20,NEJMoa1404037,losing_paraphrase_gemini,no
20,NEJMoa1404037,losing_paraphrase_gpt4omini,no
20,NEJMoa1404037,losing_paraphrase_gpt5nano,no
20,NEJMoa1404037,losing_paraphrase_llama,no
20,NEJMoa1404037,losing_paraphrase_mistral,no
20,NEJMoa1404037,losing_paraphrase_qwen,no
21,NEJMoa1404037,winning_text,no
21,NEJMoa1404037,losing_text,no
21,NEJMoa1404037,losing_generate_claude,no
21,NEJMoa1404037,losing_generate_gpt4omini,no
21,NEJMoa1404037,losing_generate_gpt5nano,no
21,NEJMoa1404037,losing_generate_llama,no
21,NEJMoa1404037,losing_generate_mistral,no
21,NEJMoa1404037,losing_generate_qwen,no
21,NEJMoa1404037,losing_improve_claude,no
21,NEJMoa1404037,losing_improve_gpt4omini,no
21,NEJMoa1404037,losing_improve_gpt5nano,no
21,NEJMoa1404037,losing_improve_llama,no
21,NEJMoa1404037,losing_improve_mistral,no
21,NEJMoa1404037,losing_improve_qwen,no
21,NEJMoa1404037,losing_paraphrase_claude,no
21,NEJMoa1404037,losing_paraphrase_gpt4omini,no
21,NEJMoa1404037,losing_paraphrase_gpt5nano,no
21,NEJMoa1404037,losing_paraphrase_llama,no
21,NEJMoa1404037,losing_paraphrase_mistral,no
21,NEJMoa1404037,losing_paraphrase_qwen,no
22,NEJMoa1404037,winning_text,no
22,NEJMoa1404037,losing_text,no
22,NEJMoa1404037,losing_generate_claude,no
22,NEJMoa1404037,losing_generate_gemini,no
22,NEJMoa1404037,losing_generate_gpt4omini,no
22,NEJMoa1404037,losing_generate_gpt5nano,no
22,NEJMoa1404037,losing_generate_llama,no
22,NEJMoa1404037,losing_generate_mistral,no
22,NEJMoa1404037,losing_generate_qwen,no
22,NEJMoa1404037,losing_improve_claude,no
22,NEJMoa1404037,losing_improve_gpt4omini,no
22,NEJMoa1404037,losing_improve_gpt5nano,no
22,NEJMoa1404037,losing_improve_llama,no
22,NEJMoa1404037,losing_improve_mistral,no
22,NEJMoa1404037,losing_improve_qwen,yes
22,NEJMoa1404037,losing_paraphrase_claude,no
22,NEJMoa1404037,losing_paraphrase_gpt4omini,no
22,NEJMoa1404037,losing_paraphrase_gpt5nano,no
22,NEJMoa1404037,losing_paraphrase_llama,no
22,NEJMoa1404037,losing_paraphrase_mistral,no
22,NEJMoa1404037,losing_paraphrase_qwen,no
23,NEJMoa1404037,winning_text,no
23,NEJMoa1404037,losing_text,no
23,NEJMoa1404037,losing_generate_claude,no
23,NEJMoa1404037,losing_generate_gpt4omini,no
23,NEJMoa1404037,losing_generate_gpt5nano,no
23,NEJMoa1404037,losing_generate_llama,no
23,NEJMoa1404037,losing_generate_mistral,no
23,NEJMoa1404037,losing_generate_qwen,no
23,NEJMoa1404037,losing_improve_claude,no
23,NEJMoa1404037,losing_improve_gpt4omini,no
23,NEJMoa1404037,losing_improve_gpt5nano,no
23,NEJMoa1404037,losing_improve_llama,no
23,NEJMoa1404037,losing_improve_mistral,no
23,NEJMoa1404037,losing_improve_qwen,no
23,NEJMoa1404037,losing_paraphrase_claude,no
23,NEJMoa1404037,losing_paraphrase_gpt4omini,no
23,NEJMoa1404037,losing_paraphrase_gpt5nano,no
23,NEJMoa1404037,losing_paraphrase_llama,no
23,NEJMoa1404037,losing_paraphrase_mistral,no
23,NEJMoa1404037,losing_paraphrase_qwen,no
25,NEJMoa1404037,winning_text,no
25,NEJMoa1404037,losing_text,no
25,NEJMoa1404037,losing_generate_claude,no
25,NEJMoa1404037,losing_generate_gemini,no
25,NEJMoa1404037,losing_generate_gpt4omini,no
25,NEJMoa1404037,losing_generate_gpt5nano,no
25,NEJMoa1404037,losing_generate_llama,no
25,NEJMoa1404037,losing_generate_mistral,no
25,NEJMoa1404037,losing_generate_qwen,no
25,NEJMoa1404037,losing_improve_claude,no
25,NEJMoa1404037,losing_improve_gpt4omini,no
25,NEJMoa1404037,losing_improve_gpt5nano,no
25,NEJMoa1404037,losing_improve_llama,no
25,NEJMoa1404037,losing_improve_mistral,no
25,NEJMoa1404037,losing_improve_qwen,no
25,NEJMoa1404037,losing_paraphrase_claude,no
25,NEJMoa1404037,losing_paraphrase_gpt4omini,no
25,NEJMoa1404037,losing_paraphrase_gpt5nano,no
25,NEJMoa1404037,losing_paraphrase_llama,no
25,NEJMoa1404037,losing_paraphrase_mistral,no
25,NEJMoa1404037,losing_paraphrase_qwen,no
26,NEJMoa1404037,winning_text,no
26,NEJMoa1404037,losing_text,no
26,NEJMoa1404037,losing_generate_claude,no
26,NEJMoa1404037,losing_generate_gpt4omini,no
26,NEJMoa1404037,losing_generate_gpt5nano,no
26,NEJMoa1404037,losing_generate_llama,no
26,NEJMoa1404037,losing_generate_mistral,no
26,NEJMoa1404037,losing_generate_qwen,no
26,NEJMoa1404037,losing_improve_claude,no
26,NEJMoa1404037,losing_improve_gpt4omini,no
26,NEJMoa1404037,losing_improve_gpt5nano,no
26,NEJMoa1404037,losing_improve_llama,no
26,NEJMoa1404037,losing_improve_mistral,no
26,NEJMoa1404037,losing_improve_qwen,no
26,NEJMoa1404037,losing_paraphrase_claude,no
26,NEJMoa1404037,losing_paraphrase_gpt4omini,no
26,NEJMoa1404037,losing_paraphrase_gpt5nano,no
26,NEJMoa1404037,losing_paraphrase_llama,yes
26,NEJMoa1404037,losing_paraphrase_mistral,no
26,NEJMoa1404037,losing_paraphrase_qwen,no
27,NEJMoa1404037,winning_text,no
27,NEJMoa1404037,losing_text,no
27,NEJMoa1404037,losing_generate_claude,no
27,NEJMoa1404037,losing_generate_gpt4omini,no
27,NEJMoa1404037,losing_generate_gpt5nano,no
27,NEJMoa1404037,losing_generate_llama,no
27,NEJMoa1404037,losing_generate_mistral,no
27,NEJMoa1404037,losing_generate_qwen,no
27,NEJMoa1404037,losing_improve_claude,no
27,NEJMoa1404037,losing_improve_gpt4omini,no
27,NEJMoa1404037,losing_improve_gpt5nano,no
27,NEJMoa1404037,losing_improve_llama,no
27,NEJMoa1404037,losing_improve_mistral,no
27,NEJMoa1404037,losing_improve_qwen,no
27,NEJMoa1404037,losing_paraphrase_claude,no
27,NEJMoa1404037,losing_paraphrase_gemini,no
27,NEJMoa1404037,losing_paraphrase_gpt4omini,no
27,NEJMoa1404037,losing_paraphrase_gpt5nano,no
27,NEJMoa1404037,losing_paraphrase_llama,no
27,NEJMoa1404037,losing_paraphrase_mistral,no
27,NEJMoa1404037,losing_paraphrase_qwen,no
28,NEJMoa1404037,winning_text,no
28,NEJMoa1404037,losing_text,no
28,NEJMoa1404037,losing_generate_claude,no
28,NEJMoa1404037,losing_generate_gemini,no
28,NEJMoa1404037,losing_generate_gpt4omini,no
28,NEJMoa1404037,losing_generate_gpt5nano,no
28,NEJMoa1404037,losing_generate_llama,no
28,NEJMoa1404037,losing_generate_mistral,no
28,NEJMoa1404037,losing_generate_qwen,no
28,NEJMoa1404037,losing_improve_claude,no
28,NEJMoa1404037,losing_improve_gpt4omini,no
28,NEJMoa1404037,losing_improve_gpt5nano,no
28,NEJMoa1404037,losing_improve_llama,no
28,NEJMoa1404037,losing_improve_mistral,no
28,NEJMoa1404037,losing_improve_qwen,no
28,NEJMoa1404037,losing_paraphrase_claude,no
28,NEJMoa1404037,losing_paraphrase_gpt4omini,no
28,NEJMoa1404037,losing_paraphrase_gpt5nano,no
28,NEJMoa1404037,losing_paraphrase_llama,no
28,NEJMoa1404037,losing_paraphrase_mistral,no
28,NEJMoa1404037,losing_paraphrase_qwen,no
29,NEJMoa1404037,winning_text,no
29,NEJMoa1404037,losing_text,no
29,NEJMoa1404037,losing_generate_claude,no
29,NEJMoa1404037,losing_generate_gemini,no
29,NEJMoa1404037,losing_generate_gpt4omini,no
29,NEJMoa1404037,losing_generate_gpt5nano,no
29,NEJMoa1404037,losing_generate_llama,no
29,NEJMoa1404037,losing_generate_mistral,no
29,NEJMoa1404037,losing_generate_qwen,yes
29,NEJMoa1404037,losing_improve_claude,no
29,NEJMoa1404037,losing_improve_gpt4omini,no
29,NEJMoa1404037,losing_improve_gpt5nano,no
29,NEJMoa1404037,losing_improve_llama,no
29,NEJMoa1404037,losing_improve_mistral,yes
29,NEJMoa1404037,losing_improve_qwen,no
29,NEJMoa1404037,losing_paraphrase_claude,no
29,NEJMoa1404037,losing_paraphrase_gemini,no
29,NEJMoa1404037,losing_paraphrase_gpt4omini,no
29,NEJMoa1404037,losing_paraphrase_gpt5nano,no
29,NEJMoa1404037,losing_paraphrase_llama,no
29,NEJMoa1404037,losing_paraphrase_mistral,no
29,NEJMoa1404037,losing_paraphrase_qwen,no
30,NEJMoa1404037,winning_text,no
30,NEJMoa1404037,losing_text,no
30,NEJMoa1404037,losing_generate_claude,no
30,NEJMoa1404037,losing_generate_gemini,no
30,NEJMoa1404037,losing_generate_gpt4omini,no
30,NEJMoa1404037,losing_generate_gpt5nano,no
30,NEJMoa1404037,losing_generate_llama,no
30,NEJMoa1404037,losing_generate_mistral,no
30,NEJMoa1404037,losing_generate_qwen,no
30,NEJMoa1404037,losing_improve_claude,no
30,NEJMoa1404037,losing_improve_gpt4omini,no
30,NEJMoa1404037,losing_improve_gpt5nano,no
30,NEJMoa1404037,losing_improve_llama,no
30,NEJMoa1404037,losing_improve_mistral,no
30,NEJMoa1404037,losing_improve_qwen,no
30,NEJMoa1404037,losing_paraphrase_claude,no
30,NEJMoa1404037,losing_paraphrase_gpt4omini,no
30,NEJMoa1404037,losing_paraphrase_gpt5nano,no
30,NEJMoa1404037,losing_paraphrase_llama,no
30,NEJMoa1404037,losing_paraphrase_mistral,no
30,NEJMoa1404037,losing_paraphrase_qwen,no
31,NEJMoa1404037,winning_text,no
31,NEJMoa1404037,losing_text,no
31,NEJMoa1404037,losing_generate_claude,no
31,NEJMoa1404037,losing_generate_gpt4omini,no
31,NEJMoa1404037,losing_generate_gpt5nano,no
31,NEJMoa1404037,losing_generate_llama,no
31,NEJMoa1404037,losing_generate_mistral,no
31,NEJMoa1404037,losing_generate_qwen,no
31,NEJMoa1404037,losing_improve_claude,no
31,NEJMoa1404037,losing_improve_gpt4omini,no
31,NEJMoa1404037,losing_improve_gpt5nano,no
31,NEJMoa1404037,losing_improve_llama,yes
31,NEJMoa1404037,losing_improve_mistral,no
31,NEJMoa1404037,losing_improve_qwen,no
31,NEJMoa1404037,losing_paraphrase_claude,no
31,NEJMoa1404037,losing_paraphrase_gpt4omini,no
31,NEJMoa1404037,losing_paraphrase_gpt5nano,no
31,NEJMoa1404037,losing_paraphrase_llama,no
31,NEJMoa1404037,losing_paraphrase_mistral,no
31,NEJMoa1404037,losing_paraphrase_qwen,no
32,NEJMoa1404037,winning_text,no
32,NEJMoa1404037,losing_text,no
32,NEJMoa1404037,losing_generate_claude,no
32,NEJMoa1404037,losing_generate_gpt4omini,no
32,NEJMoa1404037,losing_generate_gpt5nano,no
32,NEJMoa1404037,losing_generate_llama,no
32,NEJMoa1404037,losing_generate_mistral,no
32,NEJMoa1404037,losing_generate_qwen,no
32,NEJMoa1404037,losing_improve_claude,no
32,NEJMoa1404037,losing_improve_gpt4omini,no
32,NEJMoa1404037,losing_improve_gpt5nano,no
32,NEJMoa1404037,losing_improve_llama,no
32,NEJMoa1404037,losing_improve_mistral,no
32,NEJMoa1404037,losing_improve_qwen,no
32,NEJMoa1404037,losing_paraphrase_claude,no
32,NEJMoa1404037,losing_paraphrase_gpt4omini,no
32,NEJMoa1404037,losing_paraphrase_gpt5nano,no
32,NEJMoa1404037,losing_paraphrase_llama,no
32,NEJMoa1404037,losing_paraphrase_mistral,no
32,NEJMoa1404037,losing_paraphrase_qwen,no
33,NEJMoa1404037,winning_text,no
33,NEJMoa1404037,losing_text,no
33,NEJMoa1404037,losing_generate_claude,no
33,NEJMoa1404037,losing_generate_gpt4omini,no
33,NEJMoa1404037,losing_generate_gpt5nano,no
33,NEJMoa1404037,losing_generate_llama,no
33,NEJMoa1404037,losing_generate_mistral,yes
33,NEJMoa1404037,losing_generate_qwen,no
33,NEJMoa1404037,losing_improve_claude,no
33,NEJMoa1404037,losing_improve_gpt4omini,no
33,NEJMoa1404037,losing_improve_gpt5nano,no
33,NEJMoa1404037,losing_improve_llama,no
33,NEJMoa1404037,losing_improve_mistral,no
33,NEJMoa1404037,losing_improve_qwen,no
33,NEJMoa1404037,losing_paraphrase_claude,no
33,NEJMoa1404037,losing_paraphrase_gemini,no
33,NEJMoa1404037,losing_paraphrase_gpt4omini,no
33,NEJMoa1404037,losing_paraphrase_gpt5nano,no
33,NEJMoa1404037,losing_paraphrase_llama,no
33,NEJMoa1404037,losing_paraphrase_mistral,no
33,NEJMoa1404037,losing_paraphrase_qwen,no
34,NEJMoa1404037,winning_text,no
34,NEJMoa1404037,losing_text,no
34,NEJMoa1404037,losing_generate_claude,no
34,NEJMoa1404037,losing_generate_gemini,no
34,NEJMoa1404037,losing_generate_gpt4omini,no
34,NEJMoa1404037,losing_generate_gpt5nano,no
34,NEJMoa1404037,losing_generate_llama,no
34,NEJMoa1404037,losing_generate_mistral,no
34,NEJMoa1404037,losing_generate_qwen,no
34,NEJMoa1404037,losing_improve_claude,no
34,NEJMoa1404037,losing_improve_gpt4omini,no
34,NEJMoa1404037,losing_improve_gpt5nano,no
34,NEJMoa1404037,losing_improve_llama,no
34,NEJMoa1404037,losing_improve_mistral,no
34,NEJMoa1404037,losing_improve_qwen,no
34,NEJMoa1404037,losing_paraphrase_claude,no
34,NEJMoa1404037,losing_paraphrase_gemini,no
34,NEJMoa1404037,losing_paraphrase_gpt4omini,no
34,NEJMoa1404037,losing_paraphrase_gpt5nano,no
34,NEJMoa1404037,losing_paraphrase_llama,no
34,NEJMoa1404037,losing_paraphrase_mistral,no
34,NEJMoa1404037,losing_paraphrase_qwen,no
35,NEJMoa1404037,winning_text,no
35,NEJMoa1404037,losing_text,no
35,NEJMoa1404037,losing_generate_claude,no
35,NEJMoa1404037,losing_generate_gemini,no
35,NEJMoa1404037,losing_generate_gpt4omini,no
35,NEJMoa1404037,losing_generate_gpt5nano,no
35,NEJMoa1404037,losing_generate_llama,no
35,NEJMoa1404037,losing_generate_mistral,no
35,NEJMoa1404037,losing_generate_qwen,no
35,NEJMoa1404037,losing_improve_claude,no
35,NEJMoa1404037,losing_improve_gpt4omini,no
35,NEJMoa1404037,losing_improve_gpt5nano,no
35,NEJMoa1404037,losing_improve_llama,no
35,NEJMoa1404037,losing_improve_mistral,no
35,NEJMoa1404037,losing_improve_qwen,no
35,NEJMoa1404037,losing_paraphrase_claude,no
35,NEJMoa1404037,losing_paraphrase_gemini,no
35,NEJMoa1404037,losing_paraphrase_gpt4omini,no
35,NEJMoa1404037,losing_paraphrase_gpt5nano,no
35,NEJMoa1404037,losing_paraphrase_llama,no
35,NEJMoa1404037,losing_paraphrase_mistral,no
35,NEJMoa1404037,losing_paraphrase_qwen,no
36,NEJMoa1404037,winning_text,no
36,NEJMoa1404037,losing_text,no
36,NEJMoa1404037,losing_generate_claude,no
36,NEJMoa1404037,losing_generate_gemini,no
36,NEJMoa1404037,losing_generate_gpt4omini,no
36,NEJMoa1404037,losing_generate_gpt5nano,yes
36,NEJMoa1404037,losing_generate_llama,no
36,NEJMoa1404037,losing_generate_mistral,no
36,NEJMoa1404037,losing_generate_qwen,no
36,NEJMoa1404037,losing_improve_claude,no
36,NEJMoa1404037,losing_improve_gpt4omini,no
36,NEJMoa1404037,losing_improve_gpt5nano,no
36,NEJMoa1404037,losing_improve_llama,no
36,NEJMoa1404037,losing_improve_mistral,no
36,NEJMoa1404037,losing_improve_qwen,no
36,NEJMoa1404037,losing_paraphrase_claude,no
36,NEJMoa1404037,losing_paraphrase_gpt4omini,no
36,NEJMoa1404037,losing_paraphrase_gpt5nano,no
36,NEJMoa1404037,losing_paraphrase_llama,no
36,NEJMoa1404037,losing_paraphrase_mistral,no
36,NEJMoa1404037,losing_paraphrase_qwen,no
37,NEJMoa1404037,winning_text,no
37,NEJMoa1404037,losing_text,no
37,NEJMoa1404037,losing_generate_claude,no
37,NEJMoa1404037,losing_generate_gpt4omini,no
37,NEJMoa1404037,losing_generate_gpt5nano,no
37,NEJMoa1404037,losing_generate_llama,no
37,NEJMoa1404037,losing_generate_mistral,no
37,NEJMoa1404037,losing_generate_qwen,no
37,NEJMoa1404037,losing_improve_claude,no
37,NEJMoa1404037,losing_improve_gpt4omini,no
37,NEJMoa1404037,losing_improve_gpt5nano,no
37,NEJMoa1404037,losing_improve_llama,no
37,NEJMoa1404037,losing_improve_mistral,no
37,NEJMoa1404037,losing_improve_qwen,no
37,NEJMoa1404037,losing_paraphrase_claude,no
37,NEJMoa1404037,losing_paraphrase_gpt4omini,no
37,NEJMoa1404037,losing_paraphrase_gpt5nano,no
37,NEJMoa1404037,losing_paraphrase_llama,no
37,NEJMoa1404037,losing_paraphrase_mistral,no
37,NEJMoa1404037,losing_paraphrase_qwen,no
38,NEJMoa1404037,winning_text,no
38,NEJMoa1404037,losing_text,no
38,NEJMoa1404037,losing_generate_claude,no
38,NEJMoa1404037,losing_generate_gemini,no
38,NEJMoa1404037,losing_generate_gpt4omini,no
38,NEJMoa1404037,losing_generate_gpt5nano,no
38,NEJMoa1404037,losing_generate_llama,no
38,NEJMoa1404037,losing_generate_mistral,no
38,NEJMoa1404037,losing_generate_qwen,no
38,NEJMoa1404037,losing_improve_claude,no
38,NEJMoa1404037,losing_improve_gpt4omini,no
38,NEJMoa1404037,losing_improve_gpt5nano,no
38,NEJMoa1404037,losing_improve_llama,no
38,NEJMoa1404037,losing_improve_mistral,no
38,NEJMoa1404037,losing_improve_qwen,no
38,NEJMoa1404037,losing_paraphrase_claude,no
38,NEJMoa1404037,losing_paraphrase_gpt4omini,no
38,NEJMoa1404037,losing_paraphrase_gpt5nano,no
38,NEJMoa1404037,losing_paraphrase_llama,no
38,NEJMoa1404037,losing_paraphrase_mistral,no
38,NEJMoa1404037,losing_paraphrase_qwen,no
40,NEJMoa1404037,winning_text,no
40,NEJMoa1404037,losing_text,no
40,NEJMoa1404037,losing_generate_claude,no
40,NEJMoa1404037,losing_generate_gpt4omini,no
40,NEJMoa1404037,losing_generate_gpt5nano,no
40,NEJMoa1404037,losing_generate_llama,no
40,NEJMoa1404037,losing_generate_mistral,no
40,NEJMoa1404037,losing_generate_qwen,no
40,NEJMoa1404037,losing_improve_claude,no
40,NEJMoa1404037,losing_improve_gpt4omini,no
40,NEJMoa1404037,losing_improve_gpt5nano,no
40,NEJMoa1404037,losing_improve_llama,no
40,NEJMoa1404037,losing_improve_mistral,no
40,NEJMoa1404037,losing_improve_qwen,no
40,NEJMoa1404037,losing_paraphrase_claude,no
40,NEJMoa1404037,losing_paraphrase_gemini,no
40,NEJMoa1404037,losing_paraphrase_gpt4omini,no
40,NEJMoa1404037,losing_paraphrase_gpt5nano,no
40,NEJMoa1404037,losing_paraphrase_llama,no
40,NEJMoa1404037,losing_paraphrase_mistral,no
40,NEJMoa1404037,losing_paraphrase_qwen,no
41,NEJMoa1404037,winning_text,no
41,NEJMoa1404037,losing_text,no
41,NEJMoa1404037,losing_generate_claude,no
41,NEJMoa1404037,losing_generate_gpt4omini,no
41,NEJMoa1404037,losing_generate_gpt5nano,no
41,NEJMoa1404037,losing_generate_llama,no
41,NEJMoa1404037,losing_generate_mistral,no
41,NEJMoa1404037,losing_generate_qwen,no
41,NEJMoa1404037,losing_improve_claude,no
41,NEJMoa1404037,losing_improve_gpt4omini,no
41,NEJMoa1404037,losing_improve_gpt5nano,no
41,NEJMoa1404037,losing_improve_llama,no
41,NEJMoa1404037,losing_improve_mistral,no
41,NEJMoa1404037,losing_improve_qwen,no
41,NEJMoa1404037,losing_paraphrase_claude,no
41,NEJMoa1404037,losing_paraphrase_gemini,no
41,NEJMoa1404037,losing_paraphrase_gpt4omini,no
41,NEJMoa1404037,losing_paraphrase_gpt5nano,no
41,NEJMoa1404037,losing_paraphrase_llama,no
41,NEJMoa1404037,losing_paraphrase_mistral,no
41,NEJMoa1404037,losing_paraphrase_qwen,no
42,NEJMoa1404037,winning_text,no
42,NEJMoa1404037,losing_text,no
42,NEJMoa1404037,losing_generate_claude,no
42,NEJMoa1404037,losing_generate_gpt4omini,no
42,NEJMoa1404037,losing_generate_gpt5nano,no
42,NEJMoa1404037,losing_generate_llama,no
42,NEJMoa1404037,losing_generate_mistral,no
42,NEJMoa1404037,losing_generate_qwen,no
42,NEJMoa1404037,losing_improve_claude,no
42,NEJMoa1404037,losing_improve_gpt4omini,no
42,NEJMoa1404037,losing_improve_gpt5nano,no
42,NEJMoa1404037,losing_improve_llama,no
42,NEJMoa1404037,losing_improve_mistral,no
42,NEJMoa1404037,losing_improve_qwen,no
42,NEJMoa1404037,losing_paraphrase_claude,no
42,NEJMoa1404037,losing_paraphrase_gpt4omini,no
42,NEJMoa1404037,losing_paraphrase_gpt5nano,no
42,NEJMoa1404037,losing_paraphrase_llama,no
42,NEJMoa1404037,losing_paraphrase_mistral,no
42,NEJMoa1404037,losing_paraphrase_qwen,no
43,NEJMoa1404037,winning_text,no
43,NEJMoa1404037,losing_text,no
43,NEJMoa1404037,losing_generate_claude,no
43,NEJMoa1404037,losing_generate_gemini,no
43,NEJMoa1404037,losing_generate_gpt4omini,no
43,NEJMoa1404037,losing_generate_gpt5nano,no
43,NEJMoa1404037,losing_generate_llama,no
43,NEJMoa1404037,losing_generate_mistral,no
43,NEJMoa1404037,losing_generate_qwen,no
43,NEJMoa1404037,losing_improve_claude,no
43,NEJMoa1404037,losing_improve_gpt4omini,no
43,NEJMoa1404037,losing_improve_gpt5nano,no
43,NEJMoa1404037,losing_improve_llama,no
43,NEJMoa1404037,losing_improve_mistral,no
43,NEJMoa1404037,losing_improve_qwen,no
43,NEJMoa1404037,losing_paraphrase_claude,no
43,NEJMoa1404037,losing_paraphrase_gpt4omini,no
43,NEJMoa1404037,losing_paraphrase_gpt5nano,no
43,NEJMoa1404037,losing_paraphrase_llama,no
43,NEJMoa1404037,losing_paraphrase_mistral,no
43,NEJMoa1404037,losing_paraphrase_qwen,no
44,NEJMoa1404037,winning_text,no
44,NEJMoa1404037,losing_text,no
44,NEJMoa1404037,losing_generate_claude,no
44,NEJMoa1404037,losing_generate_gemini,no
44,NEJMoa1404037,losing_generate_gpt4omini,no
44,NEJMoa1404037,losing_generate_gpt5nano,no
44,NEJMoa1404037,losing_generate_llama,no
44,NEJMoa1404037,losing_generate_mistral,no
44,NEJMoa1404037,losing_generate_qwen,no
44,NEJMoa1404037,losing_improve_claude,no
44,NEJMoa1404037,losing_improve_gpt4omini,no
44,NEJMoa1404037,losing_improve_gpt5nano,no
44,NEJMoa1404037,losing_improve_llama,no
44,NEJMoa1404037,losing_improve_mistral,no
44,NEJMoa1404037,losing_improve_qwen,yes
44,NEJMoa1404037,losing_paraphrase_claude,no
44,NEJMoa1404037,losing_paraphrase_gpt4omini,no
44,NEJMoa1404037,losing_paraphrase_gpt5nano,no
44,NEJMoa1404037,losing_paraphrase_llama,no
44,NEJMoa1404037,losing_paraphrase_mistral,no
44,NEJMoa1404037,losing_paraphrase_qwen,no
45,NEJMoa1404037,winning_text,no
45,NEJMoa1404037,losing_text,no
45,NEJMoa1404037,losing_generate_claude,no
45,NEJMoa1404037,losing_generate_gpt4omini,no
45,NEJMoa1404037,losing_generate_gpt5nano,no
45,NEJMoa1404037,losing_generate_llama,no
45,NEJMoa1404037,losing_generate_mistral,no
45,NEJMoa1404037,losing_generate_qwen,no
45,NEJMoa1404037,losing_improve_claude,no
45,NEJMoa1404037,losing_improve_gpt4omini,no
45,NEJMoa1404037,losing_improve_gpt5nano,no
45,NEJMoa1404037,losing_improve_llama,no
45,NEJMoa1404037,losing_improve_mistral,no
45,NEJMoa1404037,losing_improve_qwen,no
