id,proposition,argument_type,score,custom_id,row_index,topic_column,request_id,status_code,score_raw,error_code,error_message,input_tokens,output_tokens,total_tokens
17,NEJMoa1404037,losing_improve_llama,5,score_17_row_0_losing_improve_llama,0,theme,a72b92e4-c9d7-43ae-a53c-6e26b9486a27,200,5,,,285,1,286
17,NEJMoa1404037,losing_improve_mistral,4,score_17_row_0_losing_improve_mistral,0,theme,69bbfe0e-dc9d-46bd-b545-9aee9962a432,200,4,,,267,1,268
17,NEJMoa1404037,losing_improve_qwen,4,score_17_row_0_losing_improve_qwen,0,theme,2b0d2760-316f-4252-8aae-4bf980665bc5,200,4,,,261,1,262
17,NEJMoa1404037,losing_paraphrase_claude,5,score_17_row_0_losing_paraphrase_claude,0,theme,c69c0d4b-5ce5-4081-84af-ac0a3a162a74,200,5,,,326,1,327
17,NEJMoa1404037,losing_paraphrase_gemini,4,score_17_row_0_losing_paraphrase_gemini,0,theme,eaf52976-90e3-48ae-9dcb-c74e136f1175,200,4,,,245,1,246
17,NEJMoa1404037,losing_paraphrase_gpt4omini,4,score_17_row_0_losing_paraphrase_gpt4omini,0,theme,714cfc22-b6d2-42b5-8ef1-115e42bff736,200,4,,,331,1,332
17,NEJMoa1404037,losing_paraphrase_gpt5nano,5,score_17_row_0_losing_paraphrase_gpt5nano,0,theme,e2c80c4d-2b6b-49fd-963e-e76413bf9e84,200,5,,,288,1,289
17,NEJMoa1404037,losing_paraphrase_llama,4,score_17_row_0_losing_paraphrase_llama,0,theme,d80fe20c-d805-4172-9ed3-b995e5501695,200,4,,,217,1,218
17,NEJMoa1404037,losing_paraphrase_mistral,4,score_17_row_0_losing_paraphrase_mistral,0,theme,0ad447bc-9723-43a4-abc8-f2d94b895be0,200,4,,,311,1,312
17,NEJMoa1404037,losing_paraphrase_qwen,4,score_17_row_0_losing_paraphrase_qwen,0,theme,beecad37-966d-4ad4-88f3-008cae77d533,200,4,,,243,1,244
18,NEJMoa1404037,winning_text,3,score_18_row_1_winning_text,1,theme,9f3dfcda-927f-4b62-8746-5c476301ffdb,200,3,,,359,1,360
18,NEJMoa1404037,losing_text,3,score_18_row_1_losing_text,1,theme,2752d72f-3233-4056-b3b6-0050b623e0bc,200,3,,,361,1,362
18,NEJMoa1404037,losing_generate_claude,4,score_18_row_1_losing_generate_claude,1,theme,f0aa5c37-b046-41b3-8f64-41cbfd91ea35,200,4,,,362,1,363
18,NEJMoa1404037,losing_generate_gemini,4,score_18_row_1_losing_generate_gemini,1,theme,590f6cfa-6b9b-4aa1-95d8-91bd9616d459,200,4,,,317,1,318
18,NEJMoa1404037,losing_generate_gpt4omini,4,score_18_row_1_losing_generate_gpt4omini,1,theme,e35271f2-35c9-4282-999b-e87db793676e,200,4,,,353,1,354
18,NEJMoa1404037,losing_generate_gpt5nano,5,score_18_row_1_losing_generate_gpt5nano,1,theme,2cda8820-7d9f-4108-b970-a287037927fe,200,5,,,348,1,349
18,NEJMoa1404037,losing_generate_llama,5,score_18_row_1_losing_generate_llama,1,theme,b51ed412-4fad-43f0-b6fc-a88a4f2785d6,200,5,,,238,1,239
18,NEJMoa1404037,losing_generate_mistral,4,score_18_row_1_losing_generate_mistral,1,theme,26180488-5773-40e1-90b8-c20d29e1b3c8,200,4,,,271,1,272
18,NEJMoa1404037,losing_generate_qwen,3,score_18_row_1_losing_generate_qwen,1,theme,146dd69b-4334-4d52-8adf-fab4f38778ec,200,3,,,290,1,291
18,NEJMoa1404037,losing_improve_claude,5,score_18_row_1_losing_improve_claude,1,theme,75579d7c-806e-47ac-8cf6-5af60c213948,200,5,,,375,1,376
18,NEJMoa1404037,losing_improve_gpt4omini,3,score_18_row_1_losing_improve_gpt4omini,1,theme,d7ccb011-381a-4d0a-aeec-cb7086e40a1a,200,3,,,356,1,357
18,NEJMoa1404037,losing_improve_gpt5nano,4,score_18_row_1_losing_improve_gpt5nano,1,theme,a4a2ed94-8593-4aeb-9220-00b92c96266c,200,4,,,352,1,353
18,NEJMoa1404037,losing_improve_llama,2,score_18_row_1_losing_improve_llama,1,theme,b49f0bbd-f924-4c0f-905b-c9e121cf1c43,200,2,,,267,1,268
18,NEJMoa1404037,losing_improve_mistral,4,score_18_row_1_losing_improve_mistral,1,theme,41b1dc84-7f1d-45c6-acd1-52245065e92f,200,4,,,313,1,314
18,NEJMoa1404037,losing_improve_qwen,3,score_18_row_1_losing_improve_qwen,1,theme,f2b9f79b-00e4-4de6-b855-ea45d14ce8fe,200,3,,,275,1,276
18,NEJMoa1404037,losing_paraphrase_claude,4,score_18_row_1_losing_paraphrase_claude,1,theme,fd7c65cd-bb51-4d5c-8b2c-998e2ae0474a,200,4,,,369,1,370
18,NEJMoa1404037,losing_paraphrase_gpt4omini,3,score_18_row_1_losing_paraphrase_gpt4omini,1,theme,43befd23-eca5-4f00-8281-e9ade0804d8e,200,3,,,376,1,377
18,NEJMoa1404037,losing_paraphrase_gpt5nano,4,score_18_row_1_losing_paraphrase_gpt5nano,1,theme,3859bcd6-c564-4717-99cb-6bcd37630ba6,200,4,,,355,1,356
18,NEJMoa1404037,losing_paraphrase_llama,5,score_18_row_1_losing_paraphrase_llama,1,theme,6b647c9c-f642-41ba-9035-920a0d190f86,200,5,,,244,1,245
18,NEJMoa1404037,losing_paraphrase_mistral,3,score_18_row_1_losing_paraphrase_mistral,1,theme,02d6e537-f744-4375-b4e8-87e51f7ee453,200,3,,,310,1,311
18,NEJMoa1404037,losing_paraphrase_qwen,4,score_18_row_1_losing_paraphrase_qwen,1,theme,09193162-7df7-4a22-8cd3-c05715fbe041,200,4,,,315,1,316
19,NEJMoa1404037,winning_text,4,score_19_row_2_winning_text,2,theme,ac6769cc-0e45-44a3-9bbf-bf0abd6b3edc,200,4,,,430,1,431
19,NEJMoa1404037,losing_text,4,score_19_row_2_losing_text,2,theme,c3fec640-7dc4-4f3e-92ba-58699018c9e9,200,4,,,359,1,360
19,NEJMoa1404037,losing_generate_claude,5,score_19_row_2_losing_generate_claude,2,theme,3c1e1e72-a8ed-4476-946b-e64e104e63a8,200,5,,,329,1,330
19,NEJMoa1404037,losing_generate_gpt4omini,4,score_19_row_2_losing_generate_gpt4omini,2,theme,0e0c9e87-8d96-4ad9-adcf-ac8f221ad1df,200,4,,,360,1,361
19,NEJMoa1404037,losing_generate_gpt5nano,5,score_19_row_2_losing_generate_gpt5nano,2,theme,14c4f186-803c-47b9-9ed5-3ebd69d8e472,200,5,,,289,1,290
19,NEJMoa1404037,losing_generate_llama,4,score_19_row_2_losing_generate_llama,2,theme,3d1c4f5b-355c-4909-823e-96e36d2a3cef,200,4,,,218,1,219
19,NEJMoa1404037,losing_generate_mistral,4,score_19_row_2_losing_generate_mistral,2,theme,ed401168-629c-4305-b730-2da423b8a767,200,4,,,326,1,327
19,NEJMoa1404037,losing_generate_qwen,4,score_19_row_2_losing_generate_qwen,2,theme,36e837ab-575a-4909-bbde-9a7d091ed683,200,4,,,297,1,298
19,NEJMoa1404037,losing_improve_claude,5,score_19_row_2_losing_improve_claude,2,theme,8038cf35-75c5-440b-904f-4c195e9d9a4d,200,5,,,336,1,337
19,NEJMoa1404037,losing_improve_gpt4omini,4,score_19_row_2_losing_improve_gpt4omini,2,theme,caf3c422-d20c-4864-8bb1-6505116bfa99,200,4,,,361,1,362
19,NEJMoa1404037,losing_improve_gpt5nano,5,score_19_row_2_losing_improve_gpt5nano,2,theme,8cd15808-cbb3-436e-a774-14c45c5931e2,200,5,,,295,1,296
19,NEJMoa1404037,losing_improve_llama,4,score_19_row_2_losing_improve_llama,2,theme,45942a80-fc83-4711-bbbe-9a56951d91ae,200,4,,,319,1,320
19,NEJMoa1404037,losing_improve_mistral,4,score_19_row_2_losing_improve_mistral,2,theme,502eb01e-fc1a-44a8-b6d0-474bbbdc8d34,200,4,,,253,1,254
19,NEJMoa1404037,losing_improve_qwen,4,score_19_row_2_losing_improve_qwen,2,theme,97a554f1-f5ed-4413-befc-d0e5745ee55b,200,4,,,288,1,289
19,NEJMoa1404037,losing_paraphrase_claude,5,score_19_row_2_losing_paraphrase_claude,2,theme,e449a375-331b-499e-8e75-4603abdfff4a,200,5,,,354,1,355
19,NEJMoa1404037,losing_paraphrase_gemini,5,score_19_row_2_losing_paraphrase_gemini,2,theme,4badc083-5fcb-452f-9c1d-575b9af75271,200,5,,,337,1,338
19,NEJMoa1404037,losing_paraphrase_gpt4omini,4,score_19_row_2_losing_paraphrase_gpt4omini,2,theme,c00a06fe-81be-46a7-9b4b-7935f7040944,200,4,,,365,1,366
19,NEJMoa1404037,losing_paraphrase_gpt5nano,5,score_19_row_2_losing_paraphrase_gpt5nano,2,theme,79b4e4db-a360-47aa-9346-eff512215107,200,5,,,298,1,299
19,NEJMoa1404037,losing_paraphrase_llama,4,score_19_row_2_losing_paraphrase_llama,2,theme,e4add0fa-e0b1-49c9-83ab-7e01b2aad72a,200,4,,,224,1,225
19,NEJMoa1404037,losing_paraphrase_mistral,4,score_19_row_2_losing_paraphrase_mistral,2,theme,7a19c9b1-d052-42f1-9c54-819c71e8226c,200,4,,,349,1,350
19,NEJMoa1404037,losing_paraphrase_qwen,4,score_19_row_2_losing_paraphrase_qwen,2,theme,a172d9ff-e351-496f-9a14-97914bd764df,200,4,,,231,1,232
20,NEJMoa1404037,winning_text,4,score_20_row_3_winning_text,3,theme,102dc2b8-8222-4478-9d8b-3129f6d51ae4,200,4,,,359,1,360
20,NEJMoa1404037,losing_text,4,score_20_row_3_losing_text,3,theme,066191c8-a0ed-424a-8d5d-30d62a118d93,200,4,,,341,1,342
20,NEJMoa1404037,losing_generate_claude,5,score_20_row_3_losing_generate_claude,3,theme,3f44828e-7d98-4b8a-bd26-7347547c050f,200,5,,,323,1,324
20,NEJMoa1404037,losing_generate_gemini,4,score_20_row_3_losing_generate_gemini,3,theme,c867c937-4984-444d-af3e-66c857d73866,200,4,,,295,1,296
20,NEJMoa1404037,losing_generate_gpt4omini,4,score_20_row_3_losing_generate_gpt4omini,3,theme,5aa0ae0f-85b1-4055-94b8-e5d4a5633ecf,200,4,,,329,1,330
20,NEJMoa1404037,losing_generate_gpt5nano,5,score_20_row_3_losing_generate_gpt5nano,3,theme,feae61c7-fe6f-4377-8074-a74f6c16fe77,200,5,,,295,1,296
20,NEJMoa1404037,losing_generate_llama,5,score_20_row_3_losing_generate_llama,3,theme,6bec1970-88bd-459b-8b04-e07a7fc9110b,200,5,,,223,1,224
20,NEJMoa1404037,losing_generate_mistral,4,score_20_row_3_losing_generate_mistral,3,theme,fc25b18e-80bf-43ce-afa3-5a894c3eeb0d,200,4,,,284,1,285
20,NEJMoa1404037,losing_generate_qwen,4,score_20_row_3_losing_generate_qwen,3,theme,bd8baec1-f33e-4a32-9c5c-ebbda5ebb137,200,4,,,255,1,256
20,NEJMoa1404037,losing_improve_claude,5,score_20_row_3_losing_improve_claude,3,theme,c8615ef7-c58a-4c59-920b-8b01f2cfc37d,200,5,,,310,1,311
20,NEJMoa1404037,losing_improve_gpt4omini,5,score_20_row_3_losing_improve_gpt4omini,3,theme,1a3da47f-0f1a-4391-8c73-ffea6be66ee5,200,5,,,332,1,333
20,NEJMoa1404037,losing_improve_gpt5nano,5,score_20_row_3_losing_improve_gpt5nano,3,theme,41edad4c-aad4-41cc-be6c-789423919e08,200,5,,,294,1,295
20,NEJMoa1404037,losing_improve_llama,4,score_20_row_3_losing_improve_llama,3,theme,1c4bd970-21a2-4140-8d7f-8319f6428db2,200,4,,,236,1,237
20,NEJMoa1404037,losing_improve_mistral,4,score_20_row_3_losing_improve_mistral,3,theme,c883e59d-96b6-4e7f-834b-8da0241730f5,200,4,,,277,1,278
20,NEJMoa1404037,losing_improve_qwen,4,score_20_row_3_losing_improve_qwen,3,theme,a6a18de2-6b7e-40e0-bab5-fe8b52e9fe06,200,4,,,232,1,233
20,NEJMoa1404037,losing_paraphrase_claude,4,score_20_row_3_losing_paraphrase_claude,3,theme,9b67c87d-2195-98f9-9b02-0c952060136a,200,4,,,326,1,327
20,NEJMoa1404037,losing_paraphrase_gemini,4,score_20_row_3_losing_paraphrase_gemini,3,theme,33325eef-6896-4df7-85f7-176d3a117866,200,4,,,273,1,274
20,NEJMoa1404037,losing_paraphrase_gpt4omini,4,score_20_row_3_losing_paraphrase_gpt4omini,3,theme,c542b50e-a919-4cf0-b14d-806c7d8f3aa6,200,4,,,321,1,322
20,NEJMoa1404037,losing_paraphrase_gpt5nano,4,score_20_row_3_losing_paraphrase_gpt5nano,3,theme,4aa39358-50d2-4116-83d2-2c14bc1ffab0,200,4,,,297,1,298
20,NEJMoa1404037,losing_paraphrase_llama,4,score_20_row_3_losing_paraphrase_llama,3,theme,b21f7047-0a06-4ea6-8e11-3a14446e62de,200,4,,,199,1,200
20,NEJMoa1404037,losing_paraphrase_mistral,4,score_20_row_3_losing_paraphrase_mistral,3,theme,03a33613-c595-481f-971d-4858574ecb06,200,4,,,346,1,347
20,NEJMoa1404037,losing_paraphrase_qwen,4,score_20_row_3_losing_paraphrase_qwen,3,theme,5c5e2e72-f4c7-40bc-ada0-cd6558eedb6e,200,4,,,276,1,277
21,NEJMoa1404037,winning_text,3,score_21_row_4_winning_text,4,theme,040d5f2f-4551-4769-87b5-221976674216,200,3,,,359,1,360
21,NEJMoa1404037,losing_text,4,score_21_row_4_losing_text,4,theme,7f6fe649-f26f-46a5-9396-54bd91704e82,200,4,,,362,1,363
21,NEJMoa1404037,losing_generate_claude,5,score_21_row_4_losing_generate_claude,4,theme,e30c93ec-04ae-479f-a07f-3ab657819bfe,200,5,,,322,1,323
21,NEJMoa1404037,losing_generate_gpt4omini,5,score_21_row_4_losing_generate_gpt4omini,4,theme,401b9d81-1dda-4d08-acf2-c902e7a6609f,200,5,,,359,1,360
21,NEJMoa1404037,losing_generate_gpt5nano,4,score_21_row_4_losing_generate_gpt5nano,4,theme,9f1c0469-3ac3-47ad-b463-3611ba4ba3cc,200,4,,,281,1,282
21,NEJMoa1404037,losing_generate_llama,4,score_21_row_4_losing_generate_llama,4,theme,754e3431-f351-4d52-aa5c-ab26e9d6f4e4,200,4,,,204,1,205
21,NEJMoa1404037,losing_generate_mistral,4,score_21_row_4_losing_generate_mistral,4,theme,1fb39a09-13dd-46bc-ae0b-557458ea5e74,200,4,,,301,1,302
21,NEJMoa1404037,losing_generate_qwen,4,score_21_row_4_losing_generate_qwen,4,theme,2473c788-9f32-4f67-a4eb-8f84a25cb1a9,200,4,,,243,1,244
21,NEJMoa1404037,losing_improve_claude,5,score_21_row_4_losing_improve_claude,4,theme,f32781b2-63de-4b64-ba6a-c2e45bfa89b6,200,5,,,338,1,339
21,NEJMoa1404037,losing_improve_gpt4omini,4,score_21_row_4_losing_improve_gpt4omini,4,theme,6e5b4e7c-0af9-47bc-9dcf-0f13940d4429,200,4,,,359,1,360
21,NEJMoa1404037,losing_improve_gpt5nano,4,score_21_row_4_losing_improve_gpt5nano,4,theme,941624e1-1ec0-4961-975e-b4fc602af407,200,4,,,264,1,265
21,NEJMoa1404037,losing_improve_llama,5,score_21_row_4_losing_improve_llama,4,theme,63399aa3-abb1-4566-bc58-b60cb45e6f07,200,5,,,258,1,259
21,NEJMoa1404037,losing_improve_mistral,4,score_21_row_4_losing_improve_mistral,4,theme,53630b17-4077-4f3a-b2d2-63db43cc7d53,200,4,,,283,1,284
21,NEJMoa1404037,losing_improve_qwen,4,score_21_row_4_losing_improve_qwen,4,theme,ee7cd3b2-4e2f-47cc-a56f-4d9d54d70b89,200,4,,,241,1,242
21,NEJMoa1404037,losing_paraphrase_claude,5,score_21_row_4_losing_paraphrase_claude,4,theme,40f12661-b337-4cfc-88cf-6e6881c75a78,200,5,,,366,1,367
21,NEJMoa1404037,losing_paraphrase_gpt4omini,4,score_21_row_4_losing_paraphrase_gpt4omini,4,theme,8c25f319-965f-402d-b766-2f533fb345d0,200,4,,,359,1,360
21,NEJMoa1404037,losing_paraphrase_gpt5nano,4,score_21_row_4_losing_paraphrase_gpt5nano,4,theme,dd228c85-1eb5-4f7c-8787-d9af4a903b90,200,4,,,306,1,307
21,NEJMoa1404037,losing_paraphrase_llama,5,score_21_row_4_losing_paraphrase_llama,4,theme,85f26ea4-2ffc-47f7-94a7-24ea10b9945f,200,5,,,222,1,223
21,NEJMoa1404037,losing_paraphrase_mistral,4,score_21_row_4_losing_paraphrase_mistral,4,theme,1b4964b3-ddc0-4e7c-a534-f63820bea8ea,200,4,,,349,1,350
21,NEJMoa1404037,losing_paraphrase_qwen,4,score_21_row_4_losing_paraphrase_qwen,4,theme,03df0dfe-ab53-4b99-8b17-ba3dcd96b114,200,4,,,227,1,228
22,NEJMoa1404037,winning_text,3,score_22_row_5_winning_text,5,theme,065563fa-ef7c-4efa-906b-39c532c17c3e,200,3,,,359,1,360
22,NEJMoa1404037,losing_text,4,score_22_row_5_losing_text,5,theme,5010e169-0fb5-4059-a1b5-58eea8549f11,200,4,,,340,1,341
22,NEJMoa1404037,losing_generate_claude,4,score_22_row_5_losing_generate_claude,5,theme,a6884f5d-735d-4510-a78c-47a8108e2b4f,200,4,,,317,1,318
22,NEJMoa1404037,losing_generate_gemini,4,score_22_row_5_losing_generate_gemini,5,theme,ecd27cae-4ade-437e-becd-ae860b3b468e,200,4,,,311,1,312
22,NEJMoa1404037,losing_generate_gpt4omini,4,score_22_row_5_losing_generate_gpt4omini,5,theme,e4e20ca3-7aaa-4e74-be44-716c6575482a,200,4,,,313,1,314
22,NEJMoa1404037,losing_generate_gpt5nano,5,score_22_row_5_losing_generate_gpt5nano,5,theme,eec81561-418f-9126-825c-f3ff4e951f25,200,5,,,352,1,353
22,NEJMoa1404037,losing_generate_llama,4,score_22_row_5_losing_generate_llama,5,theme,e415a535-d8ba-4b19-80f0-5c85e45c05a3,200,4,,,215,1,216
22,NEJMoa1404037,losing_generate_mistral,3,score_22_row_5_losing_generate_mistral,5,theme,06102461-6d24-4802-8712-20d0b140fdcc,200,3,,,323,1,324
22,NEJMoa1404037,losing_generate_qwen,4,score_22_row_5_losing_generate_qwen,5,theme,6bd340fa-2fa5-4da2-943a-f69b90909f00,200,4,,,245,1,246
22,NEJMoa1404037,losing_improve_claude,5,score_22_row_5_losing_improve_claude,5,theme,0dc9b7bf-a8a9-497d-b749-417f41e30636,200,5,,,340,1,341
22,NEJMoa1404037,losing_improve_gpt4omini,4,score_22_row_5_losing_improve_gpt4omini,5,theme,2392dd1a-72b3-441e-b85d-ec2bbfcde3f5,200,4,,,325,1,326
22,NEJMoa1404037,losing_improve_gpt5nano,5,score_22_row_5_losing_improve_gpt5nano,5,theme,2de4a400-e236-4e6a-bdd1-3a94e8f1747b,200,5,,,308,1,309
22,NEJMoa1404037,losing_improve_llama,4,score_22_row_5_losing_improve_llama,5,theme,45c1e6f6-4e09-4bf3-be3b-d47cfbdaab47,200,4,,,223,1,224
22,NEJMoa1404037,losing_improve_mistral,5,score_22_row_5_losing_improve_mistral,5,theme,bfd6bfa1-a27e-4931-9262-9c099adc4efa,200,5,,,294,1,295
22,NEJMoa1404037,losing_improve_qwen,4,score_22_row_5_losing_improve_qwen,5,theme,0ff651d0-96d4-4e87-ac9e-cf28eee6eb8b,200,4,,,237,1,238
22,NEJMoa1404037,losing_paraphrase_claude,4,score_22_row_5_losing_paraphrase_claude,5,theme,e907a97d-af34-4dc4-a44c-5905d8da298b,200,4,,,318,1,319
22,NEJMoa1404037,losing_paraphrase_gpt4omini,4,score_22_row_5_losing_paraphrase_gpt4omini,5,theme,b1b55b16-2e67-4de7-b105-beb0c1e17454,200,4,,,333,1,334
22,NEJMoa1404037,losing_paraphrase_gpt5nano,4,score_22_row_5_losing_paraphrase_gpt5nano,5,theme,2121ce13-0266-4913-a6c6-47bf5a61b33c,200,4,,,293,1,294
22,NEJMoa1404037,losing_paraphrase_llama,4,score_22_row_5_losing_paraphrase_llama,5,theme,ffa6dcb7-877f-41e5-bc40-990df8ec8355,200,4,,,223,1,224
22,NEJMoa1404037,losing_paraphrase_mistral,4,score_22_row_5_losing_paraphrase_mistral,5,theme,6e799444-0827-4d7d-b24a-4b63df9351c9,200,4,,,324,1,325
22,NEJMoa1404037,losing_paraphrase_qwen,5,score_22_row_5_losing_paraphrase_qwen,5,theme,b52235c2-1f58-404d-ae78-0ae7d23bfad2,200,5,,,287,1,288
23,NEJMoa1404037,winning_text,4,score_23_row_6_winning_text,6,theme,b240e9d0-ddaa-40d7-bf5e-38dc4555c781,200,4,,,359,1,360
23,NEJMoa1404037,losing_text,3,score_23_row_6_losing_text,6,theme,f34fcf13-8218-4d6a-8e4f-e5f07b03d413,200,3,,,405,1,406
23,NEJMoa1404037,losing_generate_claude,5,score_23_row_6_losing_generate_claude,6,theme,86215fb7-00c5-4e99-9e65-352dda4c1ce4,200,5,,,403,1,404
23,NEJMoa1404037,losing_generate_gpt4omini,5,score_23_row_6_losing_generate_gpt4omini,6,theme,61a3f73d-424a-4d61-8f48-7f82a524c206,200,5,,,376,1,377
23,NEJMoa1404037,losing_generate_gpt5nano,5,score_23_row_6_losing_generate_gpt5nano,6,theme,b3714100-2333-4164-840f-acee035c26ae,200,5,,,390,1,391
23,NEJMoa1404037,losing_generate_llama,4,score_23_row_6_losing_generate_llama,6,theme,407de441-b849-4e35-9c60-389f1bd9cfbd,200,4,,,241,1,242
23,NEJMoa1404037,losing_generate_mistral,5,score_23_row_6_losing_generate_mistral,6,theme,bd160928-1153-4b85-93b8-588983282646,200,5,,,338,1,339
23,NEJMoa1404037,losing_generate_qwen,5,score_23_row_6_losing_generate_qwen,6,theme,5f7bfcb9-8b83-436b-8e92-eb61cab2efd4,200,5,,,319,1,320
23,NEJMoa1404037,losing_improve_claude,5,score_23_row_6_losing_improve_claude,6,theme,5ec05cd3-c2d1-49e3-9679-86010e7d8ac2,200,5,,,394,1,395
23,NEJMoa1404037,losing_improve_gpt4omini,5,score_23_row_6_losing_improve_gpt4omini,6,theme,93f06c7d-f48f-4f39-a9a5-16f7db40fa86,200,5,,,397,1,398
23,NEJMoa1404037,losing_improve_gpt5nano,5,score_23_row_6_losing_improve_gpt5nano,6,theme,06944d32-b2fe-43f9-b734-08af808089c8,200,5,,,348,1,349
23,NEJMoa1404037,losing_improve_llama,3,score_23_row_6_losing_improve_llama,6,theme,b8e14ba3-c1a9-4a41-93d8-adf5ebc0ba08,200,3,,,363,1,364
23,NEJMoa1404037,losing_improve_mistral,5,score_23_row_6_losing_improve_mistral,6,theme,5d5697c1-b32f-4c35-859c-ef7ff938e9dc,200,5,,,308,1,309
23,NEJMoa1404037,losing_improve_qwen,5,score_23_row_6_losing_improve_qwen,6,theme,67ec3844-bd60-4c84-8880-78c611e6910c,200,5,,,313,1,314
23,NEJMoa1404037,losing_paraphrase_claude,5,score_23_row_6_losing_paraphrase_claude,6,theme,8f15963a-7e7d-467f-b991-e5fcb74f333c,200,5,,,414,1,415
23,NEJMoa1404037,losing_paraphrase_gpt4omini,5,score_23_row_6_losing_paraphrase_gpt4omini,6,theme,475f697a-52e8-42ec-9953-4b8aca8bb420,200,5,,,408,1,409
23,NEJMoa1404037,losing_paraphrase_gpt5nano,5,score_23_row_6_losing_paraphrase_gpt5nano,6,theme,c5e1f2ea-c13d-4c95-96ac-9e25d225201f,200,5,,,345,1,346
23,NEJMoa1404037,losing_paraphrase_llama,4,score_23_row_6_losing_paraphrase_llama,6,theme,aea8b43b-1333-47b2-b818-0e54e638ca30,200,4,,,203,1,204
23,NEJMoa1404037,losing_paraphrase_mistral,4,score_23_row_6_losing_paraphrase_mistral,6,theme,12439752-8927-4553-bbd8-545a82ed2727,200,4,,,393,1,394
23,NEJMoa1404037,losing_paraphrase_qwen,5,score_23_row_6_losing_paraphrase_qwen,6,theme,a02ad09e-317c-4c48-b562-1ec9d026ae34,200,5,,,370,1,371
25,NEJMoa1404037,winning_text,3,score_25_row_7_winning_text,7,theme,a8c40100-244e-4d29-bee5-b7ca563fa49c,200,3,,,359,1,360
25,NEJMoa1404037,losing_text,3,score_25_row_7_losing_text,7,theme,9f142794-3f29-4d1b-aeb6-488c2f9151c0,200,3,,,340,1,341
25,NEJMoa1404037,losing_generate_claude,5,score_25_row_7_losing_generate_claude,7,theme,1de3b2d1-dec8-4c75-a973-ae9631586a79,200,5,,,322,1,323
25,NEJMoa1404037,losing_generate_gemini,5,score_25_row_7_losing_generate_gemini,7,theme,338c6810-ed6a-4450-9413-13d9cfa7d995,200,5,,,283,1,284
25,NEJMoa1404037,losing_generate_gpt4omini,5,score_25_row_7_losing_generate_gpt4omini,7,theme,c6f180f2-77b8-4f87-bfc0-d20fa7fd0e0a,200,5,,,310,1,311
25,NEJMoa1404037,losing_generate_gpt5nano,5,score_25_row_7_losing_generate_gpt5nano,7,theme,6a6b4ce0-97d5-4829-99de-99caa51b336a,200,5,,,274,1,275
25,NEJMoa1404037,losing_generate_llama,4,score_25_row_7_losing_generate_llama,7,theme,92fcce72-c381-47f5-a3e9-cf812937afc1,200,4,,,214,1,215
25,NEJMoa1404037,losing_generate_mistral,4,score_25_row_7_losing_generate_mistral,7,theme,7bbe3610-fd16-4665-9ede-dd62cf3e9ed8,200,4,,,290,1,291
25,NEJMoa1404037,losing_generate_qwen,4,score_25_row_7_losing_generate_qwen,7,theme,9f028df5-339f-42c7-9db0-12132157f470,200,4,,,257,1,258
25,NEJMoa1404037,losing_improve_claude,5,score_25_row_7_losing_improve_claude,7,theme,8d34e3f2-ad50-42b5-9724-ad7f67bea754,200,5,,,312,1,313
