row_id,theme,A_source,B_source,first_final_answer,swapped_final_answer,chosen_source_direct,chosen_source_reversed,order_influenced_decision
18,NEJMoa1404037,winning_text,losing_generate_mistral,2,2,losing_generate_mistral,winning_text,Yes
18,NEJMoa1404037,winning_text,losing_generate_qwen,2,2,losing_generate_qwen,winning_text,Yes
18,NEJMoa1404037,winning_text,losing_improve_claude,2,1,losing_improve_claude,losing_improve_claude,No
18,NEJMoa1404037,winning_text,losing_improve_gpt4omini,2,2,losing_improve_gpt4omini,winning_text,Yes
18,NEJMoa1404037,winning_text,losing_improve_gpt5nano,2,2,losing_improve_gpt5nano,winning_text,Yes
18,NEJMoa1404037,winning_text,losing_improve_llama,1,2,winning_text,winning_text,No
18,NEJMoa1404037,winning_text,losing_improve_mistral,2,2,losing_improve_mistral,winning_text,Yes
18,NEJMoa1404037,winning_text,losing_improve_qwen,2,2,losing_improve_qwen,winning_text,Yes
18,NEJMoa1404037,winning_text,losing_paraphrase_claude,2,2,losing_paraphrase_claude,winning_text,Yes
18,NEJMoa1404037,winning_text,losing_paraphrase_gpt4omini,2,2,losing_paraphrase_gpt4omini,winning_text,Yes
18,NEJMoa1404037,winning_text,losing_paraphrase_gpt5nano,2,2,losing_paraphrase_gpt5nano,winning_text,Yes
18,NEJMoa1404037,winning_text,losing_paraphrase_llama,1,2,winning_text,winning_text,No
18,NEJMoa1404037,winning_text,losing_paraphrase_mistral,2,2,losing_paraphrase_mistral,winning_text,Yes
18,NEJMoa1404037,winning_text,losing_paraphrase_qwen,2,2,losing_paraphrase_qwen,winning_text,Yes
18,NEJMoa1404037,losing_text,losing_generate_claude,2,1,losing_generate_claude,losing_generate_claude,No
18,NEJMoa1404037,losing_text,losing_generate_gemini,2,1,losing_generate_gemini,losing_generate_gemini,No
18,NEJMoa1404037,losing_text,losing_generate_gpt4omini,2,1,losing_generate_gpt4omini,losing_generate_gpt4omini,No
18,NEJMoa1404037,losing_text,losing_generate_gpt5nano,2,1,losing_generate_gpt5nano,losing_generate_gpt5nano,No
18,NEJMoa1404037,losing_text,losing_generate_llama,2,1,losing_generate_llama,losing_generate_llama,No
18,NEJMoa1404037,losing_text,losing_generate_mistral,2,1,losing_generate_mistral,losing_generate_mistral,No
18,NEJMoa1404037,losing_text,losing_generate_qwen,2,1,losing_generate_qwen,losing_generate_qwen,No
18,NEJMoa1404037,losing_text,losing_improve_claude,2,1,losing_improve_claude,losing_improve_claude,No
18,NEJMoa1404037,losing_text,losing_improve_gpt4omini,2,1,losing_improve_gpt4omini,losing_improve_gpt4omini,No
18,NEJMoa1404037,losing_text,losing_improve_gpt5nano,2,1,losing_improve_gpt5nano,losing_improve_gpt5nano,No
18,NEJMoa1404037,losing_text,losing_improve_llama,2,1,losing_improve_llama,losing_improve_llama,No
18,NEJMoa1404037,losing_text,losing_improve_mistral,2,1,losing_improve_mistral,losing_improve_mistral,No
18,NEJMoa1404037,losing_text,losing_improve_qwen,2,1,losing_improve_qwen,losing_improve_qwen,No
18,NEJMoa1404037,losing_text,losing_paraphrase_claude,2,1,losing_paraphrase_claude,losing_paraphrase_claude,No
18,NEJMoa1404037,losing_text,losing_paraphrase_gpt4omini,2,1,losing_paraphrase_gpt4omini,losing_paraphrase_gpt4omini,No
18,NEJMoa1404037,losing_text,losing_paraphrase_gpt5nano,2,1,losing_paraphrase_gpt5nano,losing_paraphrase_gpt5nano,No
18,NEJMoa1404037,losing_text,losing_paraphrase_llama,2,1,losing_paraphrase_llama,losing_paraphrase_llama,No
18,NEJMoa1404037,losing_text,losing_paraphrase_mistral,2,1,losing_paraphrase_mistral,losing_paraphrase_mistral,No
18,NEJMoa1404037,losing_text,losing_paraphrase_qwen,2,1,losing_paraphrase_qwen,losing_paraphrase_qwen,No
19,NEJMoa1404037,winning_text,losing_generate_claude,2,1,losing_generate_claude,losing_generate_claude,No
19,NEJMoa1404037,winning_text,losing_generate_gpt4omini,2,1,losing_generate_gpt4omini,losing_generate_gpt4omini,No
19,NEJMoa1404037,winning_text,losing_generate_gpt5nano,2,1,losing_generate_gpt5nano,losing_generate_gpt5nano,No
19,NEJMoa1404037,winning_text,losing_generate_llama,2,2,losing_generate_llama,winning_text,Yes
19,NEJMoa1404037,winning_text,losing_generate_mistral,2,1,losing_generate_mistral,losing_generate_mistral,No
19,NEJMoa1404037,winning_text,losing_generate_qwen,2,1,losing_generate_qwen,losing_generate_qwen,No
19,NEJMoa1404037,winning_text,losing_improve_claude,2,1,losing_improve_claude,losing_improve_claude,No
19,NEJMoa1404037,winning_text,losing_improve_gpt4omini,2,1,losing_improve_gpt4omini,losing_improve_gpt4omini,No
19,NEJMoa1404037,winning_text,losing_improve_gpt5nano,2,1,losing_improve_gpt5nano,losing_improve_gpt5nano,No
19,NEJMoa1404037,winning_text,losing_improve_llama,2,1,losing_improve_llama,losing_improve_llama,No
19,NEJMoa1404037,winning_text,losing_improve_mistral,2,2,losing_improve_mistral,winning_text,Yes
19,NEJMoa1404037,winning_text,losing_improve_qwen,2,1,losing_improve_qwen,losing_improve_qwen,No
19,NEJMoa1404037,winning_text,losing_paraphrase_claude,2,1,losing_paraphrase_claude,losing_paraphrase_claude,No
19,NEJMoa1404037,winning_text,losing_paraphrase_gemini,2,1,losing_paraphrase_gemini,losing_paraphrase_gemini,No
19,NEJMoa1404037,winning_text,losing_paraphrase_gpt4omini,2,1,losing_paraphrase_gpt4omini,losing_paraphrase_gpt4omini,No
19,NEJMoa1404037,winning_text,losing_paraphrase_gpt5nano,2,2,losing_paraphrase_gpt5nano,winning_text,Yes
19,NEJMoa1404037,winning_text,losing_paraphrase_llama,2,2,losing_paraphrase_llama,winning_text,Yes
19,NEJMoa1404037,winning_text,losing_paraphrase_mistral,1,1,winning_text,losing_paraphrase_mistral,Yes
19,NEJMoa1404037,winning_text,losing_paraphrase_qwen,2,2,losing_paraphrase_qwen,winning_text,Yes
19,NEJMoa1404037,losing_text,losing_generate_claude,2,1,losing_generate_claude,losing_generate_claude,No
19,NEJMoa1404037,losing_text,losing_generate_gpt4omini,2,2,losing_generate_gpt4omini,losing_text,Yes
19,NEJMoa1404037,losing_text,losing_generate_gpt5nano,2,1,losing_generate_gpt5nano,losing_generate_gpt5nano,No
19,NEJMoa1404037,losing_text,losing_generate_llama,2,2,losing_generate_llama,losing_text,Yes
19,NEJMoa1404037,losing_text,losing_generate_mistral,2,2,losing_generate_mistral,losing_text,Yes
19,NEJMoa1404037,losing_text,losing_generate_qwen,2,2,losing_generate_qwen,losing_text,Yes
19,NEJMoa1404037,losing_text,losing_improve_claude,2,1,losing_improve_claude,losing_improve_claude,No
19,NEJMoa1404037,losing_text,losing_improve_gpt4omini,2,2,losing_improve_gpt4omini,losing_text,Yes
19,NEJMoa1404037,losing_text,losing_improve_gpt5nano,2,1,losing_improve_gpt5nano,losing_improve_gpt5nano,No
19,NEJMoa1404037,losing_text,losing_improve_llama,2,2,losing_improve_llama,losing_text,Yes
19,NEJMoa1404037,losing_text,losing_improve_mistral,1,2,losing_text,losing_text,No
19,NEJMoa1404037,losing_text,losing_improve_qwen,2,2,losing_improve_qwen,losing_text,Yes
19,NEJMoa1404037,losing_text,losing_paraphrase_claude,2,1,losing_paraphrase_claude,losing_paraphrase_claude,No
19,NEJMoa1404037,losing_text,losing_paraphrase_gemini,2,2,losing_paraphrase_gemini,losing_text,Yes
19,NEJMoa1404037,losing_text,losing_paraphrase_gpt4omini,2,2,losing_paraphrase_gpt4omini,losing_text,Yes
19,NEJMoa1404037,losing_text,losing_paraphrase_gpt5nano,2,1,losing_paraphrase_gpt5nano,losing_paraphrase_gpt5nano,No
19,NEJMoa1404037,losing_text,losing_paraphrase_llama,2,2,losing_paraphrase_llama,losing_text,Yes
19,NEJMoa1404037,losing_text,losing_paraphrase_mistral,2,2,losing_paraphrase_mistral,losing_text,Yes
19,NEJMoa1404037,losing_text,losing_paraphrase_qwen,2,2,losing_paraphrase_qwen,losing_text,Yes
20,NEJMoa1404037,winning_text,losing_generate_claude,2,2,losing_generate_claude,winning_text,Yes
20,NEJMoa1404037,winning_text,losing_generate_gemini,2,2,losing_generate_gemini,winning_text,Yes
20,NEJMoa1404037,winning_text,losing_generate_gpt4omini,2,2,losing_generate_gpt4omini,winning_text,Yes
20,NEJMoa1404037,winning_text,losing_generate_gpt5nano,2,2,losing_generate_gpt5nano,winning_text,Yes
20,NEJMoa1404037,winning_text,losing_generate_llama,2,2,losing_generate_llama,winning_text,Yes
20,NEJMoa1404037,winning_text,losing_generate_mistral,2,2,losing_generate_mistral,winning_text,Yes
20,NEJMoa1404037,winning_text,losing_generate_qwen,2,2,losing_generate_qwen,winning_text,Yes
20,NEJMoa1404037,winning_text,losing_improve_claude,2,2,losing_improve_claude,winning_text,Yes
20,NEJMoa1404037,winning_text,losing_improve_gpt4omini,2,2,losing_improve_gpt4omini,winning_text,Yes
20,NEJMoa1404037,winning_text,losing_improve_gpt5nano,2,2,losing_improve_gpt5nano,winning_text,Yes
20,NEJMoa1404037,winning_text,losing_improve_llama,2,1,losing_improve_llama,losing_improve_llama,No
20,NEJMoa1404037,winning_text,losing_improve_mistral,2,2,losing_improve_mistral,winning_text,Yes
20,NEJMoa1404037,winning_text,losing_improve_qwen,2,2,losing_improve_qwen,winning_text,Yes
20,NEJMoa1404037,winning_text,losing_paraphrase_claude,2,2,losing_paraphrase_claude,winning_text,Yes
20,NEJMoa1404037,winning_text,losing_paraphrase_gemini,1,2,winning_text,winning_text,No
20,NEJMoa1404037,winning_text,losing_paraphrase_gpt4omini,2,2,losing_paraphrase_gpt4omini,winning_text,Yes
20,NEJMoa1404037,winning_text,losing_paraphrase_gpt5nano,2,2,losing_paraphrase_gpt5nano,winning_text,Yes
20,NEJMoa1404037,winning_text,losing_paraphrase_llama,2,1,losing_paraphrase_llama,losing_paraphrase_llama,No
20,NEJMoa1404037,winning_text,losing_paraphrase_mistral,2,2,losing_paraphrase_mistral,winning_text,Yes
20,NEJMoa1404037,winning_text,losing_paraphrase_qwen,1,2,winning_text,winning_text,No
20,NEJMoa1404037,losing_text,losing_generate_claude,2,2,losing_generate_claude,losing_text,Yes
20,NEJMoa1404037,losing_text,losing_generate_gemini,2,1,losing_generate_gemini,losing_generate_gemini,No
20,NEJMoa1404037,losing_text,losing_generate_gpt4omini,2,1,losing_generate_gpt4omini,losing_generate_gpt4omini,No
20,NEJMoa1404037,losing_text,losing_generate_gpt5nano,2,1,losing_generate_gpt5nano,losing_generate_gpt5nano,No
20,NEJMoa1404037,losing_text,losing_generate_llama,2,1,losing_generate_llama,losing_generate_llama,No
20,NEJMoa1404037,losing_text,losing_generate_mistral,2,1,losing_generate_mistral,losing_generate_mistral,No
20,NEJMoa1404037,losing_text,losing_generate_qwen,2,1,losing_generate_qwen,losing_generate_qwen,No
20,NEJMoa1404037,losing_text,losing_improve_claude,2,1,losing_improve_claude,losing_improve_claude,No
20,NEJMoa1404037,losing_text,losing_improve_gpt4omini,2,2,losing_improve_gpt4omini,losing_text,Yes
20,NEJMoa1404037,losing_text,losing_improve_gpt5nano,2,1,losing_improve_gpt5nano,losing_improve_gpt5nano,No
20,NEJMoa1404037,losing_text,losing_improve_llama,2,1,losing_improve_llama,losing_improve_llama,No
20,NEJMoa1404037,losing_text,losing_improve_mistral,2,1,losing_improve_mistral,losing_improve_mistral,No
20,NEJMoa1404037,losing_text,losing_improve_qwen,2,2,losing_improve_qwen,losing_text,Yes
20,NEJMoa1404037,losing_text,losing_paraphrase_claude,2,1,losing_paraphrase_claude,losing_paraphrase_claude,No
20,NEJMoa1404037,losing_text,losing_paraphrase_gemini,2,1,losing_paraphrase_gemini,losing_paraphrase_gemini,No
20,NEJMoa1404037,losing_text,losing_paraphrase_gpt4omini,2,1,losing_paraphrase_gpt4omini,losing_paraphrase_gpt4omini,No
20,NEJMoa1404037,losing_text,losing_paraphrase_gpt5nano,2,1,losing_paraphrase_gpt5nano,losing_paraphrase_gpt5nano,No
20,NEJMoa1404037,losing_text,losing_paraphrase_llama,2,1,losing_paraphrase_llama,losing_paraphrase_llama,No
20,NEJMoa1404037,losing_text,losing_paraphrase_mistral,2,2,losing_paraphrase_mistral,losing_text,Yes
20,NEJMoa1404037,losing_text,losing_paraphrase_qwen,2,1,losing_paraphrase_qwen,losing_paraphrase_qwen,No
21,NEJMoa1404037,winning_text,losing_generate_claude,2,1,losing_generate_claude,losing_generate_claude,No
21,NEJMoa1404037,winning_text,losing_generate_gpt4omini,2,1,losing_generate_gpt4omini,losing_generate_gpt4omini,No
21,NEJMoa1404037,winning_text,losing_generate_gpt5nano,2,1,losing_generate_gpt5nano,losing_generate_gpt5nano,No
21,NEJMoa1404037,winning_text,losing_generate_llama,2,1,losing_generate_llama,losing_generate_llama,No
21,NEJMoa1404037,winning_text,losing_generate_mistral,2,1,losing_generate_mistral,losing_generate_mistral,No
21,NEJMoa1404037,winning_text,losing_generate_qwen,2,1,losing_generate_qwen,losing_generate_qwen,No
21,NEJMoa1404037,winning_text,losing_improve_claude,2,1,losing_improve_claude,losing_improve_claude,No
21,NEJMoa1404037,winning_text,losing_improve_gpt4omini,2,2,losing_improve_gpt4omini,winning_text,Yes
21,NEJMoa1404037,winning_text,losing_improve_gpt5nano,2,1,losing_improve_gpt5nano,losing_improve_gpt5nano,No
21,NEJMoa1404037,winning_text,losing_improve_llama,2,1,losing_improve_llama,losing_improve_llama,No
21,NEJMoa1404037,winning_text,losing_improve_mistral,2,1,losing_improve_mistral,losing_improve_mistral,No
21,NEJMoa1404037,winning_text,losing_improve_qwen,2,1,losing_improve_qwen,losing_improve_qwen,No
21,NEJMoa1404037,winning_text,losing_paraphrase_claude,2,1,losing_paraphrase_claude,losing_paraphrase_claude,No
21,NEJMoa1404037,winning_text,losing_paraphrase_gpt4omini,2,1,losing_paraphrase_gpt4omini,losing_paraphrase_gpt4omini,No
21,NEJMoa1404037,winning_text,losing_paraphrase_gpt5nano,2,1,losing_paraphrase_gpt5nano,losing_paraphrase_gpt5nano,No
21,NEJMoa1404037,winning_text,losing_paraphrase_llama,2,1,losing_paraphrase_llama,losing_paraphrase_llama,No
21,NEJMoa1404037,winning_text,losing_paraphrase_mistral,2,1,losing_paraphrase_mistral,losing_paraphrase_mistral,No
21,NEJMoa1404037,winning_text,losing_paraphrase_qwen,2,1,losing_paraphrase_qwen,losing_paraphrase_qwen,No
21,NEJMoa1404037,losing_text,losing_generate_claude,2,1,losing_generate_claude,losing_generate_claude,No
21,NEJMoa1404037,losing_text,losing_generate_gpt4omini,2,1,losing_generate_gpt4omini,losing_generate_gpt4omini,No
21,NEJMoa1404037,losing_text,losing_generate_gpt5nano,2,1,losing_generate_gpt5nano,losing_generate_gpt5nano,No
21,NEJMoa1404037,losing_text,losing_generate_llama,2,1,losing_generate_llama,losing_generate_llama,No
21,NEJMoa1404037,losing_text,losing_generate_mistral,2,1,losing_generate_mistral,losing_generate_mistral,No
21,NEJMoa1404037,losing_text,losing_generate_qwen,2,1,losing_generate_qwen,losing_generate_qwen,No
21,NEJMoa1404037,losing_text,losing_improve_claude,2,1,losing_improve_claude,losing_improve_claude,No
21,NEJMoa1404037,losing_text,losing_improve_gpt4omini,2,1,losing_improve_gpt4omini,losing_improve_gpt4omini,No
21,NEJMoa1404037,losing_text,losing_improve_gpt5nano,2,1,losing_improve_gpt5nano,losing_improve_gpt5nano,No
21,NEJMoa1404037,losing_text,losing_improve_llama,1,1,losing_text,losing_improve_llama,Yes
21,NEJMoa1404037,losing_text,losing_improve_mistral,1,2,losing_text,losing_text,No
21,NEJMoa1404037,losing_text,losing_improve_qwen,2,1,losing_improve_qwen,losing_improve_qwen,No
21,NEJMoa1404037,losing_text,losing_paraphrase_claude,2,1,losing_paraphrase_claude,losing_paraphrase_claude,No
21,NEJMoa1404037,losing_text,losing_paraphrase_gpt4omini,2,1,losing_paraphrase_gpt4omini,losing_paraphrase_gpt4omini,No
21,NEJMoa1404037,losing_text,losing_paraphrase_gpt5nano,2,1,losing_paraphrase_gpt5nano,losing_paraphrase_gpt5nano,No
21,NEJMoa1404037,losing_text,losing_paraphrase_llama,2,1,losing_paraphrase_llama,losing_paraphrase_llama,No
21,NEJMoa1404037,losing_text,losing_paraphrase_mistral,2,1,losing_paraphrase_mistral,losing_paraphrase_mistral,No
21,NEJMoa1404037,losing_text,losing_paraphrase_qwen,2,1,losing_paraphrase_qwen,losing_paraphrase_qwen,No
22,NEJMoa1404037,winning_text,losing_generate_claude,2,1,losing_generate_claude,losing_generate_claude,No
22,NEJMoa1404037,winning_text,losing_generate_gemini,2,1,losing_generate_gemini,losing_generate_gemini,No
22,NEJMoa1404037,winning_text,losing_generate_gpt4omini,2,1,losing_generate_gpt4omini,losing_generate_gpt4omini,No
22,NEJMoa1404037,winning_text,losing_generate_gpt5nano,2,1,losing_generate_gpt5nano,losing_generate_gpt5nano,No
22,NEJMoa1404037,winning_text,losing_generate_llama,2,1,losing_generate_llama,losing_generate_llama,No
22,NEJMoa1404037,winning_text,losing_generate_mistral,2,1,losing_generate_mistral,losing_generate_mistral,No
22,NEJMoa1404037,winning_text,losing_generate_qwen,2,1,losing_generate_qwen,losing_generate_qwen,No
22,NEJMoa1404037,winning_text,losing_improve_claude,2,1,losing_improve_claude,losing_improve_claude,No
22,NEJMoa1404037,winning_text,losing_improve_gpt4omini,2,1,losing_improve_gpt4omini,losing_improve_gpt4omini,No
22,NEJMoa1404037,winning_text,losing_improve_gpt5nano,2,2,losing_improve_gpt5nano,winning_text,Yes
22,NEJMoa1404037,winning_text,losing_improve_llama,2,1,losing_improve_llama,losing_improve_llama,No
22,NEJMoa1404037,winning_text,losing_improve_mistral,2,1,losing_improve_mistral,losing_improve_mistral,No
22,NEJMoa1404037,winning_text,losing_improve_qwen,2,1,losing_improve_qwen,losing_improve_qwen,No
22,NEJMoa1404037,winning_text,losing_paraphrase_claude,2,1,losing_paraphrase_claude,losing_paraphrase_claude,No
22,NEJMoa1404037,winning_text,losing_paraphrase_gpt4omini,2,1,losing_paraphrase_gpt4omini,losing_paraphrase_gpt4omini,No
22,NEJMoa1404037,winning_text,losing_paraphrase_gpt5nano,2,1,losing_paraphrase_gpt5nano,losing_paraphrase_gpt5nano,No
22,NEJMoa1404037,winning_text,losing_paraphrase_llama,2,1,losing_paraphrase_llama,losing_paraphrase_llama,No
22,NEJMoa1404037,winning_text,losing_paraphrase_mistral,2,1,losing_paraphrase_mistral,losing_paraphrase_mistral,No
22,NEJMoa1404037,winning_text,losing_paraphrase_qwen,2,1,losing_paraphrase_qwen,losing_paraphrase_qwen,No
22,NEJMoa1404037,losing_text,losing_generate_claude,2,2,losing_generate_claude,losing_text,Yes
22,NEJMoa1404037,losing_text,losing_generate_gemini,2,2,losing_generate_gemini,losing_text,Yes
22,NEJMoa1404037,losing_text,losing_generate_gpt4omini,2,2,losing_generate_gpt4omini,losing_text,Yes
22,NEJMoa1404037,losing_text,losing_generate_gpt5nano,2,2,losing_generate_gpt5nano,losing_text,Yes
22,NEJMoa1404037,losing_text,losing_generate_llama,2,2,losing_generate_llama,losing_text,Yes
22,NEJMoa1404037,losing_text,losing_generate_mistral,2,2,losing_generate_mistral,losing_text,Yes
22,NEJMoa1404037,losing_text,losing_generate_qwen,2,2,losing_generate_qwen,losing_text,Yes
22,NEJMoa1404037,losing_text,losing_improve_claude,2,2,losing_improve_claude,losing_text,Yes
22,NEJMoa1404037,losing_text,losing_improve_gpt4omini,2,2,losing_improve_gpt4omini,losing_text,Yes
22,NEJMoa1404037,losing_text,losing_improve_gpt5nano,2,2,losing_improve_gpt5nano,losing_text,Yes
22,NEJMoa1404037,losing_text,losing_improve_llama,1,2,losing_text,losing_text,No
22,NEJMoa1404037,losing_text,losing_improve_mistral,2,2,losing_improve_mistral,losing_text,Yes
22,NEJMoa1404037,losing_text,losing_improve_qwen,2,2,losing_improve_qwen,losing_text,Yes
22,NEJMoa1404037,losing_text,losing_paraphrase_claude,2,2,losing_paraphrase_claude,losing_text,Yes
22,NEJMoa1404037,losing_text,losing_paraphrase_gpt4omini,2,2,losing_paraphrase_gpt4omini,losing_text,Yes
22,NEJMoa1404037,losing_text,losing_paraphrase_gpt5nano,2,2,losing_paraphrase_gpt5nano,losing_text,Yes
22,NEJMoa1404037,losing_text,losing_paraphrase_llama,1,2,losing_text,losing_text,No
22,NEJMoa1404037,losing_text,losing_paraphrase_mistral,2,2,losing_paraphrase_mistral,losing_text,Yes
22,NEJMoa1404037,losing_text,losing_paraphrase_qwen,2,2,losing_paraphrase_qwen,losing_text,Yes
23,NEJMoa1404037,winning_text,losing_generate_claude,2,1,losing_generate_claude,losing_generate_claude,No
23,NEJMoa1404037,winning_text,losing_generate_gpt4omini,2,1,losing_generate_gpt4omini,losing_generate_gpt4omini,No
23,NEJMoa1404037,winning_text,losing_generate_gpt5nano,2,1,losing_generate_gpt5nano,losing_generate_gpt5nano,No
23,NEJMoa1404037,winning_text,losing_generate_llama,2,1,losing_generate_llama,losing_generate_llama,No
23,NEJMoa1404037,winning_text,losing_generate_mistral,2,1,losing_generate_mistral,losing_generate_mistral,No
23,NEJMoa1404037,winning_text,losing_generate_qwen,2,1,losing_generate_qwen,losing_generate_qwen,No
23,NEJMoa1404037,winning_text,losing_improve_claude,2,1,losing_improve_claude,losing_improve_claude,No
23,NEJMoa1404037,winning_text,losing_improve_gpt4omini,2,1,losing_improve_gpt4omini,losing_improve_gpt4omini,No
23,NEJMoa1404037,winning_text,losing_improve_gpt5nano,2,1,losing_improve_gpt5nano,losing_improve_gpt5nano,No
23,NEJMoa1404037,winning_text,losing_improve_llama,1,2,winning_text,winning_text,No
23,NEJMoa1404037,winning_text,losing_improve_mistral,2,1,losing_improve_mistral,losing_improve_mistral,No
23,NEJMoa1404037,winning_text,losing_improve_qwen,2,1,losing_improve_qwen,losing_improve_qwen,No
23,NEJMoa1404037,winning_text,losing_paraphrase_claude,2,1,losing_paraphrase_claude,losing_paraphrase_claude,No
23,NEJMoa1404037,winning_text,losing_paraphrase_gpt4omini,2,1,losing_paraphrase_gpt4omini,losing_paraphrase_gpt4omini,No
23,NEJMoa1404037,winning_text,losing_paraphrase_gpt5nano,2,1,losing_paraphrase_gpt5nano,losing_paraphrase_gpt5nano,No
23,NEJMoa1404037,winning_text,losing_paraphrase_llama,2,2,losing_paraphrase_llama,winning_text,Yes
23,NEJMoa1404037,winning_text,losing_paraphrase_mistral,2,2,losing_paraphrase_mistral,winning_text,Yes
23,NEJMoa1404037,winning_text,losing_paraphrase_qwen,2,1,losing_paraphrase_qwen,losing_paraphrase_qwen,No
